	log2FC	FDR
YNL282W	-0.231461553	0.467869743
YPR023C	-0.135784442	0.230193599
YHR199C	-0.006957397	0.976880499
YPL058C	0.541459545	0.003490565
YDR050C	0.071844476	0.798998434
YDR171W	0.004978704	0.982745701
YJL199C	0.186069332	0.523316842
YDR118W-A	0.380074137	0.571984711
YGR108W	-0.205753894	0.051955203
YDL031W	0.105236049	0.327880067
YHR176W	-0.282424515	0.037127314
YIL039W	-0.059023997	0.687966103
tE(UUC)L	0.792394778	
tE(UUC)G3		
YMR200W	-0.021185917	0.908977448
YOL004W	-0.075382719	0.698874927
snR18	-0.103963824	0.857474154
YGR155W	-0.099511612	0.33960752
YLR227W-A		
YGR158C	0.0670916	0.689277419
YDL100C	0.07850267	0.616627201
YIR020W-A		
YJL127W-A	-0.14212409	0.83416144
YDR054C	0.115349398	0.425163059
YCR036W	0.013915393	0.941167788
YNL130C	0.002522867	0.989634308
YIR015W	-0.032784608	0.928760268
YML083C	0.471830791	0.129629597
YML110C	-0.029224738	0.861517896
YMR138W	0.0923045	0.698650389
YIL169C	0.120632282	0.220817962
YJL119C	0.42739658	0.506789616
YJR109C	0.003097424	0.985726201
YDL091C	0.127886523	0.28143246
YNR030W	-0.194629337	0.124438633
RDN5-1	0.565772858	0.626814222
YBR106W	0.090586914	0.700048768
YCR042C	-0.071265295	0.657704094
YLR411W	0.223332326	0.146037733
YKL057C	0.011758391	0.944933063
YLR039C	-0.183973665	0.080445288
YOL116W	-0.086157472	0.569963392
YKR059W	-0.015816633	0.961551089
YJL047C	-0.02103042	0.891809884
YLR357W	-0.196118222	0.336992368
YOR396W		
YDR251W	-0.135917474	0.135827609
YGR291C	0.827774887	
YOR256C	-0.166463622	0.1393482
YLR437C-A	-0.440030561	0.852724497
YHR005C	-0.11257347	0.411676728
YPL225W	0.098362399	0.743109511
YJL192C	0.045923047	0.813519728
YER115C	-0.026405189	0.924630448
YER177W	-0.009370495	0.971390965
YDR248C	0.062344178	0.782413554
YBR221C	0.010826743	0.94321549
YGR070W	-0.273225186	0.037387011
YBR186W	0.118702506	0.553663236
YNR049C	-0.098873228	0.61839162
YJL130C	0.069605541	0.512611771
