	log2fc	p-adj
YER064C	0.244347414	0.019228926
YPT53	0.489796595	0.001481121
NMD5	-0.139281999	0.07922822
YBR255C-A	-0.380593295	0.028085074
CYC7	-0.879670612	0.005837487
SRP21	0.057972822	0.747850424
IDP3	1.423662061	0.000134945
PHO3	-0.960697563	3.22e-05
AVO1	-0.029475358	0.560466809
RAM1	0.204540683	0.015602537
YBR141C	0.223833929	0.006067728
DIG1	-0.016118375	0.716626672
THI7	0.141459514	0.067840566
MTC1	0.142192423	0.069525318
RPL33B	-0.211450853	0.02381686
PEA2	0.077988217	0.009154649
DAD2	0.111070994	0.053029435
NAP1	-0.106286813	0.280118954
SUA7	-0.037024341	0.929651315
RRN7	0.30763269	0.000105549
PDR15	1.996439794	0.006555416
AIM39	-0.133744062	0.094044289
RPS26A	-1.234564457	0.393419191
YCR087C-A	0.23117256	0.212370884
YJR011C	0.04676728	0.59794407
DUG1	0.106193171	0.005553464
MCM5	0.091681717	0.095677437
YDR132C	0.47536264	0.000995573
HAP2	-0.076423034	0.591175182
GPA2	0.183231749	0.051574351
YJR008W	0.165732291	0.495906814
SAH1	-0.295808763	0.107407052
SPT3	0.19081772	0.034503318
MAD1	0.176222197	0.111491155
KAR1	0.367190544	0.026273304
HRD3	0.175022499	0.130372007
NEO1	0.130095952	0.012489872
RML2	-1.45766242	0.000240475
CCH1	0.069233742	0.424116128
FAR1	-0.301129064	0.041170968
SPN1	-0.012850441	0.873722047
MRC1	0.1613187	0.077873312
HIF1	-0.013068261	0.962613629
AIR2	0.005341935	0.946473545
YER137C	0.16455307	0.051876427
NOG2	-0.162031773	0.001148611
RPI1	-1.116561453	8.25e-06
RFC4	0.044228127	0.444130047
YCR075W-A	0.18357663	0.009276171
COX15	-1.220101393	0.00039009
SCW11	1.078560699	0.228750009
ROX1	-0.057145191	0.522211797
GIS3	-0.013917978	0.833122007
CAB4	0.084969699	0.504851737
POP4	0.186766071	0.129081226
LEU3	0.384741166	0.001347438
UBP16	0.166214262	0.102481801
RFC1	0.04869342	0.171022096
XYL2	0.606050252	0.005386092
MAE1	1.572521046	0.001638704
ZDS2	-0.097030504	0.149521466
SPE1	1.42301729	0.013287027
YOR021C	-0.020696852	0.784515872
SCH9	0.203472877	0.00090659
PAR32	0.514446461	0.001084382
CCC2	0.26748736	0.029148113
NRK1	0.163840888	0.009672808
COY1	0.207396224	0.015483077
EXO70	0.106936646	0.098036788
MRPL8	-1.120601613	0.000602054
VTH1	0.569747181	0.000140098
ART5	0.109403976	0.306099964
RRB1	0.068968219	0.17957
SNF6	-0.048700336	0.299179853
MED2	0.158432535	0.158170806
YMR122W-A	-1.497010022	0.000512502
RIB7	0.182209672	0.204447735
ADE1	0.32319138	0.008224707
INP54	0.05736606	0.877253583
PMT1	0.063514607	0.465344739
RSA4	0.135046025	0.092589415
BGL2	0.513187345	0.151784211
BCK2	-0.282427998	0.240383982
RAV1	0.214927226	0.009469554
VCX1	0.336517568	0.028189628
KEL3	-0.049033102	0.509093232
ATP12	-0.68311522	6.57e-05
TOF2	0.131354726	0.01159158
SIF2	0.16347452	0.0495569
RPR2	0.070788473	0.494302157
LSM3	-0.214834296	0.102271332
ARO2	-0.102262125	0.456821759
ADD66	-0.049911428	0.346776885
RPS11B	-0.523720362	0.13254899
MTQ2	0.482935157	0.005528078
RPT6	-0.058104525	0.162535867
YPL225W	0.077383312	0.175959025
TRM12	-0.067817427	0.741564572
CTF19	0.28158253	0.000516962
CNM67	-0.048436491	0.480476582
ERG5	-0.061257329	0.63307779
CDC40	-0.084403637	0.356042214
NSE3	0.226673382	0.009790768
PRD1	-0.423665701	0.000984625
COX3	-3.124283502	5.27e-05
UTP10	0.098730899	0.039214642
AIM11	-0.707080769	2.29e-06
CEM1	-0.138338853	0.091593278
CDH1	0.027122219	0.848027742
IDH1	-0.075906103	0.516701546
PYK2	0.753899305	6.55e-07
STB6	0.901385038	0.001894404
IGO1	0.074200691	0.194838516
PLB2	0.987195748	0.000103115
PRP21	0.323318659	0.036784505
BUD14	-0.00651785	0.938276001
SLI15	0.240388465	0.136715444
TEX1	0.204784418	0.408586745
YMR252C	0.254606419	0.286865208
TPO4	-2.60686707	1.31e-05
HHF1	-0.004715215	0.981619305
MRI1	0.174443438	0.058074409
PGI1	0.303221725	0.084813715
AGE2	0.012563052	0.672325388
NIF3	-0.022917257	0.643711568
ACP1	-0.257587649	0.065849952
MOT1	0.207247237	0.010043615
MET6	-0.428658927	8.1e-05
TIM18	-0.494695342	0.000131232
GCD7	-0.110797715	0.092944359
ARP1	0.098447287	0.390138114
GPI12	0.232402729	0.323704027
MVB12	-0.150624897	0.26853909
CHD1	0.133368129	0.127730133
HOM6	0.164005439	0.063349224
SEN54	0.013902517	0.834256399
PCT1	0.238607825	0.002215518
NUP2	-0.034795257	0.370525701
IMG1	-0.552308187	0.002572844
PHO13	-0.042702001	0.437464871
PTC6	-0.820221214	5.39e-06
CRZ1	0.227629688	0.002095695
CPR8	-0.662705929	1.91e-05
MRPL35	-0.700365975	2.8e-05
RPC40	0.0214967	0.535348722
RMD8	0.226098271	0.025104831
JIP4	0.001401551	0.987586597
OPI1	-0.168356467	0.14937565
FMP21	0.294096796	0.008291557
CAD1	0.415228336	0.029624042
TIF2	-0.205214487	0.206003497
YMR206W	-0.707983957	0.005882318
EMW1	0.081670726	0.015676818
CUS1	0.080973685	0.363570455
RRP17	-0.066821447	0.248542638
