	log2FC	FDR
YPL158C	-0.229560914	0.147379286
YLR159W		
YBR142W	0.17536962	0.03655418
tT(AGU)I1	0.306512936	0.823211317
YGL240W	-0.168040063	0.531476609
YML053C	0.15452397	0.381863056
YJR138W	-0.195720857	0.107303583
YGL149W	-0.580986402	0.46335129
snR50	0.44877037	0.346742989
YMR282C	-0.079276652	0.550511031
YOL014W	0.773388909	3.42e-05
YNR010W	0.032980801	0.89621652
tS(AGA)D2	0.479565353	0.837123785
YEL061C	0.025194537	0.927181118
YDR161W	0.092212707	0.506806688
YIR035C	-0.002194047	0.99174829
YFR011C	-0.170444445	0.567139239
YDL035C	-0.078767188	0.536994322
YKL223W	-0.622310381	
YLL057C	-0.004715345	0.988106983
YHR052W-A		
tM(CAU)Q1		
YJR134C	-0.087685757	0.531476609
YNL189W	-0.006402744	0.971677272
YDR072C	-0.29216796	0.000310505
YGL152C	0.24649168	0.711807089
YNL158W	0.068270873	0.768305644
YHR136C	0.056251357	0.831266361
YDR056C	0.108883253	0.55621668
YKL087C	0.035143502	0.844579137
YDL111C	-0.162580677	0.350381654
YAR009C	0.086258693	0.893718509
YLL055W	0.188336593	0.140522438
YBR154C	0.120457188	0.536713576
YNL204C	-0.138765756	0.698518462
YJL047C-A	0.231069935	0.748464729
YML064C	-0.095481587	0.62371981
YEL028W	0.403293654	0.001560281
YPR175W	-0.140606148	0.577051464
YDR152W	0.026563623	0.902689415
YOL154W	0.466872408	2.25e-05
YGL064C	-0.24598978	0.04397546
YCR021C	0.092195668	0.749080461
YDL107W	0.163811139	0.150323096
YOR062C	-0.113417546	0.598394326
YJL192C	0.045923047	0.813519728
YPL154C	-0.014642369	0.921518571
RPR1	0.315092326	0.177777829
YGR205W	0.105833568	0.458731934
YDR173C	-0.002484264	0.99174829
YNL329C	-0.062512178	0.685844986
YCR045W-A		
YGR229C	0.014790918	0.92241553
YKR065C	-0.036698581	0.861179208
YKL059C	-0.084386913	0.600310785
YGL096W	0.190221669	0.24153167
YHR143W	0.029269593	0.830848306
YLR329W	0.223205263	0.370070269
YPR106W	-0.25593793	0.070821005
YOR316C	-0.10471362	0.547533372
YOR032C	-0.003952596	0.988106983
tR(UCU)M2	-0.905616349	
YCL037C	-0.338920979	0.463009987
YOR287C	0.049800574	0.814725677
YGL044C	0.024102145	0.904783734
YPL186C	0.18826613	0.401667939
YLR364W	-0.111667527	0.713508678
YDR127W	0.006736017	0.971425742
YCL024W	-0.350618347	0.192264409
YJR003C	0.116114742	0.475277845
YPL183W-A	0.02196345	0.931808324
YFL017W-A	-0.02732426	0.922371908
YDR339C	0.136092114	0.474125802
YNL089C	0.139514046	0.808403088
YDL089W	0.135991176	0.288119558
YNL050C	0.113169443	0.571988727
YKR002W	-0.043963726	0.794763091
YOL052C	-0.133825042	0.331500418
YOR268C	0.661634883	0.626814222
YJR117W	-0.082573408	0.646496017
YLL002W	-0.320969387	0.10238387
YFL066C	-2.804139753	
YGL176C	-0.292390831	0.042879173
YOR143C	-0.18706486	0.211444064
YNL030W	0.104531965	0.7953751
tF(GAA)G	0.820362139	
YJL189W	0.227831586	0.869517708
YGL214W	0.070218934	0.910082925
YMR300C	-0.031426152	0.890265368
YBR187W	-0.081529435	0.614733099
YHR161C	0.104329374	0.336054544
YNL209W	-0.005889534	0.975590934
YOL103W	-0.072501815	0.575490678
YGL118C	0.292722417	0.797097845
YDR028C	-0.053497129	0.661389331
YOL037C	-0.62219222	0.651065812
YNL126W	0.111668106	0.542524072
YHR032C-A	-0.048981182	0.958335214
YMR105C	0.085649649	0.588425412
YIL084C	-0.198136414	0.211444064
YMR049C	-0.039829206	0.856099616
RME2	-0.233334653	0.575490678
YML058W	0.057598916	0.799597839
YFL068W		
YNL162W	0.026915942	0.948573847
YIL075C	-0.042172638	0.725333254
YOR021C	0.104080392	0.591927675
YCR043C	0.052846354	0.830354941
YNL134C	-0.465125634	1.21e-08
YBR126C	-0.06369902	0.685158831
YHR050W	-0.150126943	0.165273266
YLR169W	0.128028102	0.602061438
YDR498C	-0.321735119	0.058980807
YBL063W	-0.075106425	0.711471306
YPL071C	0.035074172	0.875971749
YIL153W	-0.182208488	0.39094145
YIL066C	0.709307634	0.00018493
YEL017C-A	-0.018809832	0.958335214
tL(CAA)K	0.099028719	
YGL095C	0.036225051	0.798998434
YGL181W	-0.149793341	0.241843268
YGR038W	-0.126311995	0.559026031
YNL065W	0.209846339	0.451301084
YLR017W	0.115868786	0.322541246
YDL244W	0.25181973	0.432649354
YDR355C	1.129539242	
YDR381C-A	0.14288108	0.533320437
YER039C	-0.115692863	0.724769364
YNL121C	-0.076316445	0.559026031
YPR020W	-0.24649145	0.130662757
YMR207C	-0.154414961	0.31046687
YHR050W-A	-0.476230679	0.525243516
YER110C	-0.086597367	0.602061438
YJR068W	0.083112386	0.540952218
YBR089W	0.280026737	0.800009646
YDR217C	-0.225779828	0.116813025
tT(AGU)N1	1.391558523	0.241793753
YOR321W	-0.257383693	0.074077245
YHR097C	-0.030121939	0.88117622
YOR334W	-0.250876854	0.234504438
YBR025C	0.050486107	0.727337041
YIL142W	-0.002799934	0.986710339
YBL028C	0.057407816	0.872337413
YJR098C	-0.020550392	0.919820057
YIL044C	-0.041034512	0.850775488
YHL006W-A	0.231058226	0.559026031
RNA170	0.256670451	0.719487362
YLR241W	-0.129936646	0.281457031
YLR303W	8.664318759	4.65e-60
YIL159W	0.063290256	0.803312719
YDL213C	0.154284891	0.339398551
YLR349W	-0.338675581	0.494644268
YPL155C	-0.094884932	0.667355358
