	log2FC	FDR
YDR183W	0.179451758	0.294331068
YMR194C-B	0.355245517	0.058994095
snR46	0.268288233	0.34071298
YLL062C	-0.091736909	0.698874927
YNL046W	0.084205523	0.627328659
YIL171W	0.225944698	0.804745575
YFL008W	-0.072388522	0.746360459
YER023W	0.072083886	0.659008408
YLR109W	0.122696518	0.591960648
YPR137C-B	0.820362139	
RUF22	0.680274624	
YBR129C	0.037824564	0.831646173
YGR294W	0.272213866	0.818057282
YHR084W	-0.258140086	0.152901225
YOR039W	0.037861198	0.830422217
YHR116W	0.104276904	0.65579081
YPL121C	-0.489667484	0.667355358
YBR003W	-0.263368008	0.00823233
tV(AAC)E1	0.820362139	
YDL031W	0.105236049	0.327880067
YNL313C	-0.194892525	0.26723851
YDR105C	0.007664663	0.972426782
YNL083W	-0.094980252	0.546753122
YPL244C	0.028747344	0.864554001
YPL269W	-0.151460226	0.428216456
YDR211W	0.077676391	0.463009987
YFL012W	-0.182440106	0.682414535
YKL129C	-0.226037057	0.07133811
YKL025C	-0.159135867	0.364556505
YJL019W	-0.212215184	0.335288177
YBR021W	0.032840916	0.887947185
YKL113C	-0.033384909	0.873284847
YPL218W	0.097847687	0.571984711
YBR079C	-0.055811181	0.664661768
YKL004W	0.111506101	0.48035215
YBR085C-A	0.017528263	0.958335214
YHR126C	1.459635527	0.000706577
YDR171W	0.004978704	0.982745701
YNL203C	-0.16487795	0.829649784
YDR261C-C		
YBL085W	-0.475449492	1.38e-06
YDR017C	-0.23067913	0.015232604
YAL040C	-0.526848863	0.000709571
YKL220C	0.111686598	0.736121091
tR(ACG)L	0.120249678	
YGL127C	-0.399506642	0.019019012
YLR173W	-0.115777188	0.471269296
YFR002W	0.012894479	0.933594759
YFR039C	-0.02550039	0.873284847
YGR143W	-0.063353338	0.586018124
YNL282W	-0.231461553	0.467869743
YNL317W	-0.279815391	0.021811309
YNR009W	-0.283400462	0.196547086
YCL019W	0.820362139	
YPR016C	0.092025103	0.525243516
YGL203C	-0.125845308	0.301506035
YER111C	-0.037061379	0.866808221
YLR153C	-0.103654667	0.416989217
YDR216W	-0.358221767	8.02e-06
ITS2-1		
YER158C	-0.648412645	5.33e-10
YPR119W	-0.160930966	0.317140321
YNL085W	-0.080630368	0.525243516
YLR457C	0.01923989	0.948966478
YGL187C	-0.249016726	0.157534256
YOR248W	0.149481549	0.808403088
YDR302W	-0.006885287	0.978262918
YDR274C	0.091827082	0.782982559
YHR088W	0.211112981	0.061726944
YGR057C	-0.000547328	0.997778227
YMR272W-B	0.290738176	0.816098907
