	log2fc	p-adj
AIM32	-0.715426182	0.00039194
SNO4	2.196033303	0.000352789
SCW11	1.078560699	0.228750009
SNO1	1.966373955	0.005252182
FOB1	0.310365059	0.042564615
HUL5	0.130602006	0.479783528
YDR286C	-1.487381834	0.011481609
VPS5	-0.020605024	0.640093289
YMR087W	-0.153121222	0.075685099
MAS1	-0.335624784	0.001889512
PBP4	-0.278651731	0.012470717
MMT1	-0.591199373	0.005104832
GVP36	0.151548624	0.123375229
RGP1	0.082092451	0.095851622
NBP2	0.093559833	0.344661715
TOA1	0.186283224	0.131469805
BIG1	0.357552217	0.016073739
CHS6	0.176693278	0.341385604
HHT1	0.044486953	0.809743266
GDH3	-1.308937727	4.41e-05
MRP21	-0.87429574	0.140830311
AGX1	-2.936423186	0.000186391
YLR281C	-1.040712637	0.063390818
RPP0	-0.389603343	0.195500739
CIA1	0.345830958	0.157450673
LUC7	0.07506207	0.087990162
RPP2B	-0.595004425	0.120804656
YGR054W	-0.29190068	0.080088917
RAV1	0.214927226	0.009469554
MRPL16	-1.109508218	2.99e-06
DBP8	0.155048624	0.003235604
DBP7	0.0923643	0.219216547
SBE2	-0.366008598	1.04e-05
INP1	0.25944717	0.027740932
PPE1	0.216471908	0.080748668
GRS2	0.298699356	0.012210671
UBX4	0.089878866	0.267387247
ATS1	0.169686453	0.017419193
MSS1	-0.429126526	0.00475901
COX3	-3.124283502	5.27e-05
YEA6	-0.272257036	0.012996075
YIL108W	0.276528211	0.021994796
SNO3	-0.211356778	0.504712531
YPL077C	-0.249343016	0.009653297
YPL107W	-1.570194763	1.66e-07
SFI1	0.415419474	0.003063375
ECI1	0.746637766	0.037676321
RPN12	-0.013476033	0.669063576
AAR2	0.062584148	0.514676903
RPS19B	-0.397379223	0.063686423
YDL085C-A	0.085133165	0.410511022
SPO7	0.378270919	0.005324104
CLB3	-0.295776253	0.138317067
SYC1	0.008649302	0.899379886
LOS1	0.048362083	0.420922577
MUD1	0.027061617	0.669771391
PXA2	1.029815376	0.000888623
MRP49	-0.352578747	0.005655624
YGR053C	-0.051556337	0.511864373
PHO87	0.177023311	0.00933629
HEM13	-0.112215774	0.178281481
RUB1	0.169447815	0.170897656
TIF3	-0.101757077	0.210736197
YDR262W	0.190103417	0.010273317
TDA11	0.375169068	0.00176918
MET8	0.110500407	0.236575917
CLA4	0.08010239	0.595139656
UIP3	-0.114469649	0.270968412
ATG26	0.181054691	0.083517518
CAD1	0.415228336	0.029624042
MRP2	-1.339492668	0.003033152
SPT8	0.194391565	0.011569782
RPN5	0.127875639	0.022155688
THI6	0.373998546	0.077190912
YJL185C	0.788287577	7.98e-05
FAU1	-0.348773444	0.129977219
IKI1	0.263695089	0.003197737
UBC9	-0.051427957	0.720353447
COQ4	-0.368073668	0.013081381
COX13	-3.120406049	9.36e-10
HPT1	0.302151151	0.259052242
TOM40	-0.087478368	0.34625661
IMG1	-0.552308187	0.002572844
RMT2	0.209928275	0.061416161
YDR379C-A	-3.64576622	1.81e-09
KRR1	-0.026507545	0.550800171
PRP18	0.253842547	0.00949873
NVJ1	-0.071353316	0.235563069
SMC6	0.188204865	0.043980154
YPT35	0.59473012	3.56e-05
PTP1	0.033013647	0.631534528
SCY1	0.062189162	0.236990357
LEU9	-1.279339873	0.02377287
RHR2	1.701236935	7.02e-05
CLF1	0.206174928	0.006994796
YLR149C	0.084670447	0.136105008
BRX1	0.020527434	0.806014784
IMH1	0.103417227	0.026077711
FLD1	0.318502087	0.031812551
NUP133	0.019661051	0.762588696
EMC2	0.144700114	0.037239511
NUP2	-0.034795257	0.370525701
GSF2	0.45518215	0.000132577
LIP2	-0.632480672	0.001865366
ALY2	0.027779608	0.686665166
PUT3	0.1524824	0.692120769
YNR064C	0.569426369	0.003121881
IMP2'	-0.074228388	0.671464643
YHR112C	0.465377406	0.001504249
SEC7	-0.041997316	0.181394737
KAR4	-0.343584325	0.066549154
SNF12	0.135769939	0.269803006
OAF1	0.214126243	0.001002291
CTK3	0.045015134	0.531148937
BDF2	-0.219571605	0.051027608
WHI5	0.175161313	0.171475071
YJL206C	0.515922181	0.000361389
NMT1	0.244714472	0.038004741
RPB9	-0.049512525	0.76648869
BCD1	0.18837672	0.012827054
CPR5	0.048269547	0.487851894
RAD54	0.022640983	0.816015357
PFY1	0.189912815	0.007485275
SCO2	0.123770095	0.351415009
YFR006W	0.257705757	0.009739763
RSA4	0.135046025	0.092589415
ENT5	-0.136521926	0.109253257
VMA16	-0.051079451	0.742538671
SSN3	-0.048215599	0.642193645
RPB5	-0.101407356	0.1251793
FPR4	-0.237587079	0.055032672
CBF1	0.086765097	0.036752922
OCH1	-0.228733714	0.00787532
AIM9	-0.313077335	0.00119202
PIF1	-0.312343516	0.006798712
UBX6	-0.337035136	0.001349838
TCM62	-0.542468117	0.000209807
CRH1	-0.119837378	0.387387042
CLB2	-0.313118059	0.033699926
ACT1	0.030091666	0.567910417
PNC1	0.027643053	0.605670433
HIS1	-0.067536658	0.245038328
YPL014W	-0.481517643	0.000265304
YEL007W	-0.165745179	0.506479644
ALD6	0.192635316	0.142583197
