	log2FC	FDR
YPR011C	-0.056935029	0.72886615
YMR136W	-1.231071073	1.11e-11
YKL156W	0.018290745	0.960319434
YMR012W	-0.194936366	0.000841063
YNR063W	-0.262793419	0.186969087
YFL023W	-0.321296725	0.082268657
YDR437W	-0.049751982	0.884326461
YOR096W	0.043959429	0.892788
YHR095W	-0.330319269	0.818057282
YBR193C	0.023755686	0.910082925
YHR044C	-0.125770425	0.547720899
YHR213W-A		
YPL196W	0.112075206	0.395246022
YNL223W	-0.04859573	0.787958612
YMR064W	-0.170984062	0.091081802
YDR303C	-0.270829119	0.22509298
YDR172W	-0.03776371	0.742812425
YDR050C	0.071844476	0.798998434
YML128C	-0.057092233	0.793278999
YAL069W		
YKL098W	-0.103654024	0.524650534
YDL082W	0.055133727	0.811936997
YIL172C	0.820362139	
YOR303W	0.057043378	0.78512545
YHL027W	-0.215439606	0.078584164
YHR045W	0.065237511	0.621404894
YPL206C	0.121970647	0.28143246
YGR296W		
YDR520C	-0.054368733	0.818621813
YCR039C		
YDR040C	0.492007416	0.025690586
YBR278W	0.201442869	0.312240622
YMR194C-A	0.099549528	0.898080599
YEL030W	-0.20049952	0.213239619
tR(UCU)E		
YJL219W	0.62395804	0.070152288
YER136W	0.033831886	0.808572827
YDL181W	-0.154177625	0.415454544
YML023C	-0.05173168	0.785739855
YBL102W	0.128743632	0.334975584
YGL254W	0.152561998	0.301986982
YOR102W	0.01519504	0.979757006
YNL233W	-0.246370652	0.122090402
Q0105		
YML025C	-0.081293399	0.597363593
YBR194W	0.083184	0.745652401
YPL110C	-0.225374454	0.082372322
YHL017W	-0.112789255	0.394834777
YDR179C	0.228994821	0.287358577
YJL044C	-0.000821924	0.997158951
YIR024C	0.139191496	0.550416113
YML114C	0.004394551	0.988586619
YDR257C	0.042222516	0.804442465
YOR227W	0.12407246	0.379563289
YML035C	-0.008917567	0.961599022
YGR135W	0.077218968	0.715463425
YNR069C	0.423294068	0.034226868
YBR049C	0.033430887	0.844466
YBL011W	-0.015169687	0.936353899
YOR161W-A		
YPR047W	0.059727208	0.709501906
YER065C	-0.472511226	0.000195111
YLR409C	-0.063786943	0.684743856
YDR400W	-0.008020769	0.972904306
YBL100C	-0.475130303	0.073432552
YPL273W	0.081882715	0.593031078
YAR002W	-0.105284514	0.47102419
YHR170W	0.116776643	0.286623037
YGL109W	0.095070324	0.791611198
YOR356W	0.007506583	0.958892749
YOR190W	-0.18245237	0.353883622
YPL114W	0.491627629	0.413371419
YKR011C	-0.054051437	0.707896884
YDR002W	0.131446803	0.668002635
YOL055C	-0.063912892	0.705966044
YER154W	-0.034780345	0.875499949
YHR028W-A	-0.508863766	0.725333254
YGL209W	-0.265803978	0.142520922
YKL118W	-0.303141116	0.831646173
YJR158W	-0.622310381	
YML084W	0.495313407	
YFR031C-A	0.041604612	0.87753313
YGR197C	0.058679778	0.83510275
YJL186W	0.002523425	0.989634308
YJR114W	-0.001566703	0.998239876
YDR178W	-0.129313233	0.411021276
YER112W	0.09080558	0.754825749
tE(UUC)B	0.820362139	
YIR007W	0.039248744	0.883636314
YEL038W	0.070688932	0.739257409
YAR071W	-0.010941879	0.985726201
YLR260W	-0.285057081	0.023391807
YCR102W-A	-1.403041702	0.422712683
YHL040C	0.015624653	0.943083059
YBR213W	-0.217018686	0.522702716
YLR008C	0.028417484	0.890522916
YHR204W	-0.14306194	0.522702716
Q0297		
YDL107W	0.163811139	0.150323096
YDL235C	0.031916794	0.876561856
YOR328W	-0.091028994	0.604585262
YAL026C-A	0.043110323	0.915358337
YBR163W	-0.036095814	0.838199876
YGL250W	0.036571637	0.856099616
YOR228C	-0.308393055	0.01330396
YNR034W-A	0.001265156	0.997778227
YFR002W	0.012894479	0.933594759
YLR022C	0.052142143	0.808572827
YLR337C	-0.144542997	0.681427915
YNL106C	-0.121408104	0.467869743
YGL129C	-0.111526808	0.408236884
YNR038W	-0.067153073	0.72697027
YLR200W	0.124421782	0.76573031
YEL010W	-0.938490677	0.378082314
YKL175W	-0.232279392	0.125053781
YDR450W	0.053881785	0.893403372
YGL076C	0.060108078	0.835281194
YPL257W-B		
YLR038C	-0.046438714	0.87774565
YDR033W	-0.140581296	0.39094145
YNR029C	0.050582553	0.75460091
YGR097W	-0.157190541	0.275336408
tK(CUU)G2		
YML070W	-0.076457636	0.592979929
YLR368W	-0.050763288	0.770646877
YDR458C	-0.038589711	0.789562142
YLR341W	-0.313742926	0.206636919
YBR223C	-0.250248132	0.126053352
YKL106C-A	-0.374224677	
YLR118C	-0.003693688	0.988106983
tG(GCC)O2	-0.362668905	0.870037478
YPR165W	0.011753599	0.961863274
YOL148C	-0.287433486	0.0285476
YFL029C	-0.180927895	0.124522613
YBL071C	0.271034963	0.262183038
YNL097C-B	-0.814004156	0.394834777
YDR086C	0.151894275	0.646720409
YPL117C	0.150443535	0.18108525
YLL041C	-0.24780576	0.019328405
YOL032W	0.132232974	0.32050745
YER122C	0.018276748	0.894265065
YGL198W	-0.005880806	0.985299206
YKL017C	-0.28413565	0.018824924
tL(UAG)J	-0.622310381	
YLR367W	0.034282942	0.897244667
YHR077C	0.012604893	0.927224909
YBL068W-A		
YJR012C	0.155044723	0.494555525
YDL127W	-0.43463084	0.009441978
YDR486C	0.131218991	0.495450493
YGR203W	-0.076551951	0.772735584
YMR241W	-0.161055044	0.127661863
YNL296W		
YDR108W	0.064207275	0.773135713
YKL178C	-0.229854177	0.010850636
tP(UGG)O2		
YLR250W	0.077586898	0.734786312
YJR056C	0.140235407	0.34832971
YLL055W	0.188336593	0.140522438
snR13	0.04781049	0.946888331
YOR377W	0.079865787	0.60754424
YCL068C		
YOR029W	-0.182922947	0.90621277
YIL159W	0.063290256	0.803312719
tP(UGG)N2	0.473333986	0.801639773
YHR011W	-0.244793115	0.092054336
YML022W	0.100559704	0.532885616
YCR038C	-0.354706291	0.019019012
YDL122W	0.032922471	0.80771278
YDR365C	0.168117162	0.079690433
YLR412C-A	1.056387578	0.435684555
YMR304W	-0.04439989	0.787473525
YOL164W-A	-0.785969747	0.059619579
YOR006C	0.050986986	0.767734104
YJL090C	0.108029153	0.53096009
YMR063W	-0.287554553	0.233073523
YJL209W	-0.005666694	0.977961066
YGL093W	-0.048819069	0.773368257
YMR011W	0.602495646	4.08e-14
YDR181C	0.086753971	0.576398312
YMR151W	-0.249825786	0.525243516
snR73	0.393868472	0.597363593
YOR211C	-0.109843025	0.444029449
YIL156W-A	0.178551912	0.902753074
YPL039W	0.148815551	0.271668457
YCR091W	-0.004190497	0.982822043
YLR261C	0.059983252	0.912442519
YNR003C	0.165189713	0.179564345
YDR451C	0.048818818	0.848062587
YOL086W-A	0.080100057	0.774965883
YBL106C	-0.034946237	0.893340011
Q0050		
YNL277W-A	-0.476679187	0.444795779
YDL159W-A	0.820362139	
YDL195W	-0.115748364	0.494555525
YOR241W	0.059850256	0.687621231
tE(UUC)E2	-0.622310381	
YGR189C	-0.161043291	0.065586711
YJL087C	-0.108342643	0.413371419
YJL026C-A		
YMR112C	0.139605495	0.601771588
YKL167C	0.067072631	0.784648763
YBR275C	-0.025038855	0.903957013
YER087C-B	0.058314295	0.83287216
YOR134W	0.667445451	2.41e-06
YFL034C-A	0.020823283	0.943182038
YLR002C	0.07473526	0.587095566
YPL279C	-0.279652431	0.603621965
YOR050C	-0.119196601	0.732914046
YKR015C	-0.425404558	0.007699001
YER094C	0.053497255	0.795482895
YOL155W-A		
YBR131W	-0.248463897	0.170060948
YGR078C	0.066724662	0.762127808
YCL031C	0.07498062	0.682308343
YFL007W	0.039652827	0.770194858
YHR003C	0.005362896	0.976880499
YPL245W	-0.177680944	0.193393205
YMR282C	-0.079276652	0.550511031
YGR237C	-0.332999968	0.001171367
YHL023C	-0.167294619	0.300087122
YGR211W	-0.172930405	0.178721362
YOR280C	0.04695915	0.798998434
YKL044W	0.306118596	0.646496017
YMR099C	-0.063030082	0.698874927
YER048W-A	0.141168977	0.542696236
YNL031C	0.02767019	0.936946575
tR(CCG)L	0.099028593	
YLR170C	0.18189289	0.677472842
YKR059W	-0.015816633	0.961551089
YOR390W	-0.00406502	0.99439665
YKL162C	-0.170035199	0.315658779
YKL165C-A	0.430761275	0.718233507
YLR252W	0.071326174	0.801849444
YJR107W	-0.120526101	0.379563289
YJL133W	-0.044127414	0.810923001
YNL052W	-0.258645275	0.061272847
YIL158W	0.184460402	0.200167167
YGR095C	0.168277699	0.158926371
YGL225W	-0.035058434	0.83510275
YCL018W	0.099028593	
YGL170C	0.380206816	0.16412255
YPL102C	-0.851527828	
tV(AAC)O	1.319290062	0.511695432
YPL108W	0.220883493	0.221680282
YNL216W	-0.020357833	0.919046841
YOL028C	-0.336376492	0.058163407
YAL033W	0.14493321	0.429170887
YDL058W	0.042478076	0.768107749
YPR174C	-0.100369729	0.762127808
YJL101C	-0.096102578	0.626814222
YBR030W	-0.471572008	0.001066285
YPR143W	0.133250249	0.540952218
YKL107W	0.101622907	0.820012926
YNL092W	-0.194616657	0.430871167
YOR248W	0.149481549	0.808403088
YBR083W	-0.192438178	0.134040978
YOR314W	-1.311278926	9.08e-06
YHL034W-A	0.046199848	0.928975951
YPL189W	0.039017246	0.911553421
YPL086C	0.013167875	0.935049991
YLR296W	-1.652282352	0.000184625
YOR210W	0.115989398	0.742611294
YHR016C	-0.049997008	0.812873943
YOR041C	0.122705027	0.948719139
YOR316C	-0.10471362	0.547533372
YJR119C	0.037730211	0.883636314
YPL143W	0.090624427	0.916404379
YOR149C	-0.071033698	0.78512545
tI(AAU)G	0.748362135	
YMR135C	-0.108130356	0.421761891
YHL039W	-0.024277493	0.896825207
YPL168W	0.101358727	0.416523359
YOR278W	0.060880685	0.729968894
YOR011W	-0.000325248	0.998672838
YGR083C	-0.005310045	0.980192657
YBR020W	0.082040513	0.78512545
YIL132C	0.009598348	0.982887024
YDL166C	0.105709458	0.603672715
YOL020W	0.042406872	0.78512545
YPL077C	-0.076186818	0.75460091
YJL023C	0.194121417	0.125565458
YOR224C	-0.005163475	0.984477947
YNL037C	0.080131635	0.709962455
YCL034W	-0.043454298	0.804442465
YLR007W	0.213546035	0.052323382
YGL031C	0.08651334	0.873604888
YGR255C	0.004342478	0.982511073
YJL016W	-0.196625812	0.248117914
YBR037C	-0.092145113	0.587372641
YJR118C	0.074654759	0.768619503
YDL047W	-0.070438314	0.692970996
YBR077C	0.147624537	0.335376192
YDR098C-B	1.473452613	0.216459648
tV(AAC)G1	1.350321745	0.542696236
YDL031W	0.105236049	0.327880067
YMR006C	0.305161521	0.003529587
tM(CAU)J1	1.520413094	
YKR093W	-0.397774156	0.002374141
YNL144C	-0.023486167	0.880717148
YJR156C	0.0884635	0.856099616
YGR121C	-0.317068657	0.083901553
YJL047C	-0.02103042	0.891809884
YOL070C	-0.069726613	0.603672715
YNL305C	-0.119088741	0.501861243
YGR220C	-0.018317974	0.941167788
YHR150W	0.038237092	0.859171843
YKL012W	-0.05988111	0.663544664
tF(GAA)D	0.81873958	0.741547675
YKR069W	-0.173854493	0.37881286
YFR047C	0.069788391	0.664224696
tM(CAU)O2	0.807954044	0.757281719
YNL274C	-0.116521095	0.532885616
YJR009C	-0.003859128	0.988106983
YDR222W	0.034936771	0.844466
YDL066W	-0.305174914	2.95e-05
YDR411C	0.010409858	0.958335214
YJL173C	0.094069092	0.732229354
snR48	0.553848083	0.587372641
YMR018W	0.600929994	0.007480251
YJL035C	0.016943925	0.946888331
YNL245C	-0.140029961	0.555938252
YKL154W	0.104192287	0.517375339
YOL013C	-0.091083098	0.468007784
YDR462W	0.142752329	0.421761891
YGR232W	0.059771114	0.763681161
YDL087C	-0.196645138	0.408245187
YOL135C	0.134547599	0.597198078
YDL142C	0.040439985	0.82525324
tS(AGA)H	-0.607508034	
YKL204W	-0.037487527	0.886925771
YDL098C	0.030667279	0.909560937
YHL022C	0.211756219	0.30412966
YOR171C	-0.286108597	0.02362742
tS(GCU)O	0.820362139	
YPR162C	-0.120826999	0.495450493
YGR131W	0.531837407	0.002547308
YJL131C	0.017340074	0.92299026
YGL131C	-0.109946765	0.301506035
YDR028C	-0.053497129	0.661389331
