	log2FC	FDR
Q0250		
YJR158W	-0.622310381	
YJL058C	-0.218584428	0.193393205
YJL064W	0.003918891	0.998672838
YDR207C	-0.133187812	0.485042249
YNR008W	-0.242657552	0.086953421
YMR212C	0.164837211	0.041072901
tM(CAU)P	0.680225678	0.7953751
YOR034C-A	0.095775906	0.839748823
YNL172W	-0.138295365	0.48035215
YKL072W	0.40627553	0.00034048
YLR262C-A	0.044746779	0.911553421
YGR035W-A	0.239102464	0.323746673
YDL183C	-0.077300697	0.715463425
YNL023C	0.042698901	0.823615001
YKL106C-A	-0.374224677	
YJL065C	0.0450379	0.89621652
YOR319W	0.218198165	0.080633595
YGR064W	-0.251082156	0.73695246
YKL043W	0.287927103	0.127517922
YDR213W	-0.068300797	0.736964117
YBL067C	-0.034180105	0.818775653
YGL006W-A	-0.353809456	
snR47	0.219153546	0.742611294
snR189	0.086982595	0.910082925
YOR003W	0.193987634	0.150043463
YDR313C	0.079061847	0.61941551
YBR221W-A	-0.028469387	0.975735599
YLR157C-C		
YCL005W-A	0.118038189	0.755321166
YKL131W	-0.152265068	0.909560937
YML054C	0.295829277	0.003410892
Q0010		
YGR024C	0.192071791	0.138189933
YNR041C	-0.339656839	0.03612374
YKL111C	0.147074335	0.801749217
YGL002W	0.065571737	0.717295586
YJR049C	-0.058863744	0.689277419
YDR545W		
YOR136W	0.056615805	0.781765282
YKR075W-A		
YFL041W	-0.028919928	0.861010951
YBR295W	0.308853837	0.022213456
YBL005W-B	0.389947441	0.26723851
tQ(CUG)M	-0.622310381	
YOR041C	0.122705027	0.948719139
YER007C-A	0.068214328	0.761768915
YOR157C	-0.156068005	0.202696991
YLR276C	0.127485727	0.211444064
YNL085W	-0.080630368	0.525243516
YHR001W	-0.066933983	0.633627076
YER175C	-0.069117469	0.719913947
YPR167C	0.010006929	0.967959996
YOR386W	0.001241614	0.995230518
tR(UCU)E		
YJR142W	0.098678526	0.567139239
YGR136W	-0.140734379	0.511695432
YBR101C	0.065799021	0.699543003
YPR116W	-0.370417501	0.078633809
YPR085C	-0.061861897	0.75460091
YDR256C	0.237579223	0.413879944
YGL216W	-0.013470119	0.95842574
YPL176C	-0.083054914	0.641699985
YML052W	0.005993195	0.973076714
YIL169C	0.120632282	0.220817962
YOR030W	-0.102226454	0.566327625
YCL058C	-0.177946618	0.559026031
YAL033W	0.14493321	0.429170887
tR(UCU)B	1.820761602	
YPL256C	-0.699769738	1.04e-05
YOL065C	0.032648443	0.854065031
YLR092W	-0.306348019	0.002851576
YDR417C	-0.027878703	0.982511073
YLR186W	-0.044204668	0.811936997
YCL058W-A		
snR76	-0.036564104	0.942777137
YMR071C	0.153026965	0.401999903
YML122C	0.048410347	0.927022124
YPL038W	0.15453529	0.436669971
YLR207W	-0.139943906	0.246269922
YLR091W	0.001940192	0.994051985
YMR031C	0.043733131	0.745077466
YGR251W	0.242148087	0.081324605
YHR039C-A	0.15781463	0.669526188
YOR334W	-0.250876854	0.234504438
YJL109C	-0.044992898	0.82525324
YPR134W	0.168790199	0.160070934
YHR210C	0.456255628	0.033937265
YLR303W	8.664318759	4.65e-60
YBR255W	-0.116585401	0.383901914
tY(GUA)F2	0.83977524	
tE(UUC)Q		
YLR312W-A	0.066252731	0.737576452
tR(ACG)K	-1.172414521	
YLR424W	-0.071185523	0.73611333
YKL115C	0.202899551	0.684867799
YPR120C	-0.038652722	0.891156258
YER005W	-0.125012058	0.271707671
YJR064W	-0.110699659	0.300043723
YDR406W	0.29917417	0.443108472
YBR204C	-0.161758712	0.33291808
YNL312W	0.054584153	0.754110962
YGR034W	0.073112552	0.840664233
YMR305C	-0.1525522	0.230857768
YDR101C	-0.031429418	0.843034489
YML023C	-0.05173168	0.785739855
YGR252W	0.05958581	0.667352127
YLR264W	-0.164934403	0.609610324
YGR022C	-0.270653692	0.817578131
YGR141W	0.125694577	0.439971635
YJL002C	-0.024872911	0.884567005
YBL015W	-0.991383197	2.23e-44
YEL032C-A		
YGR159C	0.010221013	0.963794965
YGR204W	0.02699572	0.890318831
YOR298C-A	0.089802166	0.78512545
YLR270W	-0.003137144	0.988106983
YMR296C	-0.259721399	0.060725783
YLL054C	0.063727406	0.714908575
YEL015W	-0.060061719	0.640670985
tG(GCC)O1	-1.368877544	
YNL163C	0.00508489	0.976880499
YGR097W	-0.157190541	0.275336408
YNL334C	-0.277409096	0.651065812
YLR292C	0.018624612	0.933594759
YPR158W-B	0.276732051	0.879032362
YML117W	-0.152706539	0.067612622
YER093C	-0.014529834	0.943512563
YLR065C	0.104605195	0.577341351
YOR161W-B		
YCR101C	-0.138958823	0.766841897
YOR383C	0.805811921	3.44e-14
YBR138C	0.052746973	0.801591718
YLR061W	0.001555726	0.999046763
