	log2FC	FDR
YKL145W-A		
YPR102C	0.080818566	0.834087045
tT(AGU)H	-0.090167714	0.963204521
YKL009W	0.03021973	0.887947185
YPL190C	-0.009351286	0.965518571
YML022W	0.100559704	0.532885616
YDR038C	-0.229330893	0.421761891
YPR030W	-0.130554693	0.163515313
YMR068W	-0.346102336	0.039053288
YAR014C	0.001378481	0.99439665
YBR033W	-0.722402118	4.62e-25
YPL049C	-0.140474714	0.250906608
YIL099W	-0.157172434	0.705096836
YDL111C	-0.162580677	0.350381654
YOR183W	0.110857529	0.943083059
YMR212C	0.164837211	0.041072901
YER018C	0.172993107	0.329998785
YHL047C	0.448533762	8.36e-06
YLR302C	2.597805104	
YOR082C	-0.928650803	0.603621965
YJR060W	-0.26387227	0.101924122
YDR218C	1.35675129	1.17e-09
YBR109W-A	-0.172712711	0.820193077
YPL148C	0.218379404	0.191682972
YOR108C-A		
YKL141W	-0.059527313	0.762966412
YDR399W	0.191124396	0.193393205
YOL011W	-0.543339156	9.93e-07
YHR083W	-0.217989095	0.072556079
YHR018C	-0.328508492	0.000281308
YPL203W	-0.0145794	0.934155759
YMR181C	-0.064935057	0.736710346
YDL063C	0.054959956	0.776769353
YGL250W	0.036571637	0.856099616
YGR008C	0.06449113	0.883052502
YDL114W	-0.626107185	0.133128127
YLL065W		
YIL125W	-0.560505606	7.15e-26
YLL006W	-0.28890653	0.035651785
YOR251C	0.019543689	0.910082925
YJR013W	0.136050399	0.290636138
YMR109W	-0.107710114	0.514262747
YBR162W-A	0.036720726	0.92241553
YIL177C		
YLL042C	0.255228463	0.171645499
YOR101W	0.18486998	0.070842377
YJL011C	0.074657403	0.7543616
YGL252C	-0.037408002	0.789218697
YLR286C	-0.031210649	0.798462887
YER023W	0.072083886	0.659008408
YKL068W-A	0.273632352	0.193393205
YDR080W	0.115223652	0.398154438
YMR315W	-0.151304787	0.154063154
tH(GUG)Q		
RNA170	0.256670451	0.719487362
YDL076C	0.062903683	0.701150011
YNL327W	-0.036398566	0.771472109
YGR102C	0.029435264	0.891809884
YAL067W-A	0.820362139	
YGL044C	0.024102145	0.904783734
YLR431C	0.102049358	0.637049415
YGR094W	-0.067263796	0.481886421
YIR025W	-0.188560421	0.334048471
YDR209C	-0.048707038	0.881651687
YDR182W	-0.14660235	0.22717056
YHR154W	0.006386695	0.985299206
YNR018W	-0.22095315	0.061726944
YMR040W	-0.013987466	0.959233164
YDL091C	0.127886523	0.28143246
YEL001C	0.122998552	0.343054058
YFL021W	-0.369227502	0.129669034
YDR171W	0.004978704	0.982745701
tA(AGC)P	0.123827908	0.958335214
YOL001W	0.213034538	0.085399544
YAR070C	0.894232871	
YPR019W	-0.154576581	0.288249845
YLR444C	0.138564678	0.834087045
YGL194C-A	-0.046229182	0.899855388
YGR204C-A	0.251310287	0.736121091
YNL134C	-0.465125634	1.21e-08
Q0075		
YBR293W	0.129972041	0.344082703
YDL172C	0.021329807	0.980793909
YCL017C	-0.190141901	0.103140183
YMR270C	0.139758867	0.188910839
snR35	0.137867387	0.769578134
YPR065W	-0.066792106	0.749080461
YPL221W	-0.425066888	5.6e-07
YCR047W-A		
YBR224W	-0.692465821	0.78512545
YGL188C	-0.252737677	0.389533419
