	log2fc	p-adj
IFA38	0.080428258	0.397345025
TRP4	0.329946485	0.035706347
RFA2	0.16278575	0.002245052
YLR001C	0.219710253	0.066928825
RDS2	0.002380371	0.959852112
SUC2	0.991661667	3e-05
CWC25	0.281222113	0.099493734
BST1	0.063582347	0.588486646
YJR111C	0.26357821	0.112111295
YDR061W	-0.016305148	0.893202554
GAC1	-0.394842264	0.003491278
MPD1	-0.016495963	0.756066406
SUT1	1.320180003	0.000283974
MNT2	-0.281565123	0.032082764
IRR1	0.393644585	1.02e-05
IRC25	-0.151559834	0.403784819
YNL155W	-0.137348774	0.040499662
RCN2	0.017227971	0.697284394
HCS1	0.113478195	0.068777308
ATP4	-2.222981918	0.000347343
CDC73	-0.136430459	0.084464616
RKI1	-0.504043485	0.001903291
SPS100	4.212849039	0.00432867
DYS1	0.006159637	0.968422433
GTS1	0.00255776	0.957890033
NIT3	0.368641645	0.151100296
VHS1	-0.508159668	0.007075395
MYO5	0.043575984	0.619351149
LYP1	-0.114744805	0.169222812
DYN3	0.09070683	0.171739413
NNT1	0.237989433	0.000912637
ULP1	0.221872639	2.97e-05
ERP4	0.280373547	0.007759935
SOG2	0.102816853	0.125596703
EGD1	0.087239815	0.66175986
YTH1	-0.110637327	0.820048793
AIM11	-0.707080769	2.29e-06
RPA135	-0.0619103	0.164438357
RRI1	0.202418906	0.065274083
YML108W	-0.240490523	0.057765516
ARO9	-0.334538747	0.00051582
STI1	0.053321163	0.227279286
SYN8	-0.000872817	0.997359708
ATP15	-1.296223626	0.000410045
SSZ1	0.003020071	0.94087287
AGP2	0.195524748	0.051248932
SAS3	0.285969654	0.000416658
TRM5	0.049949695	0.161631657
YMR181C	-0.225925093	0.177552901
YLR352W	0.382615268	0.009639589
HAT2	0.126092601	0.230578586
YDL085C-A	0.085133165	0.410511022
YHR192W	0.350116553	0.014014984
RPB7	0.006707245	0.916270047
BSD2	-0.028723422	0.704241357
RAD3	0.315402086	0.004585278
AKL1	0.085165281	0.080565817
TRM44	0.380146255	0.024380088
TYE7	-0.072874325	0.222003208
RTS1	-0.079939317	0.351083267
YNG1	0.089088709	0.500702994
SAY1	0.033741139	0.605357708
YAT2	1.096609782	2.69e-05
PPZ1	-0.122563126	0.13117177
UTP21	-0.037302733	0.393211792
HSL1	-0.234583082	0.048445158
YHR214C-B	0.090271508	0.35900552
HRR25	-0.004431208	0.965329254
RVS161	-0.096389927	0.090234879
ERJ5	0.094799567	0.438594011
RME1	0.053469734	0.648710458
HRK1	-0.071885841	0.218304928
MSS51	-1.348940935	1.94e-06
SCT1	0.222712335	0.071241934
PHO91	-0.193375518	0.035332741
ART10	0.327957075	0.005046212
CKB2	0.055235194	0.449600799
TMA20	0.011639651	0.907251761
JNM1	0.186309481	0.144297709
SKT5	-0.07500649	0.255382718
MSS18	-0.835880987	0.000232934
YBR085C-A	0.327175453	0.007906034
HLJ1	0.189219049	0.120079629
YMR155W	0.330021256	0.018345128
SLD3	0.697743311	0.031307123
GDH2	0.9375115	2.35e-05
GLR1	-0.059537236	0.478417297
RPS27B	-0.513143003	0.448402354
PKH3	0.14055637	0.071335873
CRC1	1.476945632	0.003689859
RPL11B	-0.267498314	0.186309835
