	log2FC	FDR
YDL194W	-0.123865109	0.253342938
YOR285W	0.101739454	0.642136504
YGL226C-A	0.134347336	0.538187889
YBR184W	0.145243572	0.547533372
tG(GCC)F1	0.820362139	
YGL014W	0.025211332	0.891809884
YOL095C	-0.276426255	0.106978977
YDR329C	0.079062309	0.525134547
YMR187C	-0.098841496	0.65579081
YAL046C	-0.189089017	0.328988015
YKL025C	-0.159135867	0.364556505
YOR334W	-0.250876854	0.234504438
YLR059C	-0.136259719	0.555938252
YDL060W	-0.105689864	0.411676728
YKL157W	-0.148312191	0.063126337
YLR363W-A	0.151247087	0.559026031
YDR205W	-0.181716849	0.215980728
YNL228W	0.211640191	0.70021279
YPL066W	-0.196980232	0.070379404
YOR116C	-0.027570725	0.867925846
YDL230W	-0.18144378	0.202389341
YML056C	-0.160979184	0.139993567
YML011C	0.105462973	0.535487256
YFR044C	-0.099387695	0.377361704
YNL302C	0.088579012	0.788072527
YGR087C	1.836567434	2.29e-11
tV(AAC)G1	1.350321745	0.542696236
YAR035W	1.015783911	4.06e-05
YER062C	-0.217047239	0.217812021
YNL217W	-0.2278802	0.014022394
YMR011W	0.602495646	4.08e-14
YHR006W	-0.024106462	0.891809884
YEL004W	0.090985257	0.663008831
YDR195W	-0.147936038	0.301986982
YBR162C	0.015828934	0.901990316
YAL008W	0.079040142	0.681951722
YGL223C	0.114730428	0.431690639
YGR137W	-0.173005403	0.646720409
YPL115C	-0.197883874	0.041797558
snR63	0.174025906	0.673542135
YJR115W	0.288845624	0.213239619
YDL125C	0.040881447	0.818775653
YPL111W	-0.171160717	0.226576359
YHR107C	-0.222291884	0.042787988
YDR272W	0.05835736	0.772735584
YML119W	-0.102349454	0.458603912
YHR030C	-0.363664566	1.51e-05
tL(UAA)B1	-1.242792375	
YGR217W	-0.287895943	0.033283194
YKL021C	0.023059637	0.893718509
YDR088C	-0.029135885	0.867044748
YAL044W-A	0.078046524	0.833479002
YLR065C	0.104605195	0.577341351
YDL098C	0.030667279	0.909560937
YOL123W	-0.008184693	0.963090264
YAL031C	-0.272390278	0.011583632
YJL054W	0.042783041	0.756370267
YJR150C	1.080433243	0.002215029
YOL017W	0.014843982	0.955399393
YHL039W	-0.024277493	0.896825207
YGL098W	-0.002372133	0.991839999
YGR152C	0.060212093	0.789218697
YNR045W	-0.105037811	0.353883622
YPL103C	-0.222429484	0.093503604
YLR035C-A	0.570253593	0.802950389
YDR152W	0.026563623	0.902689415
YPL219W	-0.200806391	0.087661689
YPR158C-C		
YGL222C	-0.086960736	0.727078309
YLR139C	-0.239648362	0.398584734
tI(AAU)B		
YDR210C-C		
YPR086W	0.160954143	0.145140998
YGR015C	-0.267145521	0.19808758
YEL028W	0.403293654	0.001560281
YOL106W	-0.406018904	0.503997311
YKL027W	-0.178551473	0.28837574
YGL014C-A		
YPL078C	-0.118116245	0.597065425
YBL005W-A		
YPR120C	-0.038652722	0.891156258
YCR076C	0.083729483	0.643911893
YMR030W-A	-0.518125655	0.469926413
tP(UGG)H		
snR24	0.362687365	0.521333611
YOL033W	-0.065621005	0.700408766
YPR123C	-0.128608675	0.843802687
YOR293C-A	0.147438571	0.867691002
YMR114C	0.094210282	0.540855619
YLR350W	-0.069947448	0.663941596
YOR134W	0.667445451	2.41e-06
YNL255C	0.099139813	0.787190635
YJR139C	0.102382871	0.335715156
YGL030W	0.100020769	0.782024766
YFL024C	-0.261518393	0.013991149
YLR414C	-0.031405279	0.845222236
YBL042C	-0.057377077	0.768804002
YDL095W	-0.052148636	0.734530312
YLL021W	-0.074036555	0.735167994
tF(GAA)B	1.801574109	
YDL115C	0.10161195	0.451611397
YBR089C-A	0.118393265	0.717809387
YDR030C	-0.047142664	0.807223573
YDR202C	0.151037902	0.260303236
YDR238C	-0.131589387	0.202696991
YBR168W	0.13035722	0.378082314
YBL108C-A		
YOR358W	-0.162968577	0.385973238
YKL035W	0.012163417	0.948573847
YJL104W	0.120145909	0.61979819
YAL028W	0.239224134	0.405874761
YMR185W	0.240275778	0.016829097
YEL050W-A	-0.008987154	0.985726201
YML049C	-0.24303666	0.053869393
YMR228W	0.020252117	0.916515418
YBR109C	0.074666133	0.789218697
YBL039W-B	0.171375859	0.491978917
YGL043W	0.098923998	0.525243516
YCR046C	-0.030142448	0.893220204
YNL197C	-0.241326016	0.062076245
YMR140W	-0.168029948	0.336054544
YLR223C	-0.113487335	0.565677373
YLR038C	-0.046438714	0.87774565
YLR410W-B	-0.384044299	0.597363593
YPL099C	0.034105893	0.861731878
YOL057W	-0.224368621	0.054416815
YOR008W-B	0.478366285	0.689277419
YPL079W	0.081594211	0.820689458
YDL111C	-0.162580677	0.350381654
YHR167W	0.202295628	0.413371419
YNL096C	0.042764998	0.846788572
YMR105C	0.085649649	0.588425412
YBL107C	0.113208341	0.597729272
YDR335W	-0.054190194	0.668093901
YLR263W	-0.257403932	0.129594796
tN(GUU)N1	1.542699805	0.103818478
YPR065W	-0.066792106	0.749080461
YMR294W-A	0.08344707	0.833606142
YPL026C	-0.526711827	0.000174558
YJR025C	0.103799554	0.575490678
YKL141W	-0.059527313	0.762966412
YBR034C	0.089611678	0.558170087
YLR010C	0.364969323	0.020950921
YDR158W	-0.144212012	0.228129127
YIL171W	0.225944698	0.804745575
YDR307W	0.032048703	0.833440478
YOR301W	-0.177774312	0.415477458
YIL041W	-0.096656836	0.535544446
YPL102C	-0.851527828	
YOR147W	-0.220413916	0.020468952
YOR133W	-0.152421718	0.522702716
YER006C-A	0.062690961	0.946904354
YBL113C	0.115433706	0.803312719
YOR196C	-0.024040082	0.885560796
YCL031C	0.07498062	0.682308343
YBR082C	0.028454387	0.898080599
YLR114C	-0.085724435	0.512262352
YCL050C	0.16085035	0.126053352
YDR069C	-0.12001695	0.34832971
YGR161C-D	0.173859434	0.820689458
YHR180C-B		
YPL154C	-0.014642369	0.921518571
YOR304C-A	0.039357318	0.910082925
YPL243W	0.11011759	0.167491074
YKL100C	-0.053270141	0.728034576
YLR087C	-0.062456895	0.680099284
YMR143W	0.076399607	0.825273004
YLR428C	-0.884424184	0.606085361
YLL029W	0.049732341	0.737576452
YKL065C	0.116095446	0.646726608
YIL100W	-0.690931899	0.630608391
YLR189C	0.018022938	0.893853006
YMR295C	0.054959449	0.808472961
YPL253C	-0.089893033	0.782413554
YML111W	-0.26509683	0.045590425
YJR012C	0.155044723	0.494555525
YCR045W-A		
YLR102C	0.187448096	0.160753112
tK(CUU)D2		
YAL034W-A	0.044768821	0.835875712
YJL148W	0.149838788	0.318311606
