	log2FC	FDR
tY(GUA)O	-0.650640604	
YNL051W	-0.081164927	0.570583076
snR66	0.119485512	0.877803601
YIR023C-A	0.100532088	0.885716537
YEL017W	-0.004080798	0.988106983
YDR144C	-0.095014505	0.684508634
YDR201W	0.059646322	0.789157796
YCL020W		
YPL071C	0.035074172	0.875971749
YHL020C	-0.131006941	0.458603912
YCR065W	-0.370525398	0.147379286
tT(AGU)N1	1.391558523	0.241793753
YMR120C	0.343705148	3.85e-05
YPL148C	0.218379404	0.191682972
YDL189W	-0.085549428	0.604585262
YPL143W	0.090624427	0.916404379
YAL034W-A	0.044768821	0.835875712
YLR207W	-0.139943906	0.246269922
YIL118W	0.131450551	0.409576736
YLR318W	0.145612383	0.333783067
YKL138C	-0.003636404	0.989634308
YPR016C	0.092025103	0.525243516
YLR182W	-0.024957598	0.893403372
YMR079W	-0.106289701	0.520516077
YCL017C	-0.190141901	0.103140183
YLR368W	-0.050763288	0.770646877
YFL036W	-0.075461877	0.543215245
YCR075W-A	0.031856381	0.931815236
YKL072W	0.40627553	0.00034048
YCR024C	-0.149799289	0.398644516
YOR189W	0.085399675	0.810975285
YNL096C	0.042764998	0.846788572
YBR131W	-0.248463897	0.170060948
YAR023C	0.177409252	0.364556505
YBL005W-B	0.389947441	0.26723851
YGL171W	-0.010066524	0.958335214
YPR023C	-0.135784442	0.230193599
YDR231C	-0.036974931	0.890318831
YKL115C	0.202899551	0.684867799
YKL061W	0.118236665	0.746197977
YPL092W	0.062312896	0.709086862
YDR421W	-0.174680315	0.18108525
YNR019W	-0.228017896	0.085749084
YLR257W	-0.01348543	0.964603942
YDL115C	0.10161195	0.451611397
YDR524C-B	0.046816118	0.893523644
YDR042C	0.042905261	0.921702342
YHR205W	-0.093945588	0.620141073
YOR251C	0.019543689	0.910082925
YNL172W	-0.138295365	0.48035215
YJL085W	0.1188965	0.361545413
YCR010C	0.992745768	1.37e-05
YNL239W	-0.07105135	0.720748947
YDR389W	-0.194717039	0.283620714
YLR410W-B	-0.384044299	0.597363593
YHL005C	0.057335119	0.965518571
YPR015C	0.586528347	0.001816257
YBL072C	0.095553165	0.819875001
YNL245C	-0.140029961	0.555938252
YDL070W	0.102499617	0.336054544
YDR445C	-0.196493249	0.812890933
YBL039C-A		
YGL060W	-0.1529949	0.375121276
YGR186W	-0.074598136	0.535487256
YOR132W	-0.22187082	0.040191267
YEL026W	0.070010498	0.713508678
YOL009C	0.140129236	0.341538926
YLR097C	0.123646214	0.411676728
YHR021C	0.077315512	0.817578131
YOR023C	0.01790891	0.955431495
YNL321W	-0.065139762	0.793278999
YPL243W	0.11011759	0.167491074
YJR068W	0.083112386	0.540952218
snR35	0.137867387	0.769578134
YKL106C-A	-0.374224677	
YKL179C	0.022443185	0.873608566
YKR003W	0.076015617	0.549639139
YNL097W-A		
YKL023C-A	0.057262298	0.881116791
YGL070C	0.07229145	0.782082
YGR075C	0.036145992	0.866849844
YLR347W-A		
YLR006C	-0.270999766	0.126053352
YKR042W	0.03399129	0.807662543
YFL061W	-0.865469697	0.402473435
YKL036C	0.054025239	0.954221138
YAL031W-A	-0.303250825	0.575490678
YHL015W-A	-0.017418498	0.981551234
YBL052C	-0.007028091	0.977961066
YDL098C	0.030667279	0.909560937
YCR082W	0.06495701	0.813822794
YFL029C	-0.180927895	0.124522613
YLR161W		
