	log2fc	p-adj
DOM34	-0.022270739	0.826169212
TRX3	-0.166085164	0.323971391
YHR003C	0.053737817	0.175442413
SSU72	0.081494566	0.40016637
YJL206C	0.515922181	0.000361389
YCF1	0.170550216	0.026562635
TFC6	0.433920049	0.360357704
EFR3	0.061198842	0.07455585
ENO1	0.543775288	0.000445117
AIM17	0.495389043	0.014414398
PKP2	-0.7215758	2.41e-06
RPL32	-0.375084215	0.043704543
ERP4	0.280373547	0.007759935
LAS1	0.308631561	0.003744127
YOR289W	0.662076309	3.51e-05
SPT7	0.119692655	0.046379493
HHT1	0.044486953	0.809743266
PEX3	0.297518147	0.001533087
CDC10	-0.04691437	0.371734029
ASI3	0.346841152	0.078868322
RPS25A	-0.652800256	0.147929954
ATP2	-1.301170159	0.006980745
RIM21	-0.1353395	0.23438964
RPC17	-0.027530933	0.817074275
MAG1	0.583394286	0.002297533
PEX7	-0.011196373	0.871496514
SGT1	0.268917259	0.010349116
PRP22	-0.096807274	0.183918683
LYS14	0.205029292	0.014861752
TPI1	0.238320203	0.408392415
RSC1	0.02560931	0.694844041
GIM4	0.030174635	0.830142468
PHO23	0.253992103	0.136499317
FRK1	-0.344198592	0.00667367
PRE7	-0.122322078	0.394177475
RTG2	0.068172758	0.325365434
MOT1	0.207247237	0.010043615
RUP1	0.056794128	0.748573867
GCR1	0.408229998	0.003823266
COQ3	-0.400958565	0.20028513
HSP30	-3.537814601	0.027455457
YKT6	0.00874698	0.80738295
PSK2	0.475914569	0.002168556
YDR286C	-1.487381834	0.011481609
CWC21	0.167031941	0.058594744
TEF2	-0.306224227	0.229263654
STE3	2.868452693	1.54e-05
YPK3	-0.21907195	0.007850643
DCN1	0.006179794	0.966263539
GLC8	-0.033813809	0.776117534
YOR021C	-0.020696852	0.784515872
ERP6	0.044724575	0.595397746
CWC25	0.281222113	0.099493734
SSD1	-0.00281673	0.929351955
TFC7	0.05327357	0.297325654
POC4	0.070352335	0.384719298
CKA1	0.052040783	0.650215479
BEM3	0.130477647	0.106634382
SWD1	0.281660757	0.000775573
SEN2	0.074663841	0.655006466
RNR3	1.048618958	0.006726528
YJU3	0.060865562	0.143976137
CRH1	-0.119837378	0.387387042
RTG3	0.265992956	0.017592306
TSC3	0.175190718	0.061572536
TGL4	0.257222778	0.018504739
MTD1	0.061234645	0.491282274
FRA2	-0.127900773	0.786563472
GCY1	0.041797022	0.547750384
TMS1	-0.067075813	0.475442563
MED6	0.12332149	0.12863571
COX5B	-0.766137469	0.002750148
QRI7	-0.684821643	9.31e-05
MDM32	0.149122274	0.113982238
YHC1	0.057799344	0.921161101
APN1	0.06165245	0.149101837
MRC1	0.1613187	0.077873312
GAA1	0.279235046	0.001095701
MDM31	-0.510388305	0.386604456
TID3	0.152884723	0.133239148
MCM22	0.263428217	0.093124887
NUP60	-0.028200579	0.8118177
MSS51	-1.348940935	1.94e-06
TMA108	-0.225732002	0.000582832
DAP1	0.252162598	0.010739139
RSM23	-1.328335651	8.89e-07
UBC12	-0.051136273	0.311886877
SEH1	-0.028538661	0.877055077
PLB1	-0.426038464	0.048389052
SLP1	0.172509123	0.628749646
UTP20	0.103862562	0.085835917
CLP1	0.063875266	0.652928714
SNT2	0.218639843	0.167329656
LDB16	0.198777221	0.100080788
YFL034W	0.08878157	0.205168523
TIM13	-0.32009302	0.047536586
SEC9	-0.038942312	0.588922486
YNR040W	-0.309009908	0.003242665
TAF10	0.035583011	0.753960237
PBP2	0.236351967	0.192935478
MSH3	-0.064024479	0.448995893
VMA6	0.044766139	0.782268888
AIM10	-0.720421165	9.38e-05
CDC45	0.21298321	0.000200135
YNL208W	0.528438073	0.005973472
GEM1	0.048722784	0.853593403
VPS34	0.211663726	0.001765938
RAD1	0.126790694	0.202634924
RPN14	0.3414637	0.000434544
RSA4	0.135046025	0.092589415
TMA64	-0.056780944	0.247669365
SMB1	0.090770991	0.163513314
RRP40	0.168511473	0.103043573
SIP3	0.228157451	0.005206946
CMC1	-1.103996594	3.69e-05
AVT3	-0.107180874	0.337234068
PIP2	0.202808692	0.061479727
YLR446W	0.150093139	0.269091536
STP3	0.41503077	0.035553179
BRE2	0.253135079	5.1e-06
AGE2	0.012563052	0.672325388
SIT4	0.002813863	0.989199705
RPS4B	-0.444799931	0.171676937
YPL066W	0.082152296	0.295508742
YOL073C	-0.03971087	0.6984518
SKY1	-0.173239417	0.048069874
SRP102	0.20041858	0.000274704
RKM2	0.424456615	0.002532983
YMR187C	0.063441177	0.724931743
VPS36	0.193616481	0.052309114
DSD1	0.067774229	0.428317937
BMH1	-0.107785064	0.342718928
YGL036W	-0.053793398	0.153156136
FHL1	0.202855859	0.047363799
PBP1	-0.132942606	0.226241403
MTR4	0.065605055	0.195431363
MED1	0.037856103	0.632580632
CNB1	0.073804542	0.596245952
LOT5	0.021070449	0.896309408
HAL1	-0.360034814	0.001020311
TAZ1	0.101393761	0.152556137
MTW1	0.231478845	0.207346143
TSC13	-0.060627115	0.696321498
SOF1	-0.074775336	0.296927759
SUR1	-0.095650937	0.080046388
RPS5	-0.322312846	0.298514812
MYO1	0.02011167	0.708430476
RAM1	0.204540683	0.015602537
MVD1	0.161670431	0.014571223
DIE2	0.281946409	0.004642348
YPR127W	0.149749886	0.00627636
BUD32	0.21990188	0.00314404
EFB1	-0.120282992	0.440155959
FMP46	0.455950256	0.008713988
ADH2	1.621291728	1.41e-07
COQ6	-0.42369912	1.34e-05
TAF7	0.14961534	0.127647791
RDS2	0.002380371	0.959852112
SCM3	0.039338855	0.641786854
HRI1	0.213373477	0.055804685
