	log2fc	p-adj
SPT15	0.133973159	0.034576018
SQS1	0.023551517	0.604858753
YDR348C	-0.042292039	0.659933256
GAA1	0.279235046	0.001095701
ARB1	-0.05741838	0.299091176
MRS2	0.175256102	0.507527735
SDC1	0.214326745	0.012107121
PBS2	-0.01753538	0.798840757
RPC25	-0.040488819	0.660383712
DCR2	0.048087165	0.567392821
RGA1	-0.034518074	0.683568948
GPH1	-0.103033903	0.076463401
TOM40	-0.087478368	0.34625661
IXR1	0.34919117	0.000143298
TPS3	0.050012245	0.548268229
ARG5,6	-0.937164377	3.86e-05
YPR174C	0.454167094	0.009597287
SEC6	0.175075936	0.049607168
SOL1	0.171549448	0.063967122
YSP1	0.287182946	0.012598121
AME1	0.37787903	0.017940531
ECM22	0.300230892	0.017166196
UTR2	-0.032487798	0.752959826
CDC26	-0.00150748	0.985948096
MFM1	-0.358100338	0.035235346
SKP1	0.130377053	0.001790517
MAD2	0.148551992	0.094324183
MBA1	-0.855859334	0.001644152
RDS3	-0.014039333	0.970961496
YFL034W	0.08878157	0.205168523
UBC9	-0.051427957	0.720353447
VOA1	-0.185734131	0.41100208
KHA1	-0.142413196	0.122952203
SWD3	0.106899727	0.090729088
TAD2	-0.073386392	0.555279658
AIM39	-0.133744062	0.094044289
RDR1	0.041789046	0.497527436
CUP9	-0.478192971	0.001188869
YDR506C	0.101090371	0.121989934
TSR2	0.077432924	0.47270964
YBT1	0.069918823	0.195802779
BDF1	0.214723498	0.03585045
YIP1	0.06310438	0.318237269
INP52	0.152352022	0.004620799
GPI2	-0.313020887	0.220972814
MBP1	0.19817135	0.045652534
GLG2	-0.88306069	1.2e-06
BNI5	0.063267324	0.303001852
SEC23	-0.052615918	0.546775104
PET122	-0.099766505	0.072262753
AIM10	-0.720421165	9.38e-05
YNL134C	-1.724985804	4.48e-05
SPC29	-5.16e-06	0.999966053
OCH1	-0.228733714	0.00787532
UGA3	0.178164422	0.142068213
MPA43	-0.240487146	0.008766926
GDB1	0.827897474	2.79e-05
RNT1	-0.11192164	0.063859795
CCA1	-0.108034346	0.012812216
MTQ1	-0.854462366	1.61e-05
ALF1	0.538802505	0.007975082
YCR087C-A	0.23117256	0.212370884
AIM22	-0.787677724	4.97e-06
KIN1	0.057068371	0.242794612
ERP5	0.236028585	0.122817394
CCT4	-0.195966792	0.032901338
MUP1	-0.044481193	0.67317117
SNF6	-0.048700336	0.299179853
NSE3	0.226673382	0.009790768
UTP5	-0.034486662	0.613060765
RUD3	-0.002035931	0.980243713
ARA2	0.744333218	8.41e-06
HXT5	2.350573408	0.001804026
CST6	0.242490103	0.059236453
YDR061W	-0.016305148	0.893202554
VHS1	-0.508159668	0.007075395
CDC10	-0.04691437	0.371734029
COQ10	-0.858692093	0.000536985
ROG1	0.726736198	0.005729773
GRE2	0.440730678	0.00031893
SRB5	0.106201089	0.138434716
IMP4	-0.006349131	0.895205903
YOL057W	-0.000248303	0.995744172
YPT11	0.256024023	0.000938489
SWP1	0.213811391	0.0945109
CIN5	-0.141164722	0.664187531
ZUO1	0.097242502	0.183016114
TAF8	0.084294242	0.282354171
AUR1	0.142998721	0.35710123
ALG2	0.215421407	0.007935263
TRS130	0.126180453	0.001927235
TAF7	0.14961534	0.127647791
SLS1	-0.757982664	0.000371201
TYW1	-0.48165562	0.000383112
TAF14	0.029658058	0.677240106
YKU70	0.127186581	0.327986546
RAS1	0.197859667	0.067895467
ISW2	0.277742426	0.005843218
TUB3	-0.057369047	0.67801351
SEC26	-0.037490216	0.470958444
RPC53	-0.123031798	0.174859571
ECM21	0.293028212	0.002969729
RIB1	-0.050823906	0.502358245
YGR125W	0.010504024	0.860941815
YML108W	-0.240490523	0.057765516
BNI1	0.158144019	0.000824588
RPS0A	-0.228598569	0.191959131
SET3	0.178055082	0.03267301
YEL1	0.399117703	0.001572408
ACC1	0.459938785	0.000153684
GUK1	0.043836841	0.208318563
SWC5	0.213454561	0.023568294
BUD17	0.496163832	0.003097076
SAG1	4.14535584	0.000845102
CKB1	-0.142588841	0.680633525
RRN5	0.318080777	0.015700988
ODC1	-1.924654697	0.000261338
YCK3	0.099304071	0.150234233
GRX4	-0.618114745	0.006179554
RPS17B	-0.406107885	0.136593488
SRP102	0.20041858	0.000274704
CIN4	-0.071159	0.864527608
YOL092W	0.007313752	0.917165744
STP4	-1.395013167	0.001525733
CPR3	-0.432615707	0.013630044
SIC1	0.395291589	0.028301864
ESBP6	0.085588151	0.433718818
FAT1	-0.017382463	0.742252034
ARE2	0.811962746	0.000548161
VMA11	0.179732221	0.084034606
PRP2	0.374524999	0.007538847
GCD14	-0.044269302	0.646568967
ALG1	0.251856059	0.168327086
