	log2fc	p-adj
RPP0	-0.389603343	0.195500739
SHR5	0.103781819	0.418371457
MAL33	0.678391683	0.051181311
HTZ1	0.207880389	0.039997264
PGM1	0.102393145	0.252834354
PUS9	0.072826699	0.087036551
HEH2	0.199497984	0.065477051
ARP5	0.141957712	0.008642914
DSS4	0.16892121	0.325768369
HST1	-0.138795239	0.222334921
RTS3	2.44310334	0.000174158
ALO1	-0.075176504	0.45010192
PET112	-0.932408783	2.59e-06
NSE4	0.332221658	0.040635454
DIS3	0.103732151	0.031141732
CYT2	-0.305775285	0.020868053
SPC24	0.173485663	0.170456246
NOP12	-0.141159829	0.044146402
RIB1	-0.050823906	0.502358245
RSP5	0.068599637	0.158505531
YMR185W	0.360239506	3.71e-05
SLT2	-0.274887202	0.064443659
SPC3	0.24285188	0.080792416
ALG13	0.109184779	0.192498553
CDC53	0.188814309	0.008543494
CHS6	0.176693278	0.341385604
GAA1	0.279235046	0.001095701
BET1	-0.012728969	0.886390045
SLU7	-0.038459806	0.633553868
VPH1	0.223880473	0.018468335
YKL027W	-0.006163609	0.894964097
IRC25	-0.151559834	0.403784819
LCB3	0.263106024	0.355045648
ARG3	0.644745251	0.042375184
DLD3	2.737650819	8.83e-06
DMA2	0.259680981	0.00353169
MET22	0.201152632	0.098469062
SCS3	0.221176578	0.008555158
LRS4	0.221583759	0.036952688
MSS2	-0.255332021	7.61e-08
PNS1	0.148949167	0.031793717
CIN1	0.328444511	0.001181241
YKL187C	1.867294569	0.010456142
CMC4	0.118742425	0.837294154
MTD1	0.061234645	0.491282274
NTG2	0.103491328	0.681001089
YOL159C	0.330239231	0.037508867
MRP13	-0.561610869	5.66e-05
PTC7	-0.310637671	0.01575189
MYO4	-0.015150416	0.715155494
SFH5	0.146687641	0.060611292
YDL063C	0.273471754	0.131237245
YPD1	-0.126801286	0.027849457
CHS3	-0.460799636	0.00076656
GPT2	0.674147977	0.000201938
TAT1	-0.289941712	0.002460849
TPM1	-0.167593973	0.159796912
PYC1	1.799249395	0.002713856
ART10	0.327957075	0.005046212
YGL041W-A	-0.824806622	0.00085325
OPY1	0.201648508	0.190495044
PRE1	0.071926906	0.382412687
ARG8	-0.296065676	0.005181769
RSM7	-0.859595949	2.08e-06
SRP101	0.142494353	0.074942999
RPS17B	-0.406107885	0.136593488
LAT1	-0.255287185	0.008705668
FTR1	-0.698358506	0.039942794
SNU71	0.152423208	0.004885877
YML131W	0.985757256	7.87e-05
KIP1	0.059871857	0.511699433
DIG2	0.015576707	0.964750075
SPO73	0.302432701	0.002203449
KIN28	0.02531522	0.584442383
PET54	-0.585470356	0.000552332
MPH1	0.261504963	0.001048456
SKI3	-0.151114405	0.010148301
SRL2	0.285679674	0.057995309
MNR2	0.017050114	0.834533892
OAF1	0.214126243	0.001002291
YHR131C	0.161071249	0.037308482
ADE3	0.486530525	0.001063866
CAB5	-0.002680694	0.961277431
MRPS35	-1.319190615	3.96e-05
GAS3	0.10142255	0.052555942
CTR9	0.088252975	0.064362471
YDR262W	0.190103417	0.010273317
SWC5	0.213454561	0.023568294
SLX5	0.026431629	0.534750679
YBL095W	-1.420486382	0.006188223
OPY2	0.161942605	0.416002323
BRR2	0.121305708	0.030011917
GCV3	-0.450772997	0.022805273
ARG81	0.151701911	0.293978374
SHE4	0.220883321	0.010671146
ERG13	-0.198521774	0.01725881
BRX1	0.020527434	0.806014784
ITR2	0.456491304	0.005932727
