	log2FC	FDR
YOL092W	0.046593119	0.797541078
YGL043W	0.098923998	0.525243516
snR35	0.137867387	0.769578134
YEL050C	-0.154115568	0.145405773
YML126C	-0.107592532	0.404043609
YDR085C	-0.108620101	0.512611771
YML132W		
YGR063C	0.063663279	0.853816613
YJL035C	0.016943925	0.946888331
YGL223C	0.114730428	0.431690639
YML059C	-0.233143283	0.114523733
YJL171C	-0.061314595	0.699995567
YDL030W	-0.065497228	0.729659549
YLR267W	0.292811075	0.051985407
YIR038C	-0.000301628	0.998881445
YHL033C	-0.000688233	0.997778227
YIR020W-A		
YPL242C	0.033123832	0.837890159
YNL186W	-0.1868828	0.075207533
YGL251C	-0.025151326	0.887738979
YDL095W	-0.052148636	0.734530312
YGR271W	-0.101867053	0.418570955
YPL224C	0.074680604	0.591927675
YDR183C-A	-0.124639974	0.845222236
YDR150W	-0.155981171	0.014881196
tG(UCC)Q		
YLR221C	0.163605791	0.248945577
YBL078C	0.002442868	0.99420959
YML029W	-0.111173426	0.388044898
YDR482C	0.034193682	0.886264366
YIL127C	0.110516537	0.609610324
tI(AAU)B		
YJL154C	-0.126297227	0.268575029
YLR095C	-0.141303593	0.463009987
YHL034C	0.015099148	0.95830377
YDR238C	-0.131589387	0.202696991
YHR001W	-0.066933983	0.633627076
YEL024W	-0.224144167	0.063803485
YDL228C	-0.047060605	0.944276933
YKL173W	-0.158823816	0.157857176
YNL177C	0.019090097	0.924630448
YKR019C	-0.152185573	0.431815082
YPL210C	0.08173951	0.43440053
YMR168C	-0.070729407	0.636747529
YLL012W	0.042496836	0.890318831
YBR189W	0.059726923	0.86349162
YPL135W	0.243218027	0.11707611
YGL086W	-0.00573582	0.976006771
YLR222C	-0.137091031	0.28143246
YOR042W	-0.031420007	0.860416059
YNR002C	-0.114933443	0.480555286
YIL056W	-0.147347477	0.492600296
YLL036C	-0.146736658	0.34071298
YPR197C	-1.233157795	0.348329393
YGL069C	0.053086213	0.981806024
YPR102C	0.080818566	0.834087045
YDR494W	0.066007431	0.667355358
YBR268W	0.088319256	0.776769353
YHL047C	0.448533762	8.36e-06
YER015W	0.006425077	0.981551234
YDL127W	-0.43463084	0.009441978
tS(AGA)B	0.820362139	
YPL033C	-0.159579631	0.833479002
RDN58-1		
YMR142C	0.097136855	0.778357766
YBR065C	-0.172598203	0.516599245
Q0065		
YML034W	0.130130378	0.230193599
YKL154W	0.104192287	0.517375339
YJR122W	0.111011062	0.398154438
YNL094W	-0.160585028	0.186969087
YBL073W	0.018682985	0.984477947
YMR119W	-0.097744231	0.48035215
YOR020C	0.088880462	0.804442465
YBR026C	0.035247826	0.845222236
YHR064C	0.019233698	0.884773482
YOL060C	-0.076047592	0.715463425
YLR396C	-0.415878136	0.000709571
YJL176C	-0.017046998	0.920421041
YDR368W	0.056812304	0.748396724
