	log2FC	FDR
YML031C-A	0.150249265	
YOL042W	0.050574883	0.756370267
YGR045C	-0.328281626	0.4679879
YKL018C-A	0.019745037	0.945465821
YGR122W	-0.248162989	0.13424252
YKL198C	0.141737789	0.591960648
YMR325W	0.820362139	
YIL157C	0.081907854	0.687966103
YJR014W	0.071634158	0.787190635
YGL188C	-0.252737677	0.389533419
YGL106W	0.113185224	0.667355358
YDL163W	1.525274987	
YGR247W	0.04118047	0.83457983
YMR172C-A	-0.034231372	0.958552687
YER075C	0.083908646	0.692537537
YAR033W	0.297734347	0.139917036
YHR108W	-0.318058817	0.000682927
YIL021W	0.073383041	0.684508634
YDR093W	-0.334172075	0.007272233
YKR097W	0.230541952	0.140522438
YMR143W	0.076399607	0.825273004
YOR165W	0.073093508	0.478877487
YDR367W	0.127170947	0.411623456
YNR026C	-0.04795928	0.804745575
YJL183W	-0.13726247	0.434706864
YNL025C	-0.032430381	0.884326461
YLR466C-B	-0.351364991	0.837818855
YCR064C	0.511084331	0.393013925
YOR008W-B	0.478366285	0.689277419
YLL063C	0.181623388	0.524564513
tL(UAA)N		
YLR149C	-0.141965194	0.305843506
YDL175C	-0.050461128	0.824868907
YDR509W	-1.427862788	
YJR140W-A		
YBL037W	-0.097189173	0.435684555
YNL238W	-0.206455483	0.067272709
YPL158C	-0.229560914	0.147379286
YHR182W	-0.254388043	0.119528555
YML068W	0.064199503	0.680099284
YDR222W	0.034936771	0.844466
YGR249W	-1.09164768	2.39e-15
YMR204C	-0.168176088	0.31046687
YCR024C-A	0.00106817	0.997778227
YGR140W	-0.267963099	0.196396265
YMR113W	-0.087802236	0.566162033
YBL102W	0.128743632	0.334975584
YGR204C-A	0.251310287	0.736121091
Q0050		
YGL065C	-0.032613661	0.87938645
YLR466W		
YLR222C-A	-0.594311352	0.363121299
YEL008W	0.425500859	0.419706937
YHL038C	-0.066139056	0.709962455
YPR059C	-0.02907323	0.967959996
YHR193C	0.096463613	0.759849315
YDL157C	0.166760203	0.525489453
YJL147C	0.064893074	0.74115582
YBR060C	-0.164004785	0.29971871
YDR284C	0.074855607	0.604453134
YBR197C	-0.107193637	0.679173832
YLR393W	-0.654167097	5.65e-05
YIL127C	0.110516537	0.609610324
YJL046W	-0.02015385	0.910082925
YPL282C		
YPR124W	0.047882726	0.78987578
tW(CCA)J	-0.622310381	
YPR141C	0.048057164	0.825898399
YOR221C	-3.625477805	6.61e-98
YDR203W	-0.868881476	0.741110338
YBL100W-C	0.372574011	0.715463425
YFL002W-A		
YPL037C	0.120107448	0.684508634
YLR078C	0.122799778	0.513301169
YLR341W	-0.313742926	0.206636919
YDL235C	0.031916794	0.876561856
YPR107C	0.089201533	0.638656963
YGL033W	0.607709089	0.098853471
YJR038C	-0.157870912	0.884326461
YBR031W	-0.091713796	0.641665345
YGR032W	0.008189613	0.958335214
YGR252W	0.05958581	0.667352127
YFL033C	-0.322397093	0.005537318
YOL073C	-0.193562251	0.146555795
YGL075C	-0.231772447	0.288824309
tY(GUA)M1	-1.730159259	
YBL070C	0.001635066	0.998672838
YKL046C	-0.044697076	0.787190635
YMR317W	-0.146513531	0.329998785
YDR379C-A	-0.076597345	0.845222236
YCR048W	0.098375723	0.742043022
YBL106C	-0.034946237	0.893340011
tE(UUC)J	0.605727569	0.715650327
YFL039C	0.003293612	0.986710339
YBR298C-A	0.819888039	0.651487608
YOR238W	0.174988436	0.177108798
YKL197C	-0.097404094	0.553663236
YDR265W	0.181337132	0.099999249
YKL140W	0.043587638	0.782350905
YBR207W	-0.066496254	0.642136504
YJR110W	-0.157980701	0.214837397
YGL165C	-0.023601281	0.958335214
YLR015W	0.114891142	0.384055763
YKL123W	0.16823112	0.787190635
YEL053C	-0.193680238	0.065586711
YLR439W	-0.333568976	0.052036856
YPR158W-B	0.276732051	0.879032362
YDR468C	0.078497512	0.703495754
YBR232C	-0.338542711	0.822417136
YHR140W	0.265671136	0.153083511
YIL096C	0.210050123	0.110414366
YDR130C	0.19362518	0.133498153
YBL079W	-0.020940037	0.903957013
YNL062C	0.001635624	0.993689586
YPL233W	0.100711127	0.603360394
YLR293C	0.009638745	0.963191101
YDL150W	-0.081053098	0.707141914
SRG1	0.139489266	0.473346664
YMR301C	-0.097410957	0.595707503
YPR183W	-0.054096234	0.778599213
YNL116W	0.301804769	0.126854202
YCR071C	0.062733063	0.784732543
YML122C	0.048410347	0.927022124
YIR023C-A	0.100532088	0.885716537
YOL131W	0.657545947	0.230784127
YNL094W	-0.160585028	0.186969087
YMR052C-A	0.110546444	0.779979066
YIL068W-A	0.145085708	0.83416144
YHR109W	-0.237150179	0.074764077
YBR013C	-0.056406609	0.856099616
YAR028W	0.298417393	0.021788583
YHR114W	-0.097141959	0.536713576
YPL046C	0.061228743	0.83510275
YGR169C	-0.149242	0.318928401
YGR208W	-0.133579314	0.60754424
YDR523C	0.73993418	0.001646119
YBR150C	-0.072878602	0.676179096
RUF5-2		
YDR018C	0.130048444	0.474720079
YOL163W	0.053949419	0.907545399
YBR179C	-0.161581673	0.193393205
YNL253W	0.114577198	0.348329393
YBR193C	0.023755686	0.910082925
YBL068W	-0.100792041	0.552972714
YPL105C	-0.044854863	0.771185525
YDR246W	-0.078063346	0.714067687
YLR315W	-0.281306358	0.528375446
YDL207W	-0.080558725	0.604585262
YDR316W-A		
YDR472W	0.040938477	0.82525324
YBR292C	0.256312752	0.469680889
YDR381W	0.08701023	0.755321166
tI(UAU)D	-0.27076097	
YNL089C	0.139514046	0.808403088
YMR080C	-0.140803394	0.230784127
tR(ACG)K	-1.172414521	
YGR187C	0.007238264	0.971390965
YDR179W-A	0.21472728	0.199662536
YFR052W	0.099902662	0.496006118
YOR332W	0.024823256	0.924630448
YOR183W	0.110857529	0.943083059
YPL118W	0.04350147	0.791611198
YGR257C	0.021539021	0.910082925
YLR163W-A		
RUF23	-0.361040526	0.842862338
YDR226W	-0.075056629	0.727337041
YOR271C	-0.550330448	1.94e-05
YDL003W	-0.157396789	0.490931289
YIL010W	-0.047214689	0.818775653
tP(AGG)N	-0.588832863	0.804442465
YDR533C	-0.224871276	0.071776287
YGR097W	-0.157190541	0.275336408
YHL012W	0.026369394	0.89077488
YPL034W	0.106037779	0.687966103
tQ(UUG)E2	0.497372771	
YMR206W	0.163761984	0.129629597
YHR184W	0.304050495	0.069114833
YGR192C	0.060083526	0.856099616
YPR085C	-0.061861897	0.75460091
YCR019W	0.031168464	0.860938865
YOR265W	0.088849912	0.787190635
snR84	0.146640951	0.490931289
YLR174W	-0.287779217	0.0168466
Q0140		
YER126C	0.106708904	0.550416113
YOR237W	1.142225927	7e-07
YPL057C	-0.193349706	0.040191267
YER061C	0.082726576	0.647027253
YOL014W	0.773388909	3.42e-05
YML031W	-0.119147427	0.353333013
YOL051W	-0.131998526	0.48449979
YPR126C	-0.17067363	0.687966103
YAL046C	-0.189089017	0.328988015
YIL144W	-0.005958424	0.980793909
YDR462W	0.142752329	0.421761891
YLR397C	-0.277559687	0.037947667
YBL022C	-0.26062443	0.000168753
YJL006C	0.02189471	0.917217454
YDR119W	0.069906747	0.569731656
YOR340C	0.058384218	0.713107421
YMR261C	-0.20804461	0.030899523
YER033C	-0.333104537	0.040191267
YOR006C	0.050986986	0.767734104
YHR102W	-0.030836019	0.88299957
YEL074W	0.093073906	0.910111479
YDR505C	-0.431328429	4.88e-05
YIL011W	0.424548362	0.137847536
YHL039W	-0.024277493	0.896825207
YJR142W	0.098678526	0.567139239
YCR076C	0.083729483	0.643911893
YOR339C	0.567172757	0.000298663
YER155C	-0.068131165	0.62371981
YER137C	0.235900465	0.353604603
YIL052C	0.130032835	0.728034576
YBR239C	0.168548443	0.369561575
YGR027C	0.097918577	0.787473525
YNL222W	0.166887062	0.401667939
YGL070C	0.07229145	0.782082
YPL258C	0.064668911	0.85162917
YIL165C	-0.072704786	0.819762824
YPL276W	0.251304742	0.781993408
YCR060W	0.236812845	0.282336607
YGR253C	0.040247887	0.83287216
YIL009W	-0.011957252	0.959233164
YML119W	-0.102349454	0.458603912
YNR077C		
YLR210W	-0.166116691	0.505282621
YPR073C	0.042850373	0.856033589
YGR158C	0.0670916	0.689277419
YBR176W	0.094161905	0.651487608
YER067C-A	0.055404074	0.910082925
YBR098W	0.11171862	0.574397109
YNL016W	-0.033549711	0.801639773
YKL183W	-0.03459155	0.852724497
YBR151W	0.004035137	0.984477947
YLR338W	-1.312311633	
YHL040C	0.015624653	0.943083059
YOR094W	0.005664675	0.981551234
YNL322C	0.079198289	0.659008408
YBR236C	0.117165909	0.354651024
YMR070W	-0.297301034	0.04771771
YFR012W-A	-1.441028926	0.056187984
YOR248W	0.149481549	0.808403088
YNR045W	-0.105037811	0.353883622
YHR165C	-0.010034731	0.950340459
