	log2FC	FDR
YOR196C	-0.024040082	0.885560796
YNL050C	0.113169443	0.571988727
YER148W-A	-0.169183871	0.831646173
YGL225W	-0.035058434	0.83510275
YBR237W	0.066558347	0.597363593
YDR279W	0.190432979	0.072966119
YCL012C	0.103562593	0.627360045
RUF22	0.680274624	
YML020W	-0.216338995	0.059473133
YKR048C	0.021051918	0.91421918
YJR130C	0.083528939	0.52905997
YLR203C	-0.018467936	0.91185672
YBR194W	0.083184	0.745652401
YPL195W	0.029809231	0.812873943
YOR099W	0.036031083	0.798462887
YPL043W	0.049579141	0.749080461
YPL103C	-0.222429484	0.093503604
YJL178C	0.115309991	0.457575909
YBR160W	-0.067471565	0.697363394
YLR102C	0.187448096	0.160753112
YJL061W	0.073170207	0.553749965
YFL054C	0.65801805	1.64e-08
YOR294W	0.167391314	0.213239619
YLR208W	0.017123545	0.910082925
YAL027W	0.066112493	0.735224644
YNL144W-A		
YPR168W	-0.079024207	0.791611198
YPR189W	-0.032366249	0.833307292
YCL014W	-0.169623655	0.294009572
YHR092C	-0.901918844	3.23e-09
YLR453C	0.189451055	0.160987352
YKL080W	0.075983131	0.530663504
YPR126C	-0.17067363	0.687966103
YNR059W	-0.143904141	0.334077841
YFL026W	0.390401636	0.010761628
YML023C	-0.05173168	0.785739855
YLR012C	-0.471089276	0.803925168
YBR058C	-0.053733469	0.731244037
YLR416C	0.358117358	0.775608272
YMR280C	-0.381769866	2.13e-06
YHR178W	-0.123433521	0.605161656
YER061C	0.082726576	0.647027253
YNL025C	-0.032430381	0.884326461
YLR176C	-0.130240279	0.575443391
YAR019W-A	-0.549097423	
YCR038W-A		
YPR120C	-0.038652722	0.891156258
YMR306C-A	1.018513379	0.166065411
YHR165W-A	-0.89665748	0.638836107
YJR115W	0.288845624	0.213239619
YCR039C		
YHR115C	0.006780452	0.982511073
YER163C	0.012225787	0.951206024
YDL225W	0.054309135	0.668202926
ETS2-2		
YBR196C-A	0.594948802	0.281147222
YBL038W	-0.052047633	0.782573692
YKL086W	-0.021645947	0.962853934
YHL016C	-0.392981286	0.026444471
YPL030W	-0.16844601	0.608727371
YOL080C	0.037049568	0.89077488
YGR049W	0.03592255	0.87774565
YLL041C	-0.24780576	0.019328405
tY(GUA)F2	0.83977524	
YPL213W	-0.09035855	0.687516029
YJL122W	0.104393452	0.565737897
YPL215W	-0.053043013	0.756370267
tS(AGA)J	0.911710511	0.250683362
YDR232W	-0.133857369	0.33383053
YHR189W	-0.194373275	0.61979819
YJL144W	0.166211565	0.575490678
YOL019W	-0.1513331	0.447924053
YPR068C	-0.036328859	0.867868829
YML042W	0.158761295	0.436669971
YPR201W	0.36328316	0.006510841
YDR098C-A		
YNL107W	0.051629353	0.793278999
YJR063W	0.101042973	0.657704094
YPL012W	-0.054959733	0.769578134
YGR099W	0.034769445	0.830354941
YGR068W-A		
YNL113W	0.088797196	0.75460091
YER014W	-0.053251913	0.798127494
YGR089W	-0.16519457	0.291392914
YNR038W	-0.067153073	0.72697027
YLR206W	-0.080507891	0.541042146
YGL061C	0.037435094	0.840687312
YKL084W	0.433696081	0.009963081
YPL174C	-0.020884746	0.894265065
YER044C	0.2440775	0.066921493
YOR259C	0.079539127	0.59758726
YBR200W	-0.073415421	0.644899158
YIL059C	0.029983064	0.96355165
YOR142W-A		
YDL155W	-0.013287927	0.938218748
YGR234W	-0.353051083	0.000304604
YLR023C	0.103758553	0.441383727
YKL085W	-0.335003304	0.000147428
YKL060C	0.085167457	0.860938865
YOL071W	0.022265294	0.928760268
YER137W-A	0.44115018	0.777817827
YIL090W	0.009711668	0.958335214
YCL030C	0.140094729	0.203635671
YGL254W	0.152561998	0.301986982
YLR022C	0.052142143	0.808572827
YPR125W	-0.295389736	0.014787398
YKL106W	-0.023153704	0.92390264
YDR008C	0.035834494	0.945022719
YNR057C	-0.141055642	0.622332742
YKR059W	-0.015816633	0.961551089
YDR050C	0.071844476	0.798998434
YOR003W	0.193987634	0.150043463
YJR057W	0.159825929	0.336054544
YJL013C	0.10936442	0.356070741
YOR107W	-1.099255165	5.19e-14
YGL077C	-0.458278924	5.97e-06
YOR081C	-0.070116992	0.76289759
YOL051W	-0.131998526	0.48449979
YNL045W	-0.069561906	0.633070004
YML004C	0.07750599	0.643911893
YPR158C-D	0.151153482	0.818775653
YER006W	0.055342421	0.713107421
YGR004W	-0.081073726	0.677134493
YML012C-A	0.112402963	0.87938645
YLR053C	0.500931848	0.010363088
tA(AGC)G		
YHR135C	0.040966866	0.798998434
YHR160C	-0.120840539	0.65317724
YOR084W	0.125992801	0.685844986
tF(GAA)D	0.81873958	0.741547675
tQ(UUG)D3	1.116691874	
YNL315C	0.089379611	0.57133603
YER190W	0.157145014	0.915628207
YIL120W	-0.02400578	0.910082925
YCL069W		
YDR180W	-0.018367292	0.926310535
YML132W		
YPR109W	0.162845173	0.124686483
YKL209C	-0.015909956	0.938135222
YBR155W	-0.196284485	0.268549657
snR48	0.553848083	0.587372641
YCL022C		
YNL234W	-0.516217027	0.002191202
YER030W	0.117282363	0.749080461
YGR288W	0.216730634	0.143353611
YKL183C-A	-0.198813755	0.847615732
YAL013W	-0.187572861	0.140942792
YFL023W	-0.321296725	0.082268657
YKL096W	-0.48053664	1.33e-07
YGR057C	-0.000547328	0.997778227
YPR113W	0.190579014	0.142815812
YIL093C	0.055315114	0.752674048
YMR288W	-0.128929175	0.324169907
YGR216C	-0.106533858	0.562923684
YER074W-A	0.147717169	0.605161656
YDR311W	0.14714655	0.104739821
YBR098W	0.11171862	0.574397109
YJL062W-A	0.025156792	0.930334263
YDL133W	0.007277786	0.967959996
YMR206W	0.163761984	0.129629597
YDL188C	-0.024252111	0.902753074
YNL325C	-0.004711207	0.981551234
YML081W	-0.358875635	7.25e-05
YHR218W		
YCL026C-A	0.283287007	0.415282406
YHR207C	0.17959037	0.073309247
YHR182C-A	-0.596801586	0.71842594
YDL135C	0.077838436	0.698650389
YPL110C	-0.225374454	0.082372322
YGR156W	-0.18771838	0.56377506
YPL057C	-0.193349706	0.040191267
YAL043C	-0.076492044	0.754205054
YJR103W	-0.107432302	0.410617481
YIL127C	0.110516537	0.609610324
YPL095C	-0.049218808	0.770170988
YGR107W	-0.066714647	0.916404379
YOR307C	0.148873105	0.13929678
