	log2FC	FDR
YPR158W-A		
YDR318W	-0.069382719	0.670151268
YOL137W	-0.014487086	0.955399393
YLR232W	-0.207073726	0.816098907
YNL054W	-0.12591998	0.565677373
YGL168W	0.00162678	0.997568753
YFR007W	0.005581426	0.981551234
Q0070		
YNL256W	-0.291136992	0.00486567
YOL098C	-0.16949156	0.113163363
YDL207W	-0.080558725	0.604585262
YHR045W	0.065237511	0.621404894
YJL055W	0.072565331	0.672457087
YLL028W	0.138414251	0.67055108
YKL052C	-0.10986839	0.61449273
YLR330W	-0.092850122	0.401121418
YDR367W	0.127170947	0.411623456
YPR127W	-0.1177952	0.494605507
tN(GUU)Q		
YJL184W	0.105108756	0.607662971
YJL118W	0.155275874	0.747125738
YKR074W	0.070120413	0.793244769
YDL098C	0.030667279	0.909560937
YKL197C	-0.097404094	0.553663236
YKL147C	-1.348095255	0.004531916
YIR009W	0.171366504	0.472257841
YGR079W	-0.442598714	0.028262251
YPR099C	-0.358912459	0.842862338
YGR259C	-0.017801924	0.985299206
YOR320C	0.219789143	0.006409765
YIL004C	0.141630356	0.409750044
YIL099W	-0.157172434	0.705096836
YOR017W	-0.353690863	0.012819067
YOR004W	0.029171537	0.898664324
YBR066C	-0.027054695	0.892744194
PWR1		
YHR032W	-0.084036782	0.628243163
YIR017W-A	0.191787862	0.915422513
YJL119C	0.42739658	0.506789616
YGL079W	0.206240767	0.125028039
YER147C-A	0.068984165	0.855813719
YPL245W	-0.177680944	0.193393205
YLR375W	-0.149675059	0.268549657
YPL198W	0.07437467	0.818057282
YGL009C	-0.98199786	4.6699999999999993e-54
YHR141C	0.114952465	0.796299461
YNL102W	-0.319895937	0.019328405
YLR308W	0.141792146	0.903957013
YPR136C	-0.243174231	0.921518571
YLR384C	0.04317835	0.767734104
YLR184W	-0.421185561	
YGR246C	0.073435999	0.606980431
YCR091W	-0.004190497	0.982822043
YDL025W-A		
YMR106C	-0.304228973	0.040195413
YDR263C	0.152772439	0.560963484
YGR128C	0.042722732	0.801639773
YDL151C	-0.127036272	0.907545399
YDR525W	0.231417768	0.908666696
YDR305C	0.171691195	0.257148472
YJR111C	-0.077714238	0.762370422
YLL063C	0.181623388	0.524564513
YJL223C		
YGR153W	0.263944654	0.1393482
YMR258C	0.137175862	0.273149235
YJR071W	-0.198937596	0.76573031
YGR039W	0.446966571	0.111951967
YAR002W	-0.105284514	0.47102419
YBR245C	-0.215037998	0.08724788
YOR016C	0.036881856	0.845222236
YNR023W	-0.048764084	0.778800816
YIR039C	-0.82644527	3.41e-15
YIL113W	0.7087728	8.79e-07
YJR085C	0.035689126	0.893220204
YML062C	0.130472468	0.455081719
YEL060C	-0.132200428	0.28143246
Q0055		
YLR281C	0.398519945	0.28143246
YDL212W	0.083483709	0.664150092
YGR110W	-0.368422225	0.002614809
YDL248W	0.133741758	0.663305022
YLR011W	0.211244164	0.188981453
YDL131W	0.088598036	0.599415921
YGR147C	0.071834747	0.655335161
YPL189W	0.039017246	0.911553421
YLL035W	-0.545334613	0.008562445
YNL155W	0.126024919	0.490931289
YJR039W	-0.044154568	0.830848306
YKR047W	0.048282691	0.910082925
YDR106W	0.050887395	0.893718509
YJL113W	0.191325114	0.478877487
YLR277C	-0.31894671	0.005985082
YKL218C	-0.82462849	8.25e-08
YKL154W	0.104192287	0.517375339
YGL243W	0.059846721	0.734530312
YDR191W	-0.158400456	0.507114934
YER074W-A	0.147717169	0.605161656
YAL022C	-0.052802366	0.78512545
YLR304C	-0.079155317	0.642470632
tP(UGG)A	2.1582617	
YKL017C	-0.28413565	0.018824924
YDR527W	-0.082444803	0.678304467
YNL159C	0.084252723	0.662415792
YDL221W	-0.124920729	0.830848306
YGL163C	0.152361293	0.430063985
YOR225W	-0.695064553	0.044528333
YIL133C	0.084114054	0.710811088
YDR045C	0.066128404	0.787958612
YDR099W	0.051094583	0.789218697
YGR015C	-0.267145521	0.19808758
YOL016C	0.011499346	0.950505888
YEL014C	0.008179986	0.988983199
YER096W	0.243964564	0.278498924
YOR285W	0.101739454	0.642136504
YLR395C	-0.097989794	0.756370267
YML116W	0.191624705	0.178281386
YMR188C	0.08653243	0.661612853
YGR239C	0.075762689	0.700408766
YJR094C	-0.283072369	0.134040978
YOR366W	0.349761951	0.787190635
YIL058W	0.304781701	0.451846168
YGR215W	0.094239366	0.754825749
YDL231C	-0.428857822	6.73e-07
YMR172C-A	-0.034231372	0.958552687
YDR048C	-0.009653006	0.997133918
YNL066W	-0.055196857	0.704218019
YAR053W	-0.065534588	0.897373858
