	log2FC	FDR
YMR010W	-0.130506855	0.502748571
YDR077W	-0.018554439	0.9454679
YML133C	-0.03026056	0.983551278
YPR055W	0.016329891	0.915422513
YNL199C	-0.130417634	0.404173929
YGR016W	-0.025231617	0.942152334
YAL013W	-0.187572861	0.140942792
YGR164W	0.058577709	0.92668617
tH(GUG)E2	-0.464186986	
tT(AGU)H	-0.090167714	0.963204521
YPR164W	-0.04825582	0.787190635
tG(GCC)J2		
YIL052C	0.130032835	0.728034576
snR6	-0.978048627	0.28143246
YDR126W	0.232663494	0.085674725
YDR525W	0.231417768	0.908666696
YOL065C	0.032648443	0.854065031
YGL040C	-0.355159027	9.1e-05
YDR180W	-0.018367292	0.926310535
YKL107W	0.101622907	0.820012926
YKL128C	-0.137457061	0.282834047
YNL166C	-0.069411846	0.631958204
YMR324C	-0.622310381	
YGR296C-B		
YDR428C	0.159531329	0.22710025
snR82	0.091323573	0.825710227
RDN5-4		
YMR269W	0.19575472	0.308158602
YDR058C	0.155255027	0.203635671
YPR195C	-0.309726561	0.433504645
YMR323W	-0.193632019	
YMR141C	0.21840381	0.524486058
YGR123C	-0.015243503	0.927716804
YDR109C	-0.076234442	0.723641726
YLR386W	-0.217687034	0.1627217
YJR024C	0.121136647	0.411324621
YAL066W	0.10735141	0.95842574
YLR165C	0.234139075	0.062538499
YNR034W-A	0.001265156	0.997778227
tG(GCC)O2	-0.362668905	0.870037478
YKR023W	-0.070597293	0.651065812
YNR030W	-0.194629337	0.124438633
YGL003C	-0.109671313	0.463317982
YKL218C	-0.82462849	8.25e-08
YBL095W	-0.177145696	0.529123781
YER035W	0.023923005	0.918188995
YLR172C	-0.040146952	0.82807728
YGR024C	0.192071791	0.138189933
YKR056W	-0.124021286	0.445389551
tR(UCU)K	1.561187132	
YKL136W	0.04697378	0.9144835
YPL274W	-0.118224276	0.482682103
YDR196C	0.101910025	0.634097765
YCR065W	-0.370525398	0.147379286
YOR061W	-0.00686407	0.967959996
YLR323C	0.157773903	0.32050745
YGR053C	0.263085619	0.090998065
YOR065W	-0.424935487	1.21e-08
YDR500C	0.091859079	0.791439281
YDR210W-B	-0.329524124	0.749928482
YNL229C	0.014893747	0.919444021
YIL009C-A	0.129187615	0.481886421
YGL167C	-0.104063228	0.363631089
YGL176C	-0.292390831	0.042879173
YJR037W	-0.607018329	0.505899126
YIR032C	0.274411996	0.1627217
YLR437C	0.38056145	0.003445807
YGL126W	-0.199801138	0.130477361
YNL265C	0.097420388	0.62371981
YKR092C	0.048045077	0.79352116
YOR147W	-0.220413916	0.020468952
tA(UGC)G	0.757629878	
YLR317W	0.149901644	0.873284847
YHR022C-A	1.108850239	0.006867605
YLR418C	0.025510377	0.87774565
YOL072W	-0.232540706	0.143037129
YER090C-A		
YDR200C	-0.154885879	0.48035215
YKL012W	-0.05988111	0.663544664
YPR188C	0.118801609	0.530721371
YHR044C	-0.125770425	0.547720899
YPL096W	0.056855884	0.754205054
YBL084C	-0.221804578	0.128864867
YNL214W	0.113384589	0.605161656
YDR083W	0.15133603	0.195163575
YBR298C	0.093642218	0.394834777
YOR261C	0.102214524	0.637942988
YDL237W	-0.042505774	0.793278999
YJL206C	-0.017453634	0.94321549
YDR064W	0.069906554	0.840687312
YDR163W	0.105717483	0.647289965
YKL106C-A	-0.374224677	
YNR077C		
YER119C	-0.007784862	0.980664934
tK(CUU)G1	1.324310394	
YDL115C	0.10161195	0.451611397
YER019C-A	0.148558395	0.601507674
YNL099C	-0.061379114	0.794763091
YBL038W	-0.052047633	0.782573692
YKL033W-A	0.051508289	0.787473525
YPR126C	-0.17067363	0.687966103
YNL033W	-0.164829018	0.886264366
YBL032W	-0.133050233	0.334077841
YGL002W	0.065571737	0.717295586
YEL035C	-0.214435565	0.771472109
YGR262C	0.139312731	0.247529374
YJL116C	0.147993313	0.511695432
YCR096C		
YLR074C	0.127742256	0.574806317
YNL215W	0.019608664	0.918290343
tX(XXX)D	-0.910129482	
YML116W-A	0.011752108	0.981551234
snR40	0.129999537	0.83510275
YKL210W	0.016007196	0.884326461
YCL057C-A	-0.083619803	0.746294588
YDR198C	0.09589251	0.536754473
YMR017W	0.205827114	0.456987344
YBR197C	-0.107193637	0.679173832
YPL047W	0.037370877	0.893340011
YER048C	0.034798629	0.840670886
YDR353W	0.015623047	0.925016154
YHR088W	0.211112981	0.061726944
YOR359W	-0.292281532	0.223833641
YBR270C	-0.063104973	0.78512545
YEL052W	-0.132912208	0.234201265
YNL039W	-0.085498837	0.627360045
YPL189W	0.039017246	0.911553421
YLL020C	-0.194837933	0.680099284
YBL098W	-0.160473886	0.173590659
YLL055W	0.188336593	0.140522438
YDR086C	0.151894275	0.646720409
YMR216C	-0.233701277	0.028238992
YIL158W	0.184460402	0.200167167
YKR011C	-0.054051437	0.707896884
YCR097W-A		
YLL065W		
YMR097C	0.113737216	0.381387529
YJL036W	0.071810697	0.574611165
YPR173C	0.073266235	0.537003067
YPL027W	0.265108935	0.316535228
YGL054C	0.023228957	0.922003576
YOR253W	0.096479448	0.655463171
YOR134W	0.667445451	2.41e-06
YEL073C	-0.016569449	0.964788215
YCL065W		
YBR152W	-0.347028533	0.122568948
YLR328W	-0.211832651	0.070331813
YOL097C	-0.00593875	0.969160397
YLR216C	0.015184708	0.939243629
tM(CAU)D	-1.923927372	
YOR339C	0.567172757	0.000298663
YIR002C	-0.00106942	0.995901264
tH(GUG)M	3.563678352	0.044951068
YML063W	0.068304999	0.885606068
YOR135C	-0.737661224	0.300043723
YOL090W	-0.135226281	0.449207442
YDR387C	-0.208038485	0.085749084
YML056C	-0.160979184	0.139993567
snR18	-0.103963824	0.857474154
tP(UGG)H		
YJR087W	0.22007239	0.495479102
YGR266W	-0.031385432	0.894265065
YJR008W	-0.00494512	0.980192657
YLR142W	-0.055300048	0.812882602
Q0075		
YAL054C	0.706629044	4.19e-06
YLR226W	-0.202773552	0.379563289
tF(GAA)G	0.820362139	
YPL068C	-0.272259528	0.337472813
YOR343C	-0.743513409	0.036911218
YNL120C	-1.203253313	
YCR027C	0.107787909	0.542696236
YBR071W	-0.211659239	0.072556079
YDL233W	-0.20781796	0.158197001
YKR089C	-0.032551356	0.817561858
YMR129W	-0.121809718	0.286623037
YPL062W	0.416691572	0.787190635
YGR094W	-0.067263796	0.481886421
YCL064C	0.057019456	0.788072527
YCR036W	0.013915393	0.941167788
YDL201W	0.119536842	0.352313545
YDR202C	0.151037902	0.260303236
YDR162C	0.032287501	0.863215276
YNL128W	0.197806608	0.425163059
YER053C	0.291238241	0.062271294
YKL030W	0.19984312	0.756370267
YML074C	-0.089782951	0.525243516
tR(CCG)L	0.099028593	
YER110C	-0.086597367	0.602061438
YLR115W	-0.068688241	0.715463425
YOR292C	-0.042533329	0.840786414
YLR099C	0.007337837	0.975545154
YBR017C	-0.148277603	0.217093067
YFL021W	-0.369227502	0.129669034
YGL247W	0.035576587	0.884567005
YJL037W	0.671524762	1.15e-05
YML024W	0.072550598	0.848563984
YPL132W	-0.020505325	0.903957013
YKL112W	-0.275967741	0.002597829
YGR251W	0.242148087	0.081324605
YDR300C	0.008706125	0.961551089
YNL057W	-0.227662857	0.821991263
YNL174W	-0.326938266	0.909560937
YDL184C	0.192790389	0.678261249
YLR097C	0.123646214	0.411676728
YIL044C	-0.041034512	0.850775488
YIL176C		
YDR363W	-0.122694459	0.378410609
YOR108C-A		
YBR233W	-0.073712919	0.822417136
YPL168W	0.101358727	0.416523359
YJR119C	0.037730211	0.883636314
YOL045W	0.535588206	4.47e-07
YOR143C	-0.18706486	0.211444064
snR14	0.07945693	0.87004034
YEL005C	0.134174586	0.348329393
YIL094C	0.183846123	0.0390587
YDL232W	-0.027900311	0.957952111
YDL041W	-0.050201609	0.985726201
YDR495C	-0.031927905	0.87774565
YCR089W	0.06011768	0.798970713
snR8	-0.14941325	0.766841897
YGR225W	-0.583395424	0.080633595
YNL150W	0.326636839	0.216459648
YKL017C	-0.28413565	0.018824924
YLR346C	0.767229532	1.93e-07
YKL113C	-0.033384909	0.873284847
YOL034W	0.034773303	0.879032362
YGR087C	1.836567434	2.29e-11
YDR305C	0.171691195	0.257148472
YER190C-B		
YLR411W	0.223332326	0.146037733
YNL103W	-0.074287586	0.712429947
YHR200W	0.017664086	0.919820057
YOR058C	0.042958724	0.813822794
YHL019C	-0.274950637	0.092255639
tL(UAG)L1	0.993560693	0.005257343
YDR309C	-0.29142669	0.11287568
YLR263W	-0.257403932	0.129594796
YAL008W	0.079040142	0.681951722
YGR093W	0.116458682	0.286623037
YIL076W	0.036775051	0.851792914
YPL163C	-0.261598666	0.044528333
YPL091W	-0.065923217	0.626853852
YCR059C	-0.05366128	0.835767736
YNL173C	-0.095505989	0.558681116
YHR004C	-0.106969772	0.388430509
YDL116W	0.075208419	0.559375505
tK(UUU)L	0.30002234	
YJL156W-A	0.085962404	0.810138306
YJR070C	0.043364532	0.798462887
YDL199C	-0.165070486	0.388987826
YOR005C	-0.025031449	0.892329273
YOL016C	0.011499346	0.950505888
YLR358C	0.067507046	0.909560937
YJL108C	-0.654547023	4.22e-06
YOL165C	-1.631395746	0.338819755
YIL141W	-0.692210742	0.351918157
YAL026C	-0.242836995	0.016503649
YER004W	0.036692409	0.856033589
YLR299C-A		
YNL225C	0.065026164	0.690837855
YFL015C	-1.526558031	0.2800419
YGL016W	0.077337745	0.689277419
YMR006C	0.305161521	0.003529587
YKL016C	-0.114548679	0.713597953
YBR012W-B	0.167728816	0.81324345
YLR049C	-0.097427012	0.514262747
YGR062C	0.024489762	0.90774144
YER176W	-0.05669071	0.739257409
YBL078C	0.002442868	0.99420959
YOR163W	0.080530904	0.684743856
YPR002W	0.68951832	1.72e-11
YPL006W	-0.081546795	0.504997496
YBR250W	-0.03817011	0.882316768
YMR246W	0.069713505	0.635410631
YAL016C-A	-0.113121741	0.89668899
YDL028C	-0.07861866	0.677472842
YNL280C	0.061004484	0.736577297
YNL322C	0.079198289	0.659008408
YOL137W	-0.014487086	0.955399393
YLR335W	-0.146970121	0.191730286
YJR136C	0.203189538	0.048967296
YML127W	-0.259214977	0.070988283
YJL148W	0.149838788	0.318311606
YOL135C	0.134547599	0.597198078
YJL164C	-0.024279743	0.903957013
YDR124W	-0.341113168	0.062305761
YEL031W	-0.238848056	0.030390819
YHR093W	-0.74033711	0.015045695
YPR145C-A	0.023149212	0.973011676
RDN58-1		
YPR078C	0.186696929	0.559026031
YNR043W	-0.23126475	0.071629191
YLR246W	-0.000931295	0.997158951
YEL038W	0.070688932	0.739257409
YLR247C	-0.08576174	0.525489453
YEL077C	-0.070223483	0.850582926
YLR146W-A	-0.017362221	0.968616447
YJR113C	0.060031184	0.777019288
YJL118W	0.155275874	0.747125738
YDR355C	1.129539242	
YJL189W	0.227831586	0.869517708
YPR166C	0.016279766	0.956441765
YBL086C	0.062199486	0.695565883
YIL097W	0.113283369	0.32050745
YFL068W		
