	log2FC	FDR
YPL244C	0.028747344	0.864554001
YDR469W	0.057709535	0.818775653
YML013W	-0.111444551	0.618385867
YJR160C	-0.100999914	0.91185672
YLR189C	0.018022938	0.893853006
YBL071C-B	-0.069828243	0.981806024
YPR093C	-0.226777464	0.174847449
YGR100W	-0.034204229	0.794763091
YOL043C	0.038785821	0.83287216
YBL104C	-0.248332245	0.04371707
YMR302C	-0.14544471	0.134090643
YDR402C	0.029948727	0.958335214
YLR154C	0.174856691	0.354403205
YHL009W-A		
YAL027W	0.066112493	0.735224644
YOR094W	0.005664675	0.981551234
YPR037C	0.024389256	0.91739459
YPL018W	-0.098839533	0.734101518
tP(UGG)O3	0.256371477	0.914610627
YDL227C	-0.143807753	0.630640103
YLR227C	0.131751988	0.303592354
YLR051C	0.151147402	0.421761891
YIL174W		
YJR054W	0.002229513	0.99174829
YMR165C	0.272804464	0.056187984
YLR450W	0.049356927	0.765332686
YCL058C	-0.177946618	0.559026031
YBL006W-A		
YNR033W	-0.136707408	0.216459648
YER021W	0.038498413	0.783952597
YPR004C	0.040823383	0.78512545
YPR087W	0.313000295	0.469680889
YER090W	-0.125006757	0.380932559
YMR032W	-0.102885245	0.621404894
YBR154C	0.120457188	0.536713576
YFR047C	0.069788391	0.664224696
YNL302C	0.088579012	0.788072527
YKL128C	-0.137457061	0.282834047
YHR059W	0.108037716	0.590851852
YGL126W	-0.199801138	0.130477361
YIL154C	-0.117217913	0.426949687
YOL133W	0.117504763	0.687966103
YCR001W	0.120744108	0.734530312
YAL042W	0.051411064	0.732914046
YJL135W	-0.066034743	0.973011676
YER086W	-0.127920986	0.407311926
YDR182W	-0.14660235	0.22717056
YGL206C	-0.078847604	0.494605507
YDL149W	-0.205800888	0.101395541
YNR041C	-0.339656839	0.03612374
tR(UCU)Q1		
YIL084C	-0.198136414	0.211444064
YLR330W	-0.092850122	0.401121418
YGL167C	-0.104063228	0.363631089
YOR193W	0.105622519	0.568720615
YBR045C	-0.112122857	0.665040767
YOR131C	0.014320143	0.9454679
YOR012W	0.001304357	0.997778227
YCL049C	0.096115209	0.50552112
YLR253W	-0.279261051	0.007018802
YFR009W	0.032895261	0.791611198
YIR015W	-0.032784608	0.928760268
YMR240C	-0.08673253	0.570583076
YOR123C	0.133543348	0.317369435
YMR158W-B	-0.077725717	0.942152334
YDR004W	0.043396452	0.789218697
YDR421W	-0.174680315	0.18108525
YGR068C	-0.445413588	0.01073139
YNL046W	0.084205523	0.627328659
YNL012W	0.502168545	7.18e-08
YML097C	0.076296809	0.595707503
YFL023W	-0.321296725	0.082268657
tM(CAU)M	0.876253469	0.695503773
YEL023C	-0.02047228	0.912442519
YCL022C		
YBR233W	-0.073712919	0.822417136
YOR038C	-0.284728836	0.021499804
YJR152W	-0.407865705	0.002485396
YIL107C	0.10998227	0.411676728
YHR094C	0.104220049	0.735167994
YJR061W	0.250917327	0.000407014
YMR136W	-1.231071073	1.11e-11
YAL037C-B	0.134898906	0.821991263
YIR017C	0.033151731	0.978563434
YML010W	-0.037781582	0.833307292
YJR116W	0.457910062	0.007854285
YJR016C	-0.170363131	0.022481932
YBL080C	-0.108381187	0.525455228
YNR057C	-0.141055642	0.622332742
Q0070		
YLR004C	0.141871757	0.320842305
YHR037W	-0.185174117	0.046799915
YOL014W	0.773388909	3.42e-05
YIR034C	-0.089764955	0.678304467
YKL012W	-0.05988111	0.663544664
YAR008W	0.144990208	0.349057387
YOL027C	-0.10470786	0.394834777
YPL157W	-0.039280995	0.867868829
YBR087W	0.111023487	0.366786426
YKL054C	0.005297123	0.973011676
YEL015W	-0.060061719	0.640670985
YER146W	0.101925182	0.798998434
YPL152W-A	0.027320082	0.988106983
YER087C-B	0.058314295	0.83287216
YBL084C	-0.221804578	0.128864867
YAL016W	0.045076779	0.735167994
YDR486C	0.131218991	0.495450493
tA(AGC)M2		
YEL069C	0.104384388	0.833440478
YNR075C-A	-0.171822345	0.873608566
YGR243W	0.06353886	0.771472109
tS(UGA)E	1.023629641	0.300793732
YAL018C	-0.01904566	0.981551234
YGL154C	0.259965701	0.029742199
YCR047C	-0.013571684	0.957045159
YMR323W	-0.193632019	
YGL027C	-0.076434129	0.559626059
YLR013W	0.063114736	0.984477947
YLR277C	-0.31894671	0.005985082
YDL240W	-0.079401666	0.719913947
YFL016C	-0.182413799	0.097982528
YDL110C	0.114744844	0.668002635
YLR167W	0.097559618	0.856099616
YAL013W	-0.187572861	0.140942792
YMR256C	-0.141914413	0.728034576
YDR148C	-0.51173245	4.12e-16
YIL116W	0.147494605	0.187634205
YPL095C	-0.049218808	0.770170988
YGR066C	0.186900523	0.438020673
YMR268C	-0.068483768	0.778268322
YLL052C	-1.912500201	1.1499999999999999e-23
tV(AAC)G1	1.350321745	0.542696236
YPR143W	0.133250249	0.540952218
YJL133W	-0.044127414	0.810923001
YPL034W	0.106037779	0.687966103
YAL033W	0.14493321	0.429170887
YDR515W	-0.079754317	0.553058942
YKL072W	0.40627553	0.00034048
YDR140W	0.022051815	0.918132631
YDR523C	0.73993418	0.001646119
YBR067C	0.068206802	0.613938369
YPL254W	-0.121762908	0.43723918
YGL200C	-0.031216345	0.86349162
tL(GAG)G	0.712054884	0.494570345
YDL193W	-0.184774147	0.226576359
YLR377C	-1.110701511	4.18e-19
YGR293C	0.27320102	0.855796165
YLL022C	-0.048178353	0.834123635
YKL163W	-0.47238509	0.030179978
YKL177W	-0.033778492	0.982511073
YNL081C	0.040969624	0.884911898
YDL085W	0.667268015	5.88e-05
YAR061W		
YBR024W	0.075519039	0.651948745
YML099W-A	0.13931106	0.821999837
YPR047W	0.059727208	0.709501906
tN(GUU)K	0.087354749	0.975735599
YLR446W	-0.04873433	0.816098907
YLR403W	-0.033907375	0.879032362
YLR176C	-0.130240279	0.575443391
YHL005C	0.057335119	0.965518571
YGL220W	0.088840563	0.757195897
YKL041W	0.080891945	0.657704094
YML088W	-0.178140231	0.122814401
YDL221W	-0.124920729	0.830848306
YOR204W	-0.118568608	0.344082703
YLR241W	-0.129936646	0.281457031
YJL178C	0.115309991	0.457575909
YLL051C	-0.078649734	0.757741791
YLR161W		
YOR195W	0.023169114	0.913912902
YMR132C	0.149214628	0.398644516
YHL021C	0.043900003	0.787958612
YOL114C	0.26399846	0.269640066
YGR128C	0.042722732	0.801639773
YOR374W	0.17348282	0.028089402
YLL043W	-0.076990019	0.669526188
YMR101C	0.493868946	0.064536177
YML011C	0.105462973	0.535487256
YJL013C	0.10936442	0.356070741
YGR248W	-0.312427306	0.182462495
YDR434W	0.092917013	0.389533419
YBR200W-A	-0.246626193	0.787473525
YKL219W	0.067840587	0.725333254
YDR112W	-1.033530379	0.011788873
YGR006W	0.045615171	0.854439412
YGR274C	0.016459651	0.917131309
YCL002C	0.010196462	0.963191101
YOL144W	0.105058475	0.509530238
YFR029W	-0.187813498	0.489143595
YGR117C	0.133655168	0.186969087
YDR537C	-0.139839361	0.837123785
YGL085W	-0.06966064	0.752674048
YOL092W	0.046593119	0.797541078
YER134C	-0.077978965	0.787190635
YAL038W	0.043108373	0.858797934
YJL080C	-0.125659329	0.298861908
YBL088C	-0.033457675	0.813822794
YOR391C	1.344740088	0.127517922
tE(CUC)I	0.099028953	
YER181C	0.256375337	0.81442559
YNL115C	0.067849465	0.717875165
YBR296C	-0.061747173	0.763681161
YBL039C-A		
YBL005W	0.313285718	0.00031581
YKR090W	-0.129857879	0.398317299
YER085C	0.099028719	
YHR072W-A	0.1139553	0.7699331
YCL005W-A	0.118038189	0.755321166
YOL138C	-0.051557937	0.803925168
YOL155C	-0.254528648	0.005265016
YNL315C	0.089379611	0.57133603
YDR483W	0.021592855	0.879830964
