	log2fc	p-adj
CPR4	-0.032707874	0.77577423
SCO2	0.123770095	0.351415009
GON7	-0.257777613	0.185594003
RPL42B	-1.26424915	0.111901489
CST26	0.453669322	0.000320118
GIP4	0.040795751	0.643427733
YLR050C	0.454449553	0.002993971
PRP5	0.288822048	0.002788761
YLR271W	0.245479402	0.029227803
NOP16	-0.160743683	0.280675759
LHP1	-0.063303493	0.57966352
GPB1	0.003101057	0.98221819
TUP1	-0.016335724	0.805463813
RGS2	-0.428235364	3.08e-05
UBA3	-0.015047318	0.976107814
CTR9	0.088252975	0.064362471
YHR078W	0.358533262	0.000203614
CNE1	0.308243861	0.000894704
ABZ1	0.183979672	0.466115488
YPC1	0.305417221	0.001619694
YMR244C-A	-0.155451984	0.26879802
HCM1	-0.457650062	0.001116609
RIB4	-0.229008446	0.265322306
SLD5	0.117890525	0.14695327
REP2	0.13089213	0.422077621
DPH5	0.077767319	0.369693709
YER163C	-0.208292975	0.020216281
YAK1	-0.039938817	0.462457504
YAF9	0.287419799	0.029552583
TRM3	-0.006831486	0.906768717
SRP40	-0.158549371	0.081228248
GIP2	1.697871787	0.00026766
CCP1	-0.407351867	6.21e-05
YPR109W	0.01817728	0.779768346
YRO2	-1.640643459	0.000354853
YMR206W	-0.707983957	0.005882318
CUP9	-0.478192971	0.001188869
YLH47	-0.016136243	0.831545405
UFO1	-0.01471997	0.870107664
MCM10	-0.165852327	0.097284208
RIB2	-0.079644661	0.175883944
TRM112	-0.0757991	0.842696317
RGA1	-0.034518074	0.683568948
YLR149C	0.084670447	0.136105008
YLR225C	0.130562391	0.035127998
YOR131C	0.080140725	0.187268962
POM33	0.533334394	0.00151605
YNK1	-1.102970091	0.000313006
PDC1	0.337135195	0.069772288
YER064C	0.244347414	0.019228926
TAF11	0.107219416	0.000219492
GGA2	-0.282384083	0.00545843
SSH4	0.494033119	0.009082872
XKS1	-0.341786027	0.004671339
DNF3	0.02045412	0.718212442
HAP4	-0.728086172	0.005162433
TAN1	0.057082018	0.505752136
RUB1	0.169447815	0.170897656
HOC1	0.163460361	0.134741831
YDR348C	-0.042292039	0.659933256
RRI2	0.097929393	0.350718749
RRP42	-0.048323986	0.497737596
UGP1	0.170296599	0.023061827
ERB1	0.006601345	0.859252709
PRP2	0.374524999	0.007538847
SAY1	0.033741139	0.605357708
YJL055W	0.355892693	0.001757685
CYR1	-0.105464774	0.025055651
MHT1	0.383288439	2.14e-05
ECM14	0.293512074	0.007189366
RPL21A	-0.304872537	0.052001655
GCN1	-0.190461174	0.01680658
RPC31	-0.232570073	0.010558101
NIP100	-0.039026419	0.531681403
RET1	0.023819463	0.736406744
SST2	-1.486862231	4.02e-05
MTO1	-0.415278652	0.005626201
MYO5	0.043575984	0.619351149
DBP6	-0.130414965	0.328495729
RMD9	-0.196464244	0.012799518
BUD20	-0.22197448	0.062926068
PBP4	-0.278651731	0.012470717
MDM32	0.149122274	0.113982238
PIM1	-0.188850671	0.008472221
HOM2	-0.428554889	0.081704699
PAR32	0.514446461	0.001084382
SWI6	0.179444366	0.015319457
ICL1	-1.428808808	0.015951269
PFK26	0.722848521	1.44e-05
MKT1	0.16515723	0.027971784
ARE1	0.583743552	0.000682047
GLN3	0.207156577	0.015349697
AVT1	-0.007113324	0.885364858
UBP6	-0.11662494	0.067600816
RPC25	-0.040488819	0.660383712
UTP7	0.095818136	0.024091501
POL32	0.187602173	0.058493323
IES1	0.152372348	0.040777119
MGA2	0.157329687	0.074820974
SNF2	0.064962565	0.317658805
PPM1	-0.075335509	0.618575859
TAT1	-0.289941712	0.002460849
UTP9	0.040763002	0.607883979
SNC1	-0.072222698	0.771388454
ATG1	0.358860276	3.34e-05
ANT1	-0.012825953	0.719097024
SCH9	0.203472877	0.00090659
YIR024C	-0.432895075	0.094860433
HIP1	-0.179285208	0.269407552
FBP26	0.110310245	0.090919805
CSE1	0.041994423	0.583171499
EPT1	0.628649113	0.004713733
RSM27	-1.682313122	0.000201294
VPS28	0.249445787	8.5e-05
YJL171C	-0.212922181	0.046261405
DAT1	0.120915352	0.068191249
SNA3	0.108046454	0.411907669
CYK3	-0.319544895	0.00474385
SPB4	-0.047801678	0.209531924
SWT1	0.256771674	0.001856466
ATP20	-3.089300256	0.002307193
GYP7	0.252904784	0.000735014
STE20	0.033607596	0.581042463
MSY1	-0.347240804	0.034425696
LEU9	-1.279339873	0.02377287
MRL1	-0.056096809	0.857993651
GZF3	-0.103623889	0.465894261
PRP16	0.182096924	0.001938937
SHE2	-0.058690793	0.662319306
MRP8	0.084848087	0.263991508
ALE1	0.09734825	0.338339533
CTK1	0.13879035	0.099745302
SKI8	-0.183560765	0.03367563
ANB1	2.749713415	0.007215587
IDP3	1.423662061	0.000134945
RHO2	0.131330435	0.429871764
GCN5	0.101563758	0.234762493
APC4	0.018804624	0.919709203
