	log2fc	p-adj
RNR1	-0.455045013	0.028223458
AIM5	-0.561845101	0.005035043
YDR541C	1.089836859	0.000120755
HPM1	0.004684633	0.959303737
SLI15	0.240388465	0.136715444
YMR114C	0.782065377	3.18e-05
BTS1	0.152106202	0.126533213
ROY1	0.166691297	0.005560912
OAF1	0.214126243	0.001002291
STL1	-2.546630192	0.01065447
YIP1	0.06310438	0.318237269
HAM1	-0.123246266	0.268969864
RPS4B	-0.444799931	0.171676937
TRM3	-0.006831486	0.906768717
VPS60	0.048001952	0.431660251
SHS1	-0.202048197	0.073409886
OPT1	0.907468914	0.000423571
KRE6	-0.394438995	7.62e-05
SRC1	0.407110988	0.000905062
YAL044W-A	-0.102137309	0.649332605
URA1	-0.729127259	0.006747373
YNL200C	0.524871107	0.001218071
SCC2	0.259036873	0.003356875
TAF5	0.073569868	0.204137189
MDM12	0.105635392	0.301432966
PEX11	0.80172994	5.57e-07
NOP1	-0.088999269	0.438386121
ICT1	0.067381781	0.230051556
RIB5	0.184821922	0.018841173
ILV6	-0.301886175	0.002186049
QDR2	-0.227010479	0.000998489
ARO2	-0.102262125	0.456821759
YNR048W	-0.168449611	0.141793747
YDR381C-A	0.389930236	0.081271235
HEM4	-0.184322061	0.125904868
AAR2	0.062584148	0.514676903
ALK1	-0.244485388	0.012688493
UTP25	0.096323167	0.228623416
YKU70	0.127186581	0.327986546
SIR1	0.203071565	0.114384028
PSA1	-0.481662254	0.180174886
PKH1	0.141705796	0.018060783
SSB2	-0.233648799	0.097026104
FRK1	-0.344198592	0.00667367
MGE1	0.147901815	0.306444296
ASF1	0.408466859	0.000773596
LSB6	0.36935828	0.015228119
MAS2	-0.491929016	0.001290133
PRM9	0.301277039	0.006385233
TUB1	0.142721115	0.248053454
NUT2	-0.15238409	0.461778631
TMA46	-0.124446583	0.155047109
LIA1	-0.070988539	0.574208455
TAE1	0.091893239	0.273310764
FPR3	0.210529171	0.007116007
CHS6	0.176693278	0.341385604
YKL069W	0.223118728	0.601077516
GRE2	0.440730678	0.00031893
ATX1	0.211046685	0.060336969
YJR142W	0.293627058	0.008903178
NBP2	0.093559833	0.344661715
EMP24	-0.146658151	0.322614279
SQT1	-0.092169061	0.804422194
PTA1	0.048528753	0.361615812
