	log2FC	FDR
YOL010W	0.040681247	0.807223573
YKL157W	-0.148312191	0.063126337
YJL113W	0.191325114	0.478877487
YDR501W	-0.434412101	0.175248852
YFR032C-B	-0.711280187	0.621404894
YPL269W	-0.151460226	0.428216456
YDR077W	-0.018554439	0.9454679
YLR200W	0.124421782	0.76573031
YHL021C	0.043900003	0.787958612
YGL123W	0.071485362	0.791777706
YER150W	0.014554169	0.955399393
YBR106W	0.090586914	0.700048768
YDR524C-B	0.046816118	0.893523644
YDR447C	0.094997017	0.785739855
YML128C	-0.057092233	0.793278999
YBL006W-A		
YOR224C	-0.005163475	0.984477947
YMR011W	0.602495646	4.08e-14
YDL073W	0.010591708	0.958335214
YEL056W	0.032110499	0.845222236
YLR414C	-0.031405279	0.845222236
YPL127C	0.073113068	0.663008831
YNL289W	-0.403541878	0.022361969
YNL168C	0.017812528	0.922306873
snR81	0.206316647	0.767346591
YKL119C	0.201714127	0.133536155
YGL199C	-0.574867637	0.812873943
YDR194C	0.007978059	0.958335214
YIL161W	0.074656144	0.756630222
YDL054C	0.11286493	0.36840731
YAL019W-A	1.840120549	
YDR462W	0.142752329	0.421761891
YPR139C	-0.01450854	0.936643718
YLL029W	0.049732341	0.737576452
snR75	0.04368535	0.942965852
YDR375C	-0.070172787	0.597363593
YDR120C	0.011442311	0.958335214
YGR095C	0.168277699	0.158926371
YCR066W	-0.416041407	0.000740044
YOL082W	0.053696095	0.746197977
YOR072W-A	0.32387094	0.599415921
YOR328W	-0.091028994	0.604585262
YKL073W	-0.266314541	0.017273219
YJR008W	-0.00494512	0.980192657
YIL083C	0.196925763	0.035129178
YAL060W	-0.024305442	0.902689415
YAL059C-A	-0.607370309	
YDR466W	-0.200592977	0.085185124
YHR028C	-0.068974687	0.523425476
YPL176C	-0.083054914	0.641699985
tK(CUU)C		
YLL051C	-0.078649734	0.757741791
YLR403W	-0.033907375	0.879032362
YBR085W	0.770791126	0.0070085
YJL044C	-0.000821924	0.997158951
YDR443C	-0.313259679	0.003410892
YLR287C	0.126385653	0.312915447
YFL068W		
YDR483W	0.021592855	0.879830964
YOR003W	0.193987634	0.150043463
YJR007W	0.038084189	0.810975285
YPR122W	0.012004312	0.948966478
YAL068C	-0.622310381	
YOR048C	-0.007991758	0.969283017
