	log2fc	p-adj
RRG9	-0.178756196	0.426689121
SST2	-1.486862231	4.02e-05
APL6	-0.115016072	0.17964181
SSN2	0.165942091	0.038984355
BGL2	0.513187345	0.151784211
RNH70	0.313944614	0.009387438
PHR1	0.575776714	0.000248441
YSP2	0.079796885	0.354849274
SPC105	0.305727715	0.029581951
QCR10	-3.172208253	1.13e-05
MRK1	0.542463522	0.021826669
AST2	0.11543787	0.029784476
TOS4	-0.12020516	0.301810945
YKR078W	0.057396822	0.383436493
NSE4	0.332221658	0.040635454
MNN9	0.14362462	0.257556447
YCR087C-A	0.23117256	0.212370884
PTK2	-0.004081995	0.955644844
YOR238W	0.356423928	0.000252438
NPR2	0.216086078	0.058557297
RRI1	0.202418906	0.065274083
GPI13	0.196135629	0.006253044
MSS4	-0.021280597	0.725877505
MIA40	-0.98291256	5.66e-06
CWC21	0.167031941	0.058594744
EXG1	-0.263981843	0.219592781
CBP6	-0.330094935	0.012121233
ROK1	-0.034617143	0.505418465
NIF3	-0.022917257	0.643711568
VPS27	0.250968639	0.001186822
RPL8A	-0.399206997	0.038558557
PRE6	-0.000419653	0.997950762
YIL156W-B	-0.088946468	0.856983614
SEC65	-0.099034232	0.184570357
HST3	0.671233111	1.82e-06
RMD8	0.226098271	0.025104831
PMR1	0.12680059	0.067763831
FAB1	0.151294613	0.00792085
GZF3	-0.103623889	0.465894261
PRE7	-0.122322078	0.394177475
UTP8	0.077036382	0.076559494
LEE1	-0.485522544	0.000206764
TRM82	-0.265518077	0.124381827
STF1	0.278918868	0.362483554
PSY3	0.324291392	0.06486862
MDM12	0.105635392	0.301432966
VPH1	0.223880473	0.018468335
NTE1	0.312898225	0.019456278
RAT1	0.089971073	0.190202961
ERS1	-0.071466366	0.146463355
MRPL38	-1.021800262	0.028502338
PPM1	-0.075335509	0.618575859
GGC1	-0.990856946	0.001873376
RGI2	1.315247535	0.000168833
TIP41	0.118784023	0.271613292
NPL3	-0.212521122	0.507360064
SPB1	0.042800134	0.492612452
YLR050C	0.454449553	0.002993971
NAT5	-0.575129301	0.003708869
APC11	0.148688192	0.133913634
URA4	-0.2954486	0.002207008
DNF1	-0.055930712	0.300251408
TAT1	-0.289941712	0.002460849
MCM2	0.11263002	0.011451229
NCE101	-0.349242579	0.037983513
OST6	-0.071144239	0.414785339
OSH3	0.155152982	0.031651418
RSM24	-1.311005923	0.000427671
SDT1	-0.164901869	0.004836427
NUP42	0.180703692	0.089571631
FUN12	-0.030963734	0.260374073
MTR4	0.065605055	0.195431363
ADE5,7	0.5003519	8.75e-06
RLI1	-0.240546244	0.045986334
YNL208W	0.528438073	0.005973472
AXL2	0.001753142	0.982556295
ADE3	0.486530525	0.001063866
CSI1	0.368840633	0.008988391
CRM1	0.068333644	0.09049609
GTF1	-1.355069401	1.49e-06
YDR381C-A	0.389930236	0.081271235
YML131W	0.985757256	7.87e-05
YML018C	0.224989919	0.090845058
CRC1	1.476945632	0.003689859
HAT2	0.126092601	0.230578586
GCN3	-0.040855622	0.600041714
BUL2	-0.013511629	0.786155896
YPR174C	0.454167094	0.009597287
YGR035C	1.556946378	0.001655424
TFA2	0.049880644	0.491655264
GEP3	-0.341742442	0.001733247
ERG26	0.357413151	0.040858562
ZEO1	-1.062082289	0.044052709
AIM13	-1.315511268	0.000818924
EHT1	-1.117045003	0.000473593
ERP2	0.085663439	0.17019597
ATP23	-0.614130983	0.236315231
SKI2	-0.015464103	0.775208469
SEC27	-0.054551433	0.344053861
SKI8	-0.183560765	0.03367563
UTP25	0.096323167	0.228623416
ELA1	0.313765056	0.020727383
YFL013W-A	-0.39140606	0.00093112
HSP26	-0.098639546	0.693963308
ERV1	-0.135001497	0.156284996
ARP8	0.177590332	0.019372135
UBX7	-0.03276631	0.820607647
ASI1	0.287400536	0.013210309
PRE10	-0.008026657	0.907482386
COX13	-3.120406049	9.36e-10
EXO70	0.106936646	0.098036788
RRB1	0.068968219	0.17957
SEC15	0.097427822	0.262471008
CUS1	0.080973685	0.363570455
PET54	-0.585470356	0.000552332
FAS1	-0.54360468	9.8e-05
RPS15	-0.601324606	0.138199053
CWC27	0.300660327	0.002444068
GLC8	-0.033813809	0.776117534
BPL1	0.196122706	0.004598871
SIT4	0.002813863	0.989199705
UTR1	0.356868572	0.000158349
SWR1	0.196293421	0.005671927
TLG2	0.108191974	0.24748661
RPS24A	-0.372989097	0.072557219
PDC1	0.337135195	0.069772288
CWC22	0.282586371	0.002674884
TKL2	1.403039522	0.003432607
GAP1	0.098408052	0.065801868
KIP1	0.059871857	0.511699433
DBF2	0.012079457	0.840302221
LPX1	-0.137217229	0.281483656
MMP1	0.76839665	5.13e-07
YLR063W	0.289730561	0.014514982
FAR3	0.104616905	0.01403411
APN2	-0.135446166	0.084341085
CDC23	0.29976417	0.01821629
SEC3	0.097990046	0.031596147
