	log2fc	p-adj
ISC1	0.237625691	0.379632091
VID30	0.132392003	0.013675214
PHO90	0.428232528	0.002915971
TSR2	0.077432924	0.47270964
POL31	0.179630588	1.14e-05
APE4	0.108291424	0.352229548
LIP5	-0.763427517	0.00091462
SWM2	0.441568142	0.013431059
YDR381C-A	0.389930236	0.081271235
HHO1	-0.089721892	0.183078533
AIM37	-1.258292686	2.24e-05
NAT2	-0.253019356	0.02277705
NIF3	-0.022917257	0.643711568
MRP1	-0.343755045	0.001106609
CAF4	0.051058144	0.264098175
SAS4	0.159692998	0.00713525
CBP1	-0.748611043	0.000125697
MNP1	0.358845226	0.211257487
CCA1	-0.108034346	0.012812216
RAD61	0.179692508	0.018398129
GON7	-0.257777613	0.185594003
KTI12	0.728670443	0.000726462
LUC7	0.07506207	0.087990162
GLO1	0.388888529	0.010800207
CPA1	0.952664574	0.009763113
YBR016W	0.488274076	0.107076276
YLR278C	0.173182499	0.07509568
YJR111C	0.26357821	0.112111295
SEC63	0.125481844	0.211080566
EXO70	0.106936646	0.098036788
YPT31	0.06215513	0.320222623
RRP17	-0.066821447	0.248542638
RCN2	0.017227971	0.697284394
YKL050C	-0.096283963	0.440894918
OCA2	0.432717901	4.35e-05
CNM67	-0.048436491	0.480476582
PPH21	-0.097718792	0.760345453
YME2	0.038101828	0.472033962
SEN54	0.013902517	0.834256399
RPL26B	-0.483731603	0.185691152
DOG1	-1.65584057	0.000952161
CHZ1	0.227627381	0.126745442
UTP14	-0.129797652	0.282774902
NOP7	0.018577464	0.677819986
YER140W	0.316937726	0.034032559
FYV6	-0.076739257	0.55038916
OMA1	-0.255751662	0.002129003
UTP4	-0.046889597	0.547926119
SNF6	-0.048700336	0.299179853
RSC1	0.02560931	0.694844041
YLR257W	-0.602349881	0.000476575
MCM3	-0.052320747	0.344315338
UPC2	0.805842783	0.002814201
FMP32	0.101243478	0.267604096
SNF3	-0.043200683	0.556432564
KRS1	-0.129193558	0.001173162
TAF1	0.063072448	0.37378549
MSH3	-0.064024479	0.448995893
COX5A	-2.900544309	4.35e-06
COA3	-0.124897678	0.201731069
SPC98	0.420820499	0.090379196
AIM22	-0.787677724	4.97e-06
LSM6	0.239028901	0.095457454
PRS5	0.048566405	0.072939222
ERS1	-0.071466366	0.146463355
COQ6	-0.42369912	1.34e-05
RAF1	0.468985944	0.005570488
MSW1	-1.081178448	7.35e-07
SWR1	0.196293421	0.005671927
MCA1	-0.121296781	0.203046984
PFS2	-0.004229033	0.914590293
YPL109C	-0.768294083	0.000364369
MAF1	-0.068127016	0.397465281
YGR054W	-0.29190068	0.080088917
NOP56	-0.050983172	0.464370292
STU1	0.097711521	0.018591904
CMP2	0.048463545	0.314272073
CHS7	-0.486053611	0.332653751
YEL043W	0.189576477	0.079341494
SMD2	0.008028873	0.919445899
YHL008C	-0.21206037	0.134998083
TAD1	0.063884492	0.092991564
RRT8	0.078157067	0.614695383
RAD24	0.228475097	0.071722366
SAC7	0.2695907	0.001841201
SPC29	-5.16e-06	0.999966053
TSA1	0.09027258	0.676006608
ECM38	0.843581593	0.002621641
MBB1	0.185730181	0.37806545
SPC34	0.124320849	0.190337831
APA1	0.223087016	0.033728846
YOR352W	0.078878908	0.174242083
TFC1	0.037951067	0.556647856
TRM82	-0.265518077	0.124381827
YPL245W	-0.562485924	0.000117117
YMR295C	-0.389640172	0.001329825
PEX1	0.182900468	0.096204524
PHO8	0.219595353	0.006398277
BIO4	-0.582625003	0.000873857
CNN1	0.159454329	0.03939059
FIN1	-0.305484021	0.037437334
ENA1	0.53938543	0.00384763
SAS3	0.285969654	0.000416658
SEC62	0.143931878	0.070361785
YMR124W	-0.137558252	0.273759379
MRPL40	-0.936284135	0.000287082
PHO13	-0.042702001	0.437464871
PIC2	-1.580130451	0.000576963
YBR235W	0.120824044	0.108039534
TIM44	-0.2181282	0.071024931
IMP3	-0.038742669	0.575889692
RNY1	0.462385808	2.66e-05
SVP26	0.067496479	0.599571701
YLR072W	0.349778335	0.000359776
YER034W	0.472797602	0.007857333
RPL5	-0.395081979	0.206677853
RMD8	0.226098271	0.025104831
GTT3	0.355652749	0.000159666
HTB2	-0.302350605	0.404169501
EDS1	-1.098393794	0.00109824
MED7	0.181235745	0.157681788
SSO2	0.081898972	0.405350751
YHR177W	0.300273424	0.074722988
RRP15	0.041404201	0.732205341
ISU2	-0.457984604	0.012253833
SNT309	0.027617796	0.792601603
RNR4	0.297143339	0.064014605
TYW1	-0.48165562	0.000383112
YIM1	0.320215853	0.000157639
DIE2	0.281946409	0.004642348
MSR1	-0.49059442	0.000150018
THS1	-0.002607954	0.948926598
DNA2	0.051072426	0.438774666
VAB2	0.247430929	0.060173829
TFS1	0.625069739	0.010063891
SHR5	0.103781819	0.418371457
TRS120	0.084446689	0.023648945
ZRC1	0.172669833	0.070776871
SHQ1	0.160107984	0.001800181
BPH1	0.292788137	0.006245595
RKM2	0.424456615	0.002532983
AAC1	1.340437259	3.78e-05
SUA5	0.069341555	0.248198204
CDC55	0.160064969	0.021665588
BGL2	0.513187345	0.151784211
ALG2	0.215421407	0.007935263
TOF1	0.234963002	0.007778454
LAS1	0.308631561	0.003744127
YOL103W-A	0.240923492	0.010641173
YRB30	0.17281964	0.096598937
APE3	0.453975113	0.013542619
ECM2	0.28383176	0.008339578
FAF1	0.197714632	0.120459531
RSM10	-0.81998072	4.84e-05
SWI1	0.190883092	0.003861439
VPS4	-0.045523429	0.565072524
YKR011C	-0.347555112	0.000104216
SNA3	0.108046454	0.411907669
MRPS16	-1.411415881	0.001253402
YFL013W-A	-0.39140606	0.00093112
AKR2	0.423018694	0.001249936
VBA1	0.019785091	0.634548622
RTK1	0.264603762	0.079064487
CBK1	-0.013495787	0.769544284
FUM1	-1.390503967	0.00548277
YDR090C	0.168436242	0.029164566
FMT1	-0.442826121	0.054327346
CWP1	-2.01592322	0.000446178
PEX8	0.092965298	0.242675555
TRS23	0.036511038	0.571808074
RAD23	0.077693585	0.595564424
GAT2	-1.087327475	4.29e-06
MTQ2	0.482935157	0.005528078
GDE1	0.24297325	0.005465561
AIM2	-0.076400892	0.582071451
PDS5	0.300734466	5.16e-05
HDA1	-0.132042212	0.524511254
SNX4	0.240505837	0.001995081
RSC3	0.197378747	0.010571987
LSM1	0.151002165	0.024252027
HRR25	-0.004431208	0.965329254
VAN1	-0.028280353	0.623986336
SYG1	0.455134708	5.8e-06
CSH1	0.012912464	0.82130713
CSM3	-0.136924049	0.271806655
ISY1	0.101836235	0.232372669
RRI2	0.097929393	0.350718749
PCF11	-0.035021601	0.670433702
YBR242W	-0.186452119	0.000613569
YOR296W	0.141875621	0.07624073
ROG1	0.726736198	0.005729773
RTT109	0.295540431	0.041600734
SLM5	-0.161836133	0.018033074
GIS2	0.071501502	0.884718307
YOR223W	0.09792057	0.299331685
CYS4	-0.445220343	0.005986434
COX15	-1.220101393	0.00039009
SDO1	-0.280581816	0.028604043
YKR041W	0.234337945	0.199945346
ORC6	0.100059351	0.239087326
PHO80	0.311319844	0.022012787
SLA2	-0.252595537	0.003562996
BAG7	1.054201729	0.001194234
ATG13	0.188624242	0.06282683
UBX4	0.089878866	0.267387247
YGR169C-A	-0.105307502	0.598620314
RIB7	0.182209672	0.204447735
DUG2	-0.017827164	0.696973266
RPF1	0.175695163	0.046043085
IRC25	-0.151559834	0.403784819
MCT1	-3.484957102	1.2e-05
YML096W	0.066802394	0.060641135
GEP3	-0.341742442	0.001733247
YDR541C	1.089836859	0.000120755
THI7	0.141459514	0.067840566
MRPL4	-1.000410067	0.000189954
YJU3	0.060865562	0.143976137
YJL049W	0.164381919	0.069170201
UBP16	0.166214262	0.102481801
MSC7	0.26895104	0.059537219
KSS1	0.124374337	0.027430095
VID28	0.152138599	0.046320622
YKR078W	0.057396822	0.383436493
APL4	0.037298064	0.443683204
MTG2	-0.217861571	0.035423403
CDC48	-0.001089536	0.984714721
GDA1	-0.158542254	0.249003024
FRT1	0.547426363	0.00256763
HSF1	0.131003146	0.208772374
YOR283W	0.039945501	0.578990115
MET10	0.399375123	0.000866211
BMS1	-0.250422717	0.003775595
SUP45	-0.20555703	0.024718172
YPR084W	0.226761739	0.005585975
GVP36	0.151548624	0.123375229
YIL067C	0.266454499	0.030426242
KIC1	0.034527882	0.562813527
PCL8	0.055424702	0.503127797
MMP1	0.76839665	5.13e-07
VAR1	-2.562673448	0.000530262
SFB3	-0.117184577	0.419425752
UPS3	-0.988447934	3.44e-07
VPS66	0.076700091	0.305839473
YHR020W	-0.139379085	0.183763315
TIM23	-0.16777055	0.250859313
MRS6	0.191321328	0.030525436
COG3	0.170990554	0.020189405
SNC2	0.387081538	0.021792914
GNP1	0.12328523	0.014337643
SPP2	0.449209993	0.049137168
USE1	0.281494695	0.058328806
BET2	0.280397101	0.021101748
DAP1	0.252162598	0.010739139
UGA1	0.747523327	0.000101015
ZWF1	0.089218906	0.023719068
CNL1	0.199482516	0.272797381
MTR3	-0.023525863	0.310751575
AGX1	-2.936423186	0.000186391
HHF1	-0.004715215	0.981619305
DHH1	-0.077090451	0.647970378
KAR9	0.152161651	0.071858791
PZF1	0.065829097	0.284090843
HRT3	-0.041966914	0.558564097
SEN1	-0.023152444	0.556967924
BRR6	0.514652519	0.005434597
CIT1	-1.45633146	0.040933443
ATP3	-1.56501985	2.47e-05
ENT1	-0.069811694	0.194635788
YJL045W	-2.093745479	0.008928316
YHR033W	-1.596147622	7.82e-09
PEX19	0.109926733	0.054739528
COT1	0.379154144	0.017065093
IML3	0.481824262	0.010035521
POL1	0.015662075	0.632736103
SSM4	0.099112859	0.123186561
GWT1	0.123733171	0.021921277
HAM1	-0.123246266	0.268969864
RPS23A	-0.651255212	0.184092871
MSN1	0.089890018	0.377706837
AIM9	-0.313077335	0.00119202
PRM9	0.301277039	0.006385233
GTT1	0.648785229	0.00056229
DHR2	0.286896791	0.006544446
MDM20	0.084650223	0.051803653
MET18	0.012891545	0.860226702
FES1	0.168175415	0.052025775
YGR126W	0.277114142	0.020682128
SMI1	-0.17919364	0.049804391
MBA1	-0.855859334	0.001644152
SIS2	0.210475004	0.031436235
NOT5	0.050998061	0.100880306
RPL37A	-0.550414846	0.107493665
BRR1	-0.021254642	0.827938251
MSC3	0.037673197	0.629586105
GPA2	0.183231749	0.051574351
NUP42	0.180703692	0.089571631
PEX29	0.2459977	0.041854368
COS2	0.42139956	0.015645164
RRN7	0.30763269	0.000105549
MTC4	0.454632367	0.003105744
YPT7	0.17288992	0.034109142
SCC2	0.259036873	0.003356875
PNT1	-0.303053607	0.004439674
DUG3	0.248606656	0.018193499
RPS7A	-0.718522719	0.317326241
BUD21	0.033781701	0.698911754
ABZ2	0.077415457	0.645481464
BOI2	0.132134481	0.059427905
SEC65	-0.099034232	0.184570357
YBR285W	0.003331472	0.974552483
AMD1	0.248686772	0.001606701
DMA1	-0.064458248	0.317470606
RNH70	0.313944614	0.009387438
GNA1	0.063989634	0.12971489
MNL1	0.347866718	0.003751843
YMR31	-1.271817228	0.001664066
SRP14	0.112693662	0.178375834
OSH7	0.013378642	0.847461324
ORT1	-0.563348793	0.000672433
CCT4	-0.195966792	0.032901338
PEX4	0.336282446	0.019547143
SKG6	0.1003414	0.348457255
CAF20	-0.059357076	0.699413978
RGP1	0.082092451	0.095851622
MON1	0.33270064	6.14e-06
PTR3	-0.194299569	0.188250245
FUR1	-0.339584554	0.001164845
ITR1	0.468891599	0.003574389
PGM3	-0.096066876	0.083711891
TRM5	0.049949695	0.161631657
YDL176W	0.151523041	0.086140445
NCA2	0.014633011	0.622555102
YGR071C	0.151748939	0.001416927
TEX1	0.204784418	0.408586745
CDC43	0.346080659	0.345945474
GRE3	0.007552636	0.843676788
SRB4	0.106336987	0.279655475
CDH1	0.027122219	0.848027742
NOP4	-0.210505442	0.012911654
RAS2	0.574464701	0.000232236
RCN1	-0.335081884	0.02060142
APL1	-0.03682781	0.465728887
SAH1	-0.295808763	0.107407052
COX5B	-0.766137469	0.002750148
TTI1	0.24064686	0.024993199
UTP21	-0.037302733	0.393211792
SLM2	-0.073061132	0.118324895
TIM50	-0.057709752	0.580244773
SPA2	0.123463972	0.169683767
NUP53	0.142987866	0.139315005
GYP6	0.186468039	0.059782067
HNM1	-0.97247985	3.16e-05
YFL042C	0.420305639	0.001368336
CLN1	-0.510020801	0.018282398
GCD11	-0.211890909	0.067369173
UTP10	0.098730899	0.039214642
YMR310C	-0.132979764	0.233871859
LAP4	0.203974764	0.002402566
CRT10	0.15308829	0.014717607
YER158C	-0.448778228	0.010012486
MRH4	-1.152468739	5.54e-06
YMR114C	0.782065377	3.18e-05
PPT1	-0.19934476	0.121347976
HYR1	0.187263561	0.006148113
SGS1	0.19378955	0.01959527
PXL1	-0.233244676	0.038181585
PAN3	-0.007594751	0.878000632
GLT1	0.134549391	0.018233753
NNF1	0.063094173	0.658776458
YNL115C	0.408991416	0.001955416
YOR022C	-0.557512839	4.64e-05
YPL077C	-0.249343016	0.009653297
ERV25	0.172515901	0.071809823
TFA1	0.120438813	0.302903238
HDA2	0.151221326	0.207495248
RPB10	-0.130693152	0.514022063
SUV3	-0.692513075	0.00050432
FLC2	-0.028072006	0.73500564
SUC2	0.991661667	3e-05
PEX2	0.350586023	0.001126107
NOP53	0.046339738	0.672684822
TAH11	0.322036839	0.108620224
BPT1	0.103208431	0.078815159
BLS1	0.228538374	0.017241217
RAD17	0.287147584	0.009517064
DEG1	0.079380324	0.447243126
NRG2	0.625394988	0.008026963
PUB1	-0.141813	0.143603053
TDA9	-0.562759794	6.8e-05
SCH9	0.203472877	0.00090659
PEF1	0.227619517	0.008834239
UGO1	-0.002173863	0.960449154
LSB3	0.087257372	0.202217825
RPS29A	-0.404076657	0.104351582
VBA4	-0.325678627	0.119912736
RRG1	-1.771573312	3.03e-05
DCN1	0.006179794	0.966263539
PAB1	-0.135599124	0.092772281
ESS1	0.220889852	0.048239345
KHA1	-0.142413196	0.122952203
PHO23	0.253992103	0.136499317
ICL2	0.833929142	2.27e-05
RSC2	0.149480729	0.147595807
LST7	0.102486452	0.236163579
RAD50	0.164351488	0.042088088
KIN82	-0.115718948	0.016917073
GUD1	0.52397663	7.11e-05
SSB1	-0.469857797	0.106168261
FAD1	0.352585313	0.130961312
MRPL50	-0.909241174	1.76e-05
FEN1	-0.360866109	0.015970548
ATF2	0.48836512	0.003046095
ECM9	0.176788501	0.002950318
HPA3	0.027930113	0.641974802
ERG28	0.836243575	4.78e-05
BUD2	0.230387701	0.006309567
RPS21B	-0.151409146	0.258206406
MCM7	0.101026537	0.106933988
ERJ5	0.094799567	0.438594011
GSM1	-1.521128491	0.002160689
CWC23	0.207726306	0.032386008
SNF8	0.270727264	0.003673169
DAT1	0.120915352	0.068191249
GTS1	0.00255776	0.957890033
TFC7	0.05327357	0.297325654
TMA16	-0.095581864	0.594985803
YHM2	-1.950505477	0.000322588
ZDS2	-0.097030504	0.149521466
AI1	-2.111282303	2.02e-06
CMK1	0.071152963	0.288708732
PSR2	-0.080532458	0.357520701
TPK3	0.226641492	0.024624477
DGR2	-0.021331432	0.539496547
RPP1	0.054135907	0.032606076
CWC24	0.329124096	0.243614752
AVO2	0.043201347	0.70902533
ERG1	1.089010401	0.001305338
LSB1	-0.243584424	0.124275371
ALA1	-0.121199987	0.011497325
IST2	0.049861406	0.522575732
RGC1	-0.121151535	0.163825032
SSK1	0.197874185	0.033765696
TSR3	-0.062033605	0.555602025
SCC4	0.246973001	0.010171816
KRE6	-0.394438995	7.62e-05
COQ1	-0.698615799	3.32e-06
UBP5	0.150957247	0.025882264
YDR370C	0.119350784	0.22217245
SEC61	0.060694174	0.496999397
SNU71	0.152423208	0.004885877
ISM1	-0.254977606	0.000564217
RPL22A	-0.139690151	0.177299986
NCE103	3.012565765	0.076002742
ECM30	0.272128096	0.000692975
RPF2	-0.025900359	0.783827826
ELP4	0.121434721	0.177426483
GAR1	-0.33095163	0.351938515
POL2	-0.034993671	0.370009486
LCD1	0.379973492	0.007680092
CWC25	0.281222113	0.099493734
YIR014W	0.210132757	0.050534457
ATP23	-0.614130983	0.236315231
YDL157C	-1.60339741	6.87e-05
PRP4	0.224106289	0.071687966
YLR001C	0.219710253	0.066928825
YIL151C	-0.145661186	0.038075459
FET3	-0.723377194	0.001427916
CPR2	0.311196524	0.0067345
PGM1	0.102393145	0.252834354
LCP5	0.254259688	0.013956696
YMR1	0.21098049	0.007474258
GFD1	-0.146142354	0.195201402
TCB2	0.172542768	0.069407549
YLR108C	1.853772454	1.19e-05
NIT3	0.368641645	0.151100296
ARX1	0.069376426	0.208680951
YGR283C	-0.030783335	0.714114403
