	log2FC	FDR
YLR188W	-0.190832528	0.304133125
tV(UAC)Q		
YPL165C	-0.023485557	0.904430661
YCL002C	0.010196462	0.963191101
YPL042C	-0.494836877	7.02e-07
YOR142W-A		
YDL145C	-0.054826847	0.728635015
YGL125W	-0.335967776	0.0070085
YJR126C	-0.056198979	0.644349396
YGL231C	0.108811228	0.631100844
YPR138C	0.31350225	0.025368168
YDL228C	-0.047060605	0.944276933
YCR045C	-0.106047567	0.687966103
YOR182C	0.082569793	0.867691002
YGR043C	0.359352514	0.011731915
tN(GUU)O2	-0.60737117	
YDR161W	0.092212707	0.506806688
YDR205W	-0.181716849	0.215980728
YNL130C-A	-0.562808782	0.55474387
YHR178W	-0.123433521	0.605161656
YJL115W	0.032917595	0.867044748
YBL084C	-0.221804578	0.128864867
YDL218W	0.773132909	1.05e-05
YIL142C-A	-0.333016259	0.791777706
YLR048W	0.017269467	0.936590858
YJL016W	-0.196625812	0.248117914
YGR167W	0.06130614	0.78006636
YBR129C	0.037824564	0.831646173
YPL082C	-0.100390116	0.485533744
YOR219C	-0.043875397	0.798127494
YJL091C	0.022090223	0.910082925
YNL337W		
YFL064C	-2.336485665	
YHL026C	-0.313151087	0.16433988
YBR146W	0.082568585	0.626623514
YHR173C	0.031863174	0.944276933
YHL017W	-0.112789255	0.394834777
YBL040C	0.102233049	0.497973921
tT(UGU)Q1		
YMR230W	0.095271536	0.801639773
YNL001W	0.082103329	0.534275842
YIR030C	-0.133927957	0.553749965
YDR374W-A	0.215810134	0.382719131
YLL018C-A	-0.485088029	0.005985082
YKL146W	-0.265789826	0.01229229
tI(AAU)I2	0.820362139	
YGR023W	-0.231772086	0.065208006
YOR216C	0.005811215	0.975741393
tG(GCC)D2	0.842615455	0.036756494
YJL046W	-0.02015385	0.910082925
YPL266W	0.133610235	0.250396035
YNR047W	-0.257067504	0.1393482
YMR063W	-0.287554553	0.233073523
YKR060W	-0.09802803	0.651065812
YAL003W	-0.012114333	0.955399393
YMR035W	0.05715501	0.789562142
tL(UAG)L1	0.993560693	0.005257343
tE(UUC)L	0.792394778	
YLR037C	0.013249041	0.973011676
YDR303C	-0.270829119	0.22509298
YMR229C	-0.075941515	0.604585262
YOL103W-B	0.284250867	0.756370267
YOL005C	0.097374585	0.646496017
tP(AGG)N	-0.588832863	0.804442465
YIL054W	0.883487878	0.323076442
YPL139C	-0.089956084	0.553058942
YML081W	-0.358875635	7.25e-05
YBR001C	-0.058594887	0.731662426
YMR038C	0.080741398	0.540779361
YBR229C	-0.20414234	0.07133811
YIL066C	0.709307634	0.00018493
YLR163W-A		
YGR215W	0.094239366	0.754825749
YBR182C-A	0.52992244	0.290499883
YIL007C	0.145014923	0.339398551
YHR051W	-0.13809186	0.490768562
YOR086C	-0.034510015	0.807662543
YEL010W	-0.938490677	0.378082314
YBR168W	0.13035722	0.378082314
YLR171W	-0.302874617	0.839748823
YLR126C	0.072598424	0.741547675
YPL040C	-0.106925515	0.336768074
YLR031W	0.072628234	0.804442465
YEL022W	-0.122133716	0.394834777
YDR066C	0.22268271	0.070842377
YLR085C	0.004735204	0.98208174
YBR203W	-0.275122799	0.007918073
YOR205C	-0.13044438	0.322541246
YGL162W	0.284525395	0.082372322
YBL072C	0.095553165	0.819875001
YER091C	-0.45785927	3.84e-06
YIL103W	0.151648905	0.112809712
YJR107W	-0.120526101	0.379563289
YDR034C-A	0.886227534	0.382887251
YJR028W		
YOR215C	0.070985559	0.846767284
YJL085W	0.1188965	0.361545413
YNL175C	0.103951242	0.489143595
YOR041C	0.122705027	0.948719139
YMR045C	0.48003417	0.203635671
YJR131W	-0.014307821	0.956718801
YPL002C	0.123831149	0.432649354
YLR175W	0.036310647	0.791611198
tK(CUU)F	0.846536649	
YCR052W	-0.075675872	0.709783935
YGR124W	-0.154995368	0.066119104
YLR051C	0.151147402	0.421761891
YDR477W	-0.075601391	0.679141877
YDL078C	0.06673186	0.603764973
YDR055W	-0.487825801	2.55e-07
YLL009C	0.052548325	0.902689415
YOL016C	0.011499346	0.950505888
YER060W-A	-0.169302743	0.521920332
YCR094W	0.003252245	0.989230522
YPL222W	-0.321740686	0.00823233
YNL299W	-0.359807951	0.109426315
YDR267C	0.101489233	0.467225707
YNL300W	-0.152243034	0.539549985
tV(AAC)L	0.954501115	0.57133603
YOR300W	0.115387478	0.869693132
YDR109C	-0.076234442	0.723641726
YPL023C	-0.085929274	0.540694483
YBR163W	-0.036095814	0.838199876
YDR249C	0.000446741	0.998672838
YJL179W	0.126655733	0.646496017
YDR171W	0.004978704	0.982745701
YOR083W	0.134252653	0.789060888
YKL105C	-0.180590869	0.257148472
YOR345C	0.313319015	0.754205054
YLR224W	0.005455904	0.9795654
YHR066W	0.037598338	0.85373653
YDL239C	-0.093744748	0.724473542
tM(CAU)E	1.110492926	0.50552837
YER087C-B	0.058314295	0.83287216
YFL015W-A	0.820362139	
YPL272C	-0.756326251	1.16e-08
YDR110W	0.106905928	0.503997311
YNR071C	0.229583552	0.230200668
YPL228W	-0.06985475	0.684743856
YFL004W	-0.168296719	0.108780284
YGL197W	-0.075280552	0.712299091
YML035C	-0.008917567	0.961599022
