	log2FC	FDR
YBL008W	-0.264504518	0.112731071
YDR531W	-0.010582094	0.956718801
YPL063W	-0.040686981	0.783481414
YEL012W	0.060384021	0.81967225
YKL048C	-0.112613393	0.559026031
YNL278W	-0.117740967	0.709475736
YLR331C	-0.42017085	0.514384034
YDR159W	-0.091935721	0.560723023
YGL209W	-0.265803978	0.142520922
YOR195W	0.023169114	0.913912902
YML100W	-0.208317001	0.220481693
YPL108W	0.220883493	0.221680282
tA(AGC)K1	-1.247314498	
YGL124C	0.078769287	0.570334944
YDR404C	0.081858285	0.635410631
YHR124W	0.013993507	0.947719725
YAL005C	0.015485796	0.951537961
YKL025C	-0.159135867	0.364556505
YIL164C	-0.114506218	0.684867799
YAL013W	-0.187572861	0.140942792
YDR208W	0.031397069	0.856099616
tN(GUU)G	0.217265422	0.915628207
YJR050W	0.031742602	0.893523644
YJL057C	-0.12390209	0.325836905
YLR351C	0.14355109	0.215594953
YOL097W-A	0.294441132	0.394834777
YPR092W	0.444325277	0.425239458
Q0110		
YBL100C	-0.475130303	0.073432552
YMR137C	0.054316313	0.773368257
YPL084W	-0.238460087	0.030817208
YDL048C	-0.482809273	3.62e-05
YKL136W	0.04697378	0.9144835
YIR028W	-0.166392971	0.344727108
YBR231C	-0.05742167	0.812873943
YER159C	0.14730739	0.573156065
YBR013C	-0.056406609	0.856099616
YDL155W	-0.013287927	0.938218748
YOR022C	-0.083271028	0.531700426
YCR018C-A	-0.596488932	0.359021948
YFR012W-A	-1.441028926	0.056187984
YNL056W	0.224593965	0.075906304
tF(GAA)Q		
YGR001C	-0.021047349	0.917217454
YEL072W	0.090200031	0.715650327
YDR459C	-0.10160879	0.57553202
YCR001W	0.120744108	0.734530312
YJR155W	0.035660404	0.892660943
YHR214W-A	0.387222573	0.679141877
YMR293C	-0.094501854	0.597363593
YDR402C	0.029948727	0.958335214
YPL254W	-0.121762908	0.43723918
YER136W	0.033831886	0.808572827
YDR369C	0.06803584	0.725333254
YNL099C	-0.061379114	0.794763091
YLR305C	-0.047510299	0.736121091
YDL021W	0.281410639	0.046547058
YDR334W	0.010493924	0.943337721
YIR038C	-0.000301628	0.998881445
YOL133W	0.117504763	0.687966103
YLR323C	0.157773903	0.32050745
YLR027C	-0.075672994	0.570318836
YNR063W	-0.262793419	0.186969087
YLR089C	0.435124368	3.24e-10
YGL026C	-0.090739716	0.432634511
YDL160C	-0.189147088	0.11606966
YMR311C	0.074592262	0.808403088
YPR038W	0.348799265	0.865382764
YLR466C-A		
YIL010W	-0.047214689	0.818775653
YHR138C	0.065143424	0.82379481
YGR064W	-0.251082156	0.73695246
YOR343W-A		
YBR091C	0.159950411	0.425163059
YGL177W	-0.282147931	0.695565883
YDR069C	-0.12001695	0.34832971
YGL155W	-0.025996202	0.885199123
YGR253C	0.040247887	0.83287216
YPL210C	0.08173951	0.43440053
YNL152W	-0.218845006	0.401667939
YBL013W	-0.628411773	0.116208928
YIL002C	-0.217327189	0.035776626
YLR254C	0.313634653	0.023763982
YGL117W	0.3759799	4.09e-05
YOR045W	0.1116969	0.72701244
YLR041W	-0.731476598	0.256984358
YHL041W	0.541189183	0.821965211
YBR297W	0.374764789	0.000276225
YBL084C	-0.221804578	0.128864867
YNL318C	-0.586743166	0.598524006
YDR431W	-0.068632314	0.984480836
YML028W	0.070892911	0.789077195
YOR290C	0.004395273	0.981346077
YGR169C-A	0.139154851	0.671409573
tF(GAA)H1	-0.23074921	
YAL034C-B	-0.215174435	0.711540585
YDL158C	0.096069065	0.791611198
YJL085W	0.1188965	0.361545413
YIL139C	0.088875313	0.65579081
tP(UGG)N1	-0.910495533	
YDR398W	-0.148955886	0.256097464
YJL059W	0.084175861	0.732914046
YMR197C	0.096243251	0.556143932
YLR154W-C		
YBR148W	0.152907266	0.424172999
YMR187C	-0.098841496	0.65579081
YKL119C	0.201714127	0.133536155
YNL128W	0.197806608	0.425163059
YHR214W	-1.116140895	0.322895066
YLR108C	-0.067332388	0.803925168
YOR151C	0.035473717	0.756370267
YLL006W	-0.28890653	0.035651785
YPL022W	-0.043759654	0.762127808
YLR298C	0.150152689	0.322541246
YIL112W	0.12569119	0.288119558
YBR267W	-0.010156017	0.962762632
YOL122C	-0.450892299	7.21e-09
YPR202W	0.021680593	0.990328271
YOR305W	0.008963918	0.96355165
snR5	-0.120584365	0.792048301
snR6	-0.978048627	0.28143246
YLR285C-A	-0.001114555	0.997778227
YLR104W	-0.002024424	0.993689138
YDR242W	0.040600065	0.805581077
YER004W	0.036692409	0.856033589
YEL009C	0.040792862	0.872337413
YHR129C	0.033397754	0.893609085
YOR005C	-0.025031449	0.892329273
tL(GAG)G	0.712054884	0.494570345
YDR512C	0.105468352	0.732914046
YLR411W	0.223332326	0.146037733
YLR200W	0.124421782	0.76573031
YPR018W	0.014639521	0.945022719
YGR120C	0.164640576	0.166949538
YPL038W-A	0.142477651	0.856880053
YIR032C	0.274411996	0.1627217
YOR089C	0.082661958	0.736577297
YGR095C	0.168277699	0.158926371
YDL226C	-0.134914422	0.272712838
YGR113W	0.03835516	0.830354941
YBR014C	0.018667698	0.928760268
YHR192W	0.141500066	0.247755966
YIL034C	-0.124021317	0.326377443
YDL234C	-0.129866368	0.152368594
YER017C	-0.162306772	0.145405773
YER014W	-0.053251913	0.798127494
YGR219W	0.147414107	0.735167994
tR(UCU)D		
YGL227W	-0.14248583	0.157342039
YFL048C	0.106118198	0.349057387
YMR142C	0.097136855	0.778357766
YPR158C-D	0.151153482	0.818775653
YDL090C	0.099723812	0.476678411
YKL064W	-0.074988806	0.546417996
RUF23	-0.361040526	0.842862338
YGL098W	-0.002372133	0.991839999
YPR002W	0.68951832	1.72e-11
YPL043W	0.049579141	0.749080461
YPL067C	-0.231734664	0.286674184
YDR318W	-0.069382719	0.670151268
YCL076W		
YDR027C	0.005025753	0.975741393
YOR092W	0.34646936	0.045054781
YLL044W	0.288053868	0.840670886
YKR093W	-0.397774156	0.002374141
YGR244C	0.084638951	0.651487608
YNL332W	0.289058616	0.691913072
YDL149W	-0.205800888	0.101395541
YDR117C	0.034634277	0.818775653
YDR452W	0.016259789	0.897244667
YLR017W	0.115868786	0.322541246
YGR296C-B		
YIR015W	-0.032784608	0.928760268
RDN25-1		
YNL190W	-0.024844966	0.912442519
YDL216C	-0.080425143	0.646496017
YOR371C	-0.161016048	0.538531434
YBR084W	-0.124798215	0.202965889
YOR242C	0.215868093	0.432755287
YFR036W	-0.17759627	0.539325658
YNL339C	0.820362139	
YNL279W	0.105668946	0.633070004
YAR014C	0.001378481	0.99439665
YDR254W	0.075592048	0.630608391
YMR184W	-0.009113073	0.967959996
YLR176C	-0.130240279	0.575443391
YDR012W	0.00760775	0.977667893
YJR093C	-0.141923744	0.396890286
YBR026C	0.035247826	0.845222236
YCL049C	0.096115209	0.50552112
YDR526C	0.031716078	0.985299206
YPR183W	-0.054096234	0.778599213
YGR140W	-0.267963099	0.196396265
tE(UUC)E1	1.05552393	
tM(CAU)J1	1.520413094	
YJL175W	0.383421818	
YLR056W	0.10993719	0.272574439
YNL323W	0.063741977	0.687966103
YPR169W-A	0.518842025	0.728635015
snR39	0.020424534	0.981365646
YCL017C	-0.190141901	0.103140183
YFL068W		
tM(CAU)Q2		
YLR189C	0.018022938	0.893853006
YIL056W	-0.147347477	0.492600296
YAL040C	-0.526848863	0.000709571
YKL042W	-0.099515233	0.790216962
YLR345W	0.099453773	0.476429769
YBR035C	0.081129882	0.662149023
YDR444W	-0.161040912	0.269011181
YOR080W	-0.033554225	0.838198637
YPL089C	-0.144557989	0.450527035
YHR111W	0.086177523	0.525134547
YBR153W	-0.121188033	0.539703303
YPL058C	0.541459545	0.003490565
YHL034W-A	0.046199848	0.928975951
YDL222C	0.628391695	0.014931197
YDL059C	-0.189342049	0.420433685
YPL149W	0.213369178	0.0285476
YPL016W	0.157660048	0.286623037
YMR251W-A	0.013604308	0.9795654
tQ(UUG)H	0.125257756	
YOR126C	0.035263261	0.868721935
YDR510C-A	0.053432618	0.893718509
YGR228W	0.008659331	0.989634308
YDR517W	0.089112377	0.507180865
YKL050C	-0.019582471	0.937885461
YNL255C	0.099139813	0.787190635
