	log2FC	FDR
YGL125W	-0.335967776	0.0070085
YGR210C	-0.045292498	0.81442559
YHR067W	0.01926444	0.92553155
YER173W	-0.158449431	0.443885736
tM(CAU)C		
YLR045C	-0.05419312	0.771472109
tS(UGA)E	1.023629641	0.300793732
YFL026W	0.390401636	0.010761628
YJL064W	0.003918891	0.998672838
YBR069C	-0.075637299	0.51976874
YCL033C	0.15326451	0.437670287
YOL048C	0.043411692	0.807444534
YOR113W	-0.146832631	0.322055576
YDL121C	0.11270153	0.646720409
YML057W	-0.085482492	0.605161656
YOR315W	-0.12746263	0.316535228
tK(CUU)G1	1.324310394	
YOR192C-C	-0.089762127	0.93949034
YLR197W	0.13651443	0.160987352
YBL054W	-0.25143571	0.176480851
tY(GUA)D	-0.22151902	0.924646835
YAR060C		
YLR192C	-0.036701073	0.830244202
YPR067W	-0.023087878	0.913443586
YLL018C-A	-0.485088029	0.005985082
YMR013C-A		
YCR023C	0.010215142	0.948467565
YDL013W	-0.154323735	0.186565019
YNL288W	-0.273473966	0.072031341
YBL008W	-0.264504518	0.112731071
YNL224C	-0.158719455	0.181192642
YOL093W	0.113543152	0.4749509
YEL062W	-0.046245697	0.791439281
YER190C-A		
YOL104C	0.4778458	1.36e-06
YBL032W	-0.133050233	0.334077841
YHR030C	-0.363664566	1.51e-05
YMR155W	0.058401973	0.718075784
YDR094W	0.052288723	0.958335214
YOR052C	0.057717061	0.854142642
YLL063C	0.181623388	0.524564513
YJR144W	0.025416796	0.890522916
YOL105C	0.224659311	0.190575881
YEL029C	0.058844688	0.787190635
YER101C	-0.106922839	0.540952218
YBR084C-A	0.114267738	0.82525324
YGL096W	0.190221669	0.24153167
tP(UGG)M	1.591136841	0.00052408
YLR467W		
YNL283C	0.1177761	0.537653206
YER008C	-0.073887536	0.603621965
YDL200C	0.232189665	0.077517957
YKL099C	0.141489801	0.378082314
YNL334C	-0.277409096	0.651065812
YKL033W-A	0.051508289	0.787473525
YJL030W	0.054722884	0.804653603
YDL037C	-1.21664548	6.16e-06
YDR384C	0.707782271	1.1e-08
YGR258C	-0.173638622	0.324717698
YDR266C	-0.291855074	0.009924713
YIR033W	0.111515504	0.348442652
YNR061C	0.058078577	0.771185525
YJR126C	-0.056198979	0.644349396
YOL004W	-0.075382719	0.698874927
YDL095W	-0.052148636	0.734530312
YIR020C		
YML085C	0.056212319	0.663941596
YML079W	0.018614346	0.933762973
YBR097W	-0.003263111	0.985726201
YMR283C	-0.039440992	0.808419514
YOR066W	-0.396212133	0.048698678
YHR106W	-0.140632578	0.388430509
YGR241C	-0.164422327	0.196710406
YOL086W-A	0.080100057	0.774965883
YCL045C	-0.294334664	0.00102352
YBL109W	-0.029065014	0.990787182
YDR161W	0.092212707	0.506806688
YDL016C	0.049742783	0.894951011
YOL103W-A		
YHR136C	0.056251357	0.831266361
YEL009C-A	-0.253239553	0.818057282
YMR001C-A	-0.296192179	0.888757711
YFL028C	0.079315715	0.624506231
