	log2fc	p-adj
TIF6	-0.156839758	0.116419666
ATP17	-2.473066326	1.55e-07
COS2	0.42139956	0.015645164
STE12	0.003500531	0.934577075
RPL18B	-0.348394414	0.017042948
UBP10	0.116372769	0.109664588
KEX2	-0.021627328	0.868166514
CDC48	-0.001089536	0.984714721
ATP2	-1.301170159	0.006980745
UBC5	-0.49249804	0.362888847
YGP1	-0.375129253	0.045513401
PBP4	-0.278651731	0.012470717
YBL107C	-0.16690816	0.569812065
YNL115C	0.408991416	0.001955416
SMB1	0.090770991	0.163513314
ARG2	-0.877545303	1.42e-05
BER1	0.256314248	0.423831579
RBS1	-0.013565623	0.886996008
ATG17	0.141739295	0.023213171
UBC13	0.15049505	0.335648861
PET123	-1.225878172	8.51e-07
ADE17	1.25816832	0.001206867
SMP3	0.243106792	0.061524323
OST3	0.47418528	0.03462335
SRC1	0.407110988	0.000905062
ATP14	-1.697665211	0.018675406
MPD1	-0.016495963	0.756066406
POP7	-0.099507221	0.319036375
RNR2	0.629519812	4.26e-05
PRY2	1.117544949	0.295736771
PRS4	-0.152809318	0.030192925
HSC82	-0.016486538	0.923681059
PGC1	0.574665029	0.055463634
NKP2	0.403197078	3.38e-05
RFA1	0.018609946	0.810027668
NMT1	0.244714472	0.038004741
YBL005W-A	0.765934609	0.000351466
DSF1	1.929712247	0.008430025
ERG2	0.590506163	0.036443048
AIM39	-0.133744062	0.094044289
GOS1	0.008748597	0.743736902
NAS6	0.10290497	0.300752269
PUP3	0.041956286	0.83357779
CAM1	0.01247628	0.905384241
SFH1	0.112954826	0.129378293
VPS25	0.072471034	0.806221223
YLR460C	-1.194138362	0.008172816
ABP140	-0.200362126	0.005084678
DFM1	0.276901283	0.048597068
PBS2	-0.01753538	0.798840757
MSN2	-0.379565271	0.000126704
YDL129W	0.61614044	0.013605561
ATG7	0.157019694	0.067793062
NRG2	0.625394988	0.008026963
RAI1	0.031435668	0.546119241
APL2	0.08620538	0.0827867
AIM5	-0.561845101	0.005035043
YEL043W	0.189576477	0.079341494
MRS3	-1.163663478	2.23e-05
DOM34	-0.022270739	0.826169212
CBF2	0.339680322	0.000892966
CDC24	0.125117019	0.065955189
YLR149C	0.084670447	0.136105008
VID30	0.132392003	0.013675214
PRE7	-0.122322078	0.394177475
CCZ1	0.434457851	0.003436471
SOK2	0.639659819	0.002106684
GUK1	0.043836841	0.208318563
HPA3	0.027930113	0.641974802
NAR1	0.27157579	0.027036637
MGA2	0.157329687	0.074820974
GAS1	-0.204275302	0.053162099
HAP2	-0.076423034	0.591175182
TAH18	0.138864423	0.040044413
BSC6	-0.013299308	0.850961013
OMA1	-0.255751662	0.002129003
PBP2	0.236351967	0.192935478
SEC61	0.060694174	0.496999397
GDI1	0.409538282	0.000501975
PRP39	0.176207648	0.016187145
OTU1	0.377574498	0.010369097
YLR118C	-0.059241712	0.432388046
RGI2	1.315247535	0.000168833
TSA2	0.576954721	0.173431221
FET5	0.240974257	0.019618235
ATG23	0.514603518	0.001060574
NYV1	0.482861084	0.001012933
DSE1	0.029357327	0.828323427
RGA1	-0.034518074	0.683568948
YBR056W	0.087432415	0.209221684
RNH1	-0.036894185	0.626698019
PAT1	0.086669236	0.279136809
PRI1	0.092911662	0.039304899
CAX4	0.483962536	0.001943243
ECM16	0.108968017	0.113368858
NHP6B	0.580798424	0.006858188
COX9	-2.609925951	7.73e-06
RIO1	0.070516669	0.49788262
TRM82	-0.265518077	0.124381827
YLR072W	0.349778335	0.000359776
PPG1	-0.155253107	0.351754644
YAP1	-0.005574766	0.93121757
POL1	0.015662075	0.632736103
BNA5	-0.011242397	0.89269802
