	log2fc	p-adj
TFC8	0.167704414	0.083896715
YDL180W	-0.104459294	0.173993764
HMF1	0.094256237	0.737564864
IES6	0.149746158	0.085252971
MRP13	-0.561610869	5.66e-05
SNL1	0.145850076	0.027210449
NPL3	-0.212521122	0.507360064
BIK1	0.229263069	0.042457197
SOM1	-1.255782587	0.006972312
CMC2	-1.027817284	2.68e-06
LCL2	-0.330759396	0.570176507
RPN13	-0.126295209	0.049480703
DPM1	0.235407432	0.006020745
PXA2	1.029815376	0.000888623
SEC39	0.087306168	0.013983993
RPS30A	-0.418662521	0.161864663
PDC6	0.295075751	0.005704047
VPS13	-0.004540806	0.861587674
YOS9	0.033868886	0.476466351
GTF1	-1.355069401	1.49e-06
YDR476C	0.864685221	0.035053426
HCS1	0.113478195	0.068777308
YPR084W	0.226761739	0.005585975
NPR2	0.216086078	0.058557297
OCA2	0.432717901	4.35e-05
PET10	0.886220516	0.00261522
PTC2	0.05345516	0.329855049
RPT3	0.006315533	0.85755868
CBC2	-0.085053967	0.298416763
ARO4	-0.245913804	0.080715037
YOL092W	0.007313752	0.917165744
CYM1	0.040282913	0.418547379
GPI2	-0.313020887	0.220972814
RAD57	0.420731981	0.036332922
YJU2	-0.05659829	0.479365019
YCL012C	-0.222773456	0.003870229
SSM4	0.099112859	0.123186561
MLC2	-0.151227115	0.419307988
MXR1	0.543147454	2.37e-06
ARG8	-0.296065676	0.005181769
YKL023C-A	-0.849790335	0.00018764
SWA2	-0.02067942	0.7520967
ECM32	0.032743223	0.274279908
YDR132C	0.47536264	0.000995573
PEP3	0.208867442	0.069038595
PET122	-0.099766505	0.072262753
SPO73	0.302432701	0.002203449
BUR6	0.106679382	0.162029695
YKR023W	0.09256221	0.054641661
MAL12	0.997431024	4.29e-05
TOM22	-0.18078034	0.238192563
CIT3	1.80470806	0.001484991
YPR1	0.193556433	0.026530289
GLC7	-0.082129486	0.761344984
FSF1	-0.998913709	0.000147939
HOM3	0.05430068	0.439280044
AIM14	0.140915469	0.10035938
LAP4	0.203974764	0.002402566
MRPL9	-1.037625816	4.62e-05
YGL117W	0.752723	0.013064853
TSC3	0.175190718	0.061572536
BDH1	-0.199634685	0.001119513
SLX5	0.026431629	0.534750679
CTR9	0.088252975	0.064362471
CKA1	0.052040783	0.650215479
EMP47	0.094164517	0.319138682
ELG1	0.06158406	0.286091822
INM1	0.063367396	0.774998905
ULA1	0.190614844	0.017194598
ICL1	-1.428808808	0.015951269
RTF1	0.018733122	0.541056888
YNL092W	0.474267642	1.78e-05
CWC23	0.207726306	0.032386008
SER3	0.275484427	0.01384937
MOD5	0.172675636	0.014727494
CDC40	-0.084403637	0.356042214
AIM31	-0.527996578	0.00122864
PUS4	-0.099772489	0.147651775
RTT107	0.211425163	0.017886522
OXA1	-0.252384525	0.006011509
ADH3	0.419249957	0.003816941
FAR7	0.127170734	0.136245196
SSZ1	0.003020071	0.94087287
GPM2	0.855690861	0.000410941
GEM1	0.048722784	0.853593403
RBA50	0.140615351	0.038278152
YML096W	0.066802394	0.060641135
BNI5	0.063267324	0.303001852
PRD1	-0.423665701	0.000984625
PHB1	-0.494574934	0.002717702
PEX17	0.180911991	0.001027607
COX12	-2.580895664	0.001351852
CDC24	0.125117019	0.065955189
SOL4	0.496989589	0.007660071
ROK1	-0.034617143	0.505418465
DJP1	-0.014434857	0.822440341
YBR242W	-0.186452119	0.000613569
MAK21	0.153112476	0.061189059
CNN1	0.159454329	0.03939059
RRG8	-1.737696929	2.51e-05
CBF2	0.339680322	0.000892966
YOR052C	-0.770876402	0.005426695
SDS24	0.519872821	0.000151969
NIP100	-0.039026419	0.531681403
LCB4	-0.357210216	8.09e-06
AEP1	-1.148575723	6.45e-05
STB4	0.033971816	0.788426846
ISW1	0.032589943	0.471206958
APE3	0.453975113	0.013542619
ADE3	0.486530525	0.001063866
YPR097W	0.291910666	0.002890931
YNR021W	0.046067759	0.644635788
INO4	0.008054487	0.935103307
TUS1	0.296952755	0.002231393
YHR112C	0.465377406	0.001504249
SMI1	-0.17919364	0.049804391
IMP2'	-0.074228388	0.671464643
ROG1	0.726736198	0.005729773
YDL027C	-1.35452051	1.72e-08
BGL2	0.513187345	0.151784211
RPR2	0.070788473	0.494302157
MIC17	-0.693242656	0.161114784
MSA1	0.186918941	0.058820654
JEN1	0.512290715	0.000262019
SFP1	0.251967832	0.025575827
GVP36	0.151548624	0.123375229
UTR2	-0.032487798	0.752959826
PHD1	1.202831482	0.00267013
SKM1	-0.60961941	0.012729777
NUP60	-0.028200579	0.8118177
ESC2	0.258114845	0.134397732
GRX4	-0.618114745	0.006179554
TMA23	0.307583911	0.085716697
AIM37	-1.258292686	2.24e-05
MRP8	0.084848087	0.263991508
SAM1	-0.507854122	0.001394688
GTS1	0.00255776	0.957890033
RSN1	0.043500653	0.474901118
YAP3	-0.201394815	0.072021114
HIS4	1.22115341	0.001134941
LSB5	-0.008325406	0.875429446
MPS2	0.07897966	0.537598888
OAR1	0.270751079	0.009238353
ENA1	0.53938543	0.00384763
EAF7	0.101720619	0.17275433
MET1	0.151572122	0.1758024
UAF30	0.283672049	0.011435692
RHB1	0.118569812	0.296511763
RPL31A	-0.415749115	0.113746595
YPL245W	-0.562485924	0.000117117
OCH1	-0.228733714	0.00787532
AKR2	0.423018694	0.001249936
RFS1	-1.8e-05	0.999618217
YOX1	-0.479300839	0.000768822
DBP7	0.0923643	0.219216547
ECM33	-0.402108675	0.042985197
YER010C	0.125199392	0.476904497
BIO2	0.14590575	0.109039929
SIM1	0.695228843	0.276634962
SHS1	-0.202048197	0.073409886
YEA6	-0.272257036	0.012996075
CTF18	0.043777018	0.55466378
PER1	0.124012921	0.256084894
YHI9	0.337698887	0.000404124
MDR1	0.187478961	0.010850359
YAT1	0.477700802	0.019948984
PKP2	-0.7215758	2.41e-06
SCO1	0.126050924	0.073711836
YGR201C	0.973984392	0.004688167
TID3	0.152884723	0.133239148
GTB1	0.313667086	0.000505501
SED4	0.279256686	0.001496456
MTC3	-0.840608726	0.000172971
SMY1	0.129875411	0.143549859
YPT1	0.186722856	0.110568371
YEF1	0.1961618	0.265729588
YPR127W	0.149749886	0.00627636
HSK3	-0.234613204	0.425736561
DAS1	0.03590732	0.343108314
CAF120	0.192127444	0.030159028
THG1	0.378824192	0.145813579
SPG4	0.799731517	0.145569364
ATP3	-1.56501985	2.47e-05
SUC2	0.991661667	3e-05
ZIM17	-0.173992515	0.370307829
SSN8	0.074959686	0.621384697
YJL132W	0.339080375	0.034471622
YMD8	0.062261755	0.768458816
CRN1	-0.057837122	0.455757291
NUP192	0.065868393	0.100671376
YMR253C	-0.089953836	0.463552254
MNS1	0.249717037	0.016661492
PLP2	-0.054668738	0.55256188
CCS1	0.209483869	0.162223563
YLR413W	0.586329208	0.004579788
EAR1	-0.106110754	0.14388896
YEL025C	0.499093413	0.06247142
MMT1	-0.591199373	0.005104832
TRM5	0.049949695	0.161631657
PRS1	-0.071111668	0.393773923
FAS1	-0.54360468	9.8e-05
RPB3	0.13069821	0.627661766
SGF29	0.246425492	0.020028726
APN1	0.06165245	0.149101837
CMD1	0.482191104	0.039794873
YBL107C	-0.16690816	0.569812065
SRN2	0.256316397	0.016286905
VIP1	-0.048954786	0.188046655
HBS1	0.162134441	0.05907011
SAY1	0.033741139	0.605357708
SEC16	-0.070412766	0.26714407
MTQ2	0.482935157	0.005528078
ARE2	0.811962746	0.000548161
YHC1	0.057799344	0.921161101
SEN54	0.013902517	0.834256399
THR4	0.165425836	0.014952609
YPT32	0.29649084	0.050110336
EMP46	0.488657237	0.000384112
YLR312C	0.330964411	0.020014306
MED11	-0.087485712	0.396603368
ASK10	0.237897825	0.015295383
UBC7	-0.055972941	0.193839048
ART10	0.327957075	0.005046212
HOM6	0.164005439	0.063349224
HUA2	0.192014878	0.067523465
ASM4	0.006496211	0.881241439
LCB5	0.201878847	0.01293666
PIB2	-0.08771448	0.403488509
PRP21	0.323318659	0.036784505
GAB1	0.095236508	0.4151208
RTC6	-1.076199793	0.170277284
ASE1	0.088165724	0.51751319
HIS5	0.952633003	0.001912761
RER1	0.106278246	0.020102593
MRPL51	-1.067611006	0.000611251
VPS4	-0.045523429	0.565072524
WWM1	0.246035729	0.016487843
ERV2	-0.076571368	0.757197363
RTC4	0.292764632	0.052187716
RPC19	0.059431593	0.710970525
YDL057W	0.142769891	0.001600223
NUP159	0.005098104	0.935483015
SYH1	0.215492826	0.07558185
ACS2	-0.286561664	1.12e-06
HEH2	0.199497984	0.065477051
YMR206W	-0.707983957	0.005882318
IRC15	1.128352267	1.31e-06
YGR054W	-0.29190068	0.080088917
MVD1	0.161670431	0.014571223
OSH3	0.155152982	0.031651418
SLP1	0.172509123	0.628749646
PCM1	-0.327203058	0.104558597
APT2	0.307619229	0.009227475
OPI10	0.346948405	0.007802226
SMF2	0.28540977	0.012786697
DRS1	-0.162149483	0.033992638
YGR117C	-0.061755515	0.328682192
OM45	-0.666878985	0.000157125
SUM1	0.214586171	0.068652367
NCE102	0.106755121	0.419035692
NUT1	0.340081218	0.002195255
MRP49	-0.352578747	0.005655624
URE2	0.018659581	0.702922921
SPC29	-5.16e-06	0.999966053
RSE1	0.08689564	0.234131142
MOT3	-0.031665154	0.634254582
PML1	0.034304373	0.897443902
RPS7B	-0.252673371	0.292654281
OTU1	0.377574498	0.010369097
FMP43	2.508270662	0.000192337
YGL101W	-0.17298411	0.305137384
YHR192W	0.350116553	0.014014984
YCH1	0.125986376	0.27049214
COS2	0.42139956	0.015645164
RMD1	0.017450001	0.780470401
GAD1	-0.038412469	0.629941189
AIM33	-1.110623776	3.27e-07
CWH41	0.27484344	0.009035717
TAF3	0.141294666	0.000794447
AIM45	-0.398081417	0.011961209
RSA1	0.352323918	0.000129438
KES1	0.029695554	0.66563223
SUR4	0.025249451	0.786835656
MNN2	0.089913512	0.378812683
BMH1	-0.107785064	0.342718928
FOL3	0.454470838	0.001247016
GCD14	-0.044269302	0.646568967
GLG2	-0.88306069	1.2e-06
YLR290C	-0.642752564	8.62e-06
PET112	-0.932408783	2.59e-06
AIM23	-1.193430509	2.39e-05
RPT4	-0.043200725	0.608317561
SAM35	0.026336584	0.51427453
