	log2FC	FDR
YLR118C	-0.003693688	0.988106983
YDL240W	-0.079401666	0.719913947
YGR009C	-0.066880255	0.591960648
YKR035C	-0.046529149	0.942152334
YJR121W	-0.244506388	0.002834088
YMR269W	0.19575472	0.308158602
YOR172W	-0.29783601	0.001221715
YLL025W	0.158553293	0.687621231
YBR017C	-0.148277603	0.217093067
YNR066C	-0.322744701	0.227864353
YPR002C-A	0.151802394	0.817578131
YKL136W	0.04697378	0.9144835
YIL009C-A	0.129187615	0.481886421
YER023C-A		
YNL075W	0.063516388	0.70021279
YDL004W	-0.086597812	0.740911727
YHR207C	0.17959037	0.073309247
YML113W	-0.124818324	0.631100844
YLR324W	-0.045179931	0.810923001
YFR012W-A	-1.441028926	0.056187984
YLR159C-A		
YLR003C	0.155760879	0.231222189
YKR009C	-0.434283662	0.001109107
YHR217C	2.090593393	
YJL071W	-0.123823022	0.506757709
YDR153C	-0.153464792	0.202696991
YJR147W	0.148745546	0.688526544
YJR006W	-0.031860915	0.858203982
YDR337W	0.059882498	0.735200928
YLR155C		
YKL061W	0.118236665	0.746197977
YGL178W	-0.647815884	4.74e-07
YER077C	-0.084294687	0.516599245
YNL096C	0.042764998	0.846788572
YJL023C	0.194121417	0.125565458
YHR072W	0.013753076	0.945465821
YJL156W-A	0.085962404	0.810138306
YNL243W	-0.3943799	2.83e-06
YLR097C	0.123646214	0.411676728
YBR175W	-0.396650766	0.009338338
YJL167W	0.022206713	0.902753074
YCR046C	-0.030142448	0.893220204
YMR308C	-0.139267309	0.158251212
tD(GUC)L2	0.13571652	
YLR380W	-0.090254894	0.78512545
YER119C-A	-0.553716167	0.682105807
YGL194C-A	-0.046229182	0.899855388
YFR009W-A		
YFR013W	-0.236700983	0.123592422
YCL029C	-0.080463476	0.658391579
YER060W-A	-0.169302743	0.521920332
YLL044W	0.288053868	0.840670886
YDL216C	-0.080425143	0.646496017
YDR468C	0.078497512	0.703495754
YDR479C	0.009542514	0.956441765
YOR327C	0.093861128	0.687201786
tA(UGC)G	0.757629878	
YIL005W	-0.19235668	0.092879566
YER051W	0.076031502	0.668002635
YDR056C	0.108883253	0.55621668
YDR436W	0.010983619	0.967738329
YFR042W	0.050805816	0.818775653
YIL131C	-0.052342755	0.821999837
YBL081W	-0.335860812	0.066845668
tF(GAA)M	-2.30300573	0.090162981
YIL078W	-0.000451305	0.997778227
YDR453C	0.11523786	0.603764973
YJL127C	-0.14477412	0.517375339
YHR079C-A	1.053611315	0.160987352
YCR065W	-0.370525398	0.147379286
YLL045C	0.089099718	0.756370267
YBL064C	0.001069108	0.997158951
YHR105W	0.041963322	0.907545399
YDR274C	0.091827082	0.782982559
YNL078W	0.00582426	0.983850726
YHL012W	0.026369394	0.89077488
YLR008C	0.028417484	0.890522916
YER165W	-0.003260521	0.9822857
YKR092C	0.048045077	0.79352116
YDL055C	-0.018137492	0.930334263
YHR214C-E	2.164138257	0.139432084
YGL218W	-1.408901336	
YLR242C	0.185018761	0.343190907
YIL130W	-0.198922512	0.108413227
YBL105C	-0.023518746	0.856099616
YKL171W	-0.270141689	0.009480759
YBR018C	0.093119655	0.808419514
YMR037C	-0.41801919	0.024179613
YOR232W	0.07604871	0.776710896
YBR102C	-0.112971952	0.56163102
YJL160C	0.29540588	0.178721362
YGL094C	-0.107622535	0.408236884
YDR021W	0.126428657	0.409890192
YJL089W	0.397664891	0.060725783
Q0045		
YLR244C	-0.054875893	0.729659549
YLR249W	0.012697435	0.932578634
YBL090W	0.098989284	0.72737431
YIL158W	0.184460402	0.200167167
YKL128C	-0.137457061	0.282834047
YLR101C	0.324860152	0.337989504
YOL135C	0.134547599	0.597198078
YBR191W	0.069041991	0.83654961
YER074W-A	0.147717169	0.605161656
YOL097W-A	0.294441132	0.394834777
YGR140W	-0.267963099	0.196396265
YOR169C	-0.092506557	0.876056797
YDR157W	0.248742155	0.530663504
YBR176W	0.094161905	0.651487608
YPR158W	0.198997366	0.550511031
YDR232W	-0.133857369	0.33383053
YML126C	-0.107592532	0.404043609
YDR204W	-0.028086893	0.879032362
YPL239W	0.140273729	0.322541246
YPR032W	-0.303304626	0.001170808
YBR223W-A		
YGR285C	-0.047902008	0.736710346
YOL063C	-0.190045498	0.071966899
YHR152W	0.062969889	0.788371739
YGR135W	0.077218968	0.715463425
tT(UGU)P		
YJL139C	-0.136913302	0.28143246
YNL166C	-0.069411846	0.631958204
YAR031W	0.706903278	7.33e-05
YLR364W	-0.111667527	0.713508678
YJL175W	0.383421818	
YML012C-A	0.112402963	0.87938645
YLR409C	-0.063786943	0.684743856
YLR450W	0.049356927	0.765332686
YDL130W-A	-0.04311834	0.916399726
YOR086C	-0.034510015	0.807662543
YLR060W	-0.118661321	0.239558506
YDR109C	-0.076234442	0.723641726
YER130C	-0.49474833	2.62e-06
YOR381W	0.032230263	0.856377978
YOR089C	0.082661958	0.736577297
YPR158W-B	0.276732051	0.879032362
YHR081W	0.134720836	0.559026031
YEL052W	-0.132912208	0.234201265
snR17b	0.147864217	0.769154677
YNL318C	-0.586743166	0.598524006
YHR004C	-0.106969772	0.388430509
YLR399C	0.024863138	0.881116791
RDN5-3		
YLL065W		
YLR432W	0.005697067	0.973011676
RDN25-2		
YHR032W	-0.084036782	0.628243163
YHR017W	-0.018098706	0.920421041
YLL057C	-0.004715345	0.988106983
YHR179W	-0.079714461	0.516599245
YER177W	-0.009370495	0.971390965
YPR172W	-0.043617865	0.829503795
YOR213C	0.128236954	0.360608956
YMR302C	-0.14544471	0.134090643
YLR030W	0.057723782	0.798998434
YLR361C	-0.02170201	0.910082925
YOR394C-A	0.203791091	0.925670953
YFL046W	0.085950052	0.753107855
YNL309W	-0.099395766	0.788371739
YHR212W-A		
YKL016C	-0.114548679	0.713597953
YJR140C	0.032331868	0.821999837
YOR260W	-0.002080097	0.991042124
YOR238W	0.174988436	0.177108798
YDR430C	-0.167412919	0.047117383
YJL136C	0.072512613	0.859546892
YJL078C	0.117163258	0.669526188
YOR158W	0.104533578	0.413879944
YGR123C	-0.015243503	0.927716804
YGR293C	0.27320102	0.855796165
YCL040W	0.049545699	0.798543566
YMR317W	-0.146513531	0.329998785
YBL104C	-0.248332245	0.04371707
YGL197W	-0.075280552	0.712299091
YLL031C	-0.180169154	0.139022223
YMR260C	0.084027157	0.821732361
YKL193C	0.087272337	0.591950374
YPL260W	0.032901497	0.803312719
tT(UGU)H		
YDL011C	-0.019191819	0.992981079
YJL058C	-0.218584428	0.193393205
YPL032C	-0.442259121	0.000127554
YPL184C	-0.154937942	0.132237867
YER159C-A		
YBR195C	-0.36856966	0.017199878
YNL162W-A	0.205203176	0.555938252
YHR022C	0.436988043	0.050595449
YNR040W	0.048036716	0.793405833
YAL019W-A	1.840120549	
YKL106W	-0.023153704	0.92390264
YGR158C	0.0670916	0.689277419
YBL092W	0.088933831	0.820012926
YBR202W	-0.099372542	0.583600402
YML018C	-0.110035451	0.618477894
YBR191W-A	0.012480672	0.984477947
