	log2FC	FDR
YDR441C	0.015006655	0.958892749
snR72	0.354491158	0.643873423
YIL036W	0.043688947	0.760762885
YBR103W	-0.027413825	0.879830964
YCL041C	0.066720044	0.949358705
YEL010W	-0.938490677	0.378082314
YIR022W	0.137048454	0.374263854
YCR025C	0.268477864	0.594448042
YIL075C	-0.042172638	0.725333254
YCL025C	-0.248167973	0.00629939
YOR041C	0.122705027	0.948719139
YNL043C	0.039875705	0.942777137
YDR066C	0.22268271	0.070842377
YDL182W	0.295951643	0.01011009
YIR030C	-0.133927957	0.553749965
YDL167C	-0.053187111	0.791611198
YAR061W		
YJR077C	-0.309397953	5.91e-05
YLL019W-A		
YGL208W	-0.293326894	0.006864886
YDR363W	-0.122694459	0.378410609
YMR156C	-0.003623433	0.989230522
YDR404C	0.081858285	0.635410631
tE(CUC)I	0.099028953	
tM(CAU)O1	-0.485174164	
YMR158W-B	-0.077725717	0.942152334
YLR120C	-0.462717578	8.29e-07
YDR412W	0.105381395	0.789157796
YDR375C	-0.070172787	0.597363593
YKL211C	-0.191558563	0.107713213
YAL047W-A	-0.927509437	
YOR233W	-0.217102111	0.352052482
YER123W	0.052440974	0.735200928
YGR098C	-0.081270594	0.670151268
YNL098C	0.026013101	0.897373858
YER083C	0.123877245	0.575490678
YBL005W-B	0.389947441	0.26723851
YOR254C	-0.041433894	0.739257409
YKL128C	-0.137457061	0.282834047
snR82	0.091323573	0.825710227
YCL067C	-0.622310381	
YER164W	-0.024352942	0.909560937
YLR266C	0.033571063	0.837161677
tG(GCC)M	0.820362139	
YMR102C	-0.323468948	0.09907813
YLR466C-B	-0.351364991	0.837818855
tR(CCG)L	0.099028593	
YCR086W	0.147038791	0.425163059
YPR072W	-0.018269258	0.910082925
YHL013C	0.118135645	0.462544964
YDL037C	-1.21664548	6.16e-06
YFL036W	-0.075461877	0.543215245
YNL247W	-0.089470904	0.409750044
YGL211W	0.069263785	0.60402579
YKL085W	-0.335003304	0.000147428
YHR214C-B	0.406210555	0.562703694
YDR538W	-0.047632242	0.910082925
YDR077W	-0.018554439	0.9454679
YPL084W	-0.238460087	0.030817208
YBR001C	-0.058594887	0.731662426
YLL028W	0.138414251	0.67055108
YKL157W	-0.148312191	0.063126337
YBR251W	0.038005415	0.819418327
YGL167C	-0.104063228	0.363631089
YLR125W	0.038348269	0.917131309
YBR182C-A	0.52992244	0.290499883
YPR201W	0.36328316	0.006510841
YCR034W	-0.094613365	0.603621965
YML095C	-0.112809782	0.624399116
YDR014W	0.175817822	0.203155214
YER095W	-0.066089598	0.756370267
YOR037W	0.068094907	0.698874927
YPL230W	0.092147114	0.4372615
YNL103W-A	-0.532055875	0.490931289
YPL158C	-0.229560914	0.147379286
YNR053C	-0.027210072	0.853816613
YHL015W	0.101756001	0.866808221
YDR008C	0.035834494	0.945022719
YDR131C	0.128509857	0.327404279
YIR017C	0.033151731	0.978563434
YNL062C	0.001635624	0.993689586
YGR275W	0.057901692	0.833307292
YKL180W	0.094036311	0.715650327
YKL223W	-0.622310381	
YGR271C-A	0.095695052	0.654922201
YGL047W	0.054383014	0.789562142
YLR140W	0.362813413	0.415477458
YDL004W	-0.086597812	0.740911727
YGL174W	0.052636979	0.807043285
YMR317W	-0.146513531	0.329998785
YNL276C	0.216988123	0.801836916
YDR030C	-0.047142664	0.807223573
YMR121C	0.029060931	0.897373858
YGL119W	-0.014488634	0.9454679
YLL048C	0.01319128	0.92762909
YBR233W	-0.073712919	0.822417136
YGR189C	-0.161043291	0.065586711
YKL111C	0.147074335	0.801749217
YNR075W	-0.03622736	0.918132631
tG(GCC)J1		
YGR246C	0.073435999	0.606980431
YKL002W	0.084195515	0.676179096
YMR285C	-0.202002066	0.077289167
YLR037C	0.013249041	0.973011676
YER073W	-1.178236299	3.52e-39
YLR208W	0.017123545	0.910082925
YDR475C	-0.254247648	0.009348617
YMR261C	-0.20804461	0.030899523
snR47	0.219153546	0.742611294
YPR086W	0.160954143	0.145140998
YDL024C	0.29870813	0.07998956
YGR227W	-0.12584481	0.57133603
YMR279C	-0.220559672	0.495450493
YJL164C	-0.024279743	0.903957013
YGR042W	0.107931112	0.595707503
YLR092W	-0.306348019	0.002851576
YMR182W-A	-0.01332665	0.988106983
YBL041W	0.076703638	0.719784891
YPL137C	-0.201053606	0.068957613
YOR339C	0.567172757	0.000298663
YOR142W-A		
YOR166C	0.067846967	0.651087588
YFL056C	-0.091068387	0.659008408
tR(UCU)D		
YKL051W	-0.373867233	8.44e-06
YNL134C	-0.465125634	1.21e-08
YOL014W	0.773388909	3.42e-05
YOR087W	-0.090135591	0.525134547
tT(AGU)O1		
YKL136W	0.04697378	0.9144835
YLR163C	0.013997297	0.927219201
YLL044W	0.288053868	0.840670886
YKR077W	-0.507169761	0.014881196
tD(GUC)M	0.09902907	
YGR032W	0.008189613	0.958335214
YGL121C	0.107493214	0.627328659
YJL073W	-0.250267729	0.047226235
YNL326C	0.048347116	0.792774546
YAL007C	-0.025874978	0.893425537
YNL054W-B	-0.631218274	0.002086203
YDR391C	0.161981311	0.292789672
YDR148C	-0.51173245	4.12e-16
YNL017C	0.474261855	0.757230149
YIL030C	0.048063799	0.767346591
YOR073W	0.046905322	0.840873624
YHR203C	-0.023863939	0.925016154
YKL119C	0.201714127	0.133536155
YPR089W	-0.173952463	0.106392005
