refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
SRR1019454	SRP032276		sk1					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		wt replicate 1 ip		WTrep1_IP	
SRR1019455	SRP032276		sk1					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		wt replicate 1 input		WTrep1_input	
SRR1019457	SRP032276		sk1					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		wt replicate 3 ip		WTrep3_IP	
SRR1019458	SRP032276		sk1					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		wt replicate 3 input		WTrep3_input	
SRR1019459	SRP032276		sk1					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		ime4 deletion replicate 1 ip		IME4delrep1_IP	
SRR1019460	SRP032276		sk1					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		ime4 deletion replicate 1 input		IME4delrep1_input	
SRR1019461	SRP032276		sk1					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		ime4 deletion replicate 2 ip		IME4delrep2_IP	
SRR1019462	SRP032276		sk1					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		ime4 deletion replicate 2 input		IME4delrep2_input	
SRR1019463	SRP032276		sk1					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		wt veg ip		WTVeg_IP	
SRR1019464	SRP032276		sk1					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		wt veg input		WTVeg_input	
SRR1019465	SRP032276		sk1					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		ime4 deletion veg ip		IME4delVeg_IP	
SRR1019466	SRP032276		sk1					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		ime4 deletion veg input		IME4delVeg_input	
SRR1019467	SRP032276		sk1					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		mis induction ip		MISplus_IP	
SRR1019468	SRP032276		sk1					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		mis induction input		MISplus_input	
SRR1019469	SRP032276		sk1					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		mis inducible strains, without induction,ip		MISminus_IP	
SRR1019470	SRP032276		sk1					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		mis inducible strains, without induction input		MISminus_input	
SRR1019471	SRP032276		sk1					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		ime4 catalytic mutant ip		IME4cat_IP	
SRR1019472	SRP032276		sk1					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		ime4 catalytic mutant input		IME4cat_input	
SRR1019473	SRP032276		sk1					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		ime4 deletion replicate 3 ip		IME4delrep3_IP	
SRR1019474	SRP032276		sk1					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		ime4 deletion replicate 3 input		IME4delrep3_input	
SRR1019475	SRP032276		sk1					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		time course early meiosisime4plus0min ip		EarlyMeiosisIME4plus0min_IP	
SRR1019476	SRP032276		sk1					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		time course early meiosisime4plus0min input		EarlyMeiosisIME4plus0min_input	
SRR1019477	SRP032276		sk1					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2000 (IlluminaHiSeq2000)	True				SRA		time course early meiosisime4plus15min ip		EarlyMeiosisIME4plus15min_IP	
