refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
SRR5871397	SRP113626		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment2: PHO84-constitutive, with PHO84p-Venus reporter, with constitutive mCherry, with Pho84-L74F substitution. Growth in 0.06mM low Pi for 6h	
SRR5871398	SRP113626		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment2: PHO84-constitutive, with PHO84p-Venus reporter, with constitutive mCherry, with Pho84-L74F substitution. Growth in 0.06mM low Pi for 7.5h	
SRR5871399	SRP113626		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment2: PHO84-constitutive, with PHO84p-Venus reporter, with constitutive mCherry, with Pho84-L74F substitution. Growth in 0.06mM low Pi for 7h	
SRR5871400	SRP113626		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment2: WT, with PHO84p-Venus reporter. Growth in 0.2mM for 24.67h and recovery into 7.3mM for 8.5h	
SRR5871401	SRP113626		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment2: WT, with PHO84p-Venus reporter. Growth in 0.2mM for 24.67h and recovery into 7.3mM for 7h	
SRR5871402	SRP113626		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment2: WT, with PHO84p-Venus reporter. Growth in 0.2mM for 24.67h and recovery into 7.3mM for 7.5h	
SRR5871403	SRP113626		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment2: WT, with PHO84p-Venus reporter. Growth in 0.2mM for 24.67h and recovery into 7.3mM for 6h	
SRR5871404	SRP113626		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment2: PHO84-constitutive, with PHO84p-Venus reporter, with constitutive mCherry, with Pho84-L74F substitution. Growth in 0.06mM for 24.67h and recovery into 7.3mM for 0.17h	
SRR5871405	SRP113626		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment2: PHO84-constitutive, with PHO84p-Venus reporter, with constitutive mCherry, with Pho84-L74F substitution. Growth in 0.06mM for 24.67h and recovery into 7.3mM for 0.33h	
SRR5871406	SRP113626		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment2: WT, with PHO84p-Venus reporter. Growth in 0.2mM for 24.67h and recovery into 7.3mM for 5.5h	
SRR5871407	SRP113626		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment2: WT, with PHO84p-Venus reporter. Growth in 0.2mM for 24.67h and recovery into 7.3mM for 4h	
SRR5871408	SRP113626		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment2: WT, with PHO84p-Venus reporter. Growth in 0.06mM low Pi for 3h	
SRR5871409	SRP113626		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment2: WT, with PHO84p-Venus reporter. Growth in 0.06mM low Pi for 4.5h	
SRR5871410	SRP113626		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment2: PHO84-constitutive, with PHO84p-Venus reporter, with constitutive mCherry. Growth in 0.2mM for 24.67h and recovery into 7.3mM for 6.5h	
SRR5871411	SRP113626		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment2: WT, with PHO84p-Venus reporter. Growth in 0.06mM low Pi for 1h	
SRR5871412	SRP113626		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment2: WT, with PHO84p-Venus reporter. Growth in 0.06mM low Pi for 2.5h	
SRR5871413	SRP113626		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment2: WT, with PHO84p-Venus reporter. Growth in 0.06mM low Pi for 2h	
SRR5871414	SRP113626		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment2: WT, with PHO84p-Venus reporter. Growth in 0.06mM low Pi for 3.5h	
SRR5871415	SRP113626		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment2: WT, with PHO84p-Venus reporter. Growth in 0.06mM low Pi for 11.5h	
SRR5871416	SRP113626		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment2: WT, with PHO84p-Venus reporter. Growth in 0.06mM low Pi for 11h	
SRR5871417	SRP113626		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment2: WT, with PHO84p-Venus reporter. Growth in 0.06mM low Pi for 12h	
SRR5871418	SRP113626		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment2: WT, with PHO84p-Venus reporter. Growth in 0.06mM low Pi for 1.5h	
SRR5871419	SRP113626		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment2: WT, with PHO84p-Venus reporter, with Pho84-L74F substitution. Growth in 0.06mM low Pi for 7.5h	
SRR5871420	SRP113626		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment2: PHO84-constitutive, with PHO84p-Venus reporter, with constitutive mCherry. Growth in 0.2mM for 24.67h and recovery into 7.3mM for 7.5h	
SRR5871421	SRP113626		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment2: WT, with PHO84p-Venus reporter. Growth in 0.06mM for 24.67h and recovery into 7.3mM for 1.83h	
SRR5871422	SRP113626		by4741		yeast culture			SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA	missing			experiment2: WT, with PHO84p-Venus reporter. Growth in 0.06mM for 24.67h and recovery into 7.3mM for 1h	
