refinebio_accession_code	experiment_accession	refinebio_age	refinebio_cell_line	refinebio_compound	refinebio_disease	refinebio_disease_stage	refinebio_genetic_information	refinebio_organism	refinebio_platform	refinebio_processed	refinebio_race	refinebio_sex	refinebio_source_archive_url	refinebio_source_database	refinebio_specimen_part	refinebio_subject	refinebio_time	refinebio_title	refinebio_treatment
ERR1701925	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F1_G1.a	
ERR1701926	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F1_G2.a	
ERR1701927	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F1_G3.a	
ERR1701928	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F1_SS1.a	
ERR1701929	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F1_SS1.g	
ERR1701930	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F1_SS1.g	
ERR1701931	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F1_SS2.a	
ERR1701932	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F1_SS2.a	
ERR1701933	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F1_SS2.g	
ERR1701934	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F1_T1.a	
ERR1701935	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F1_T1.g	
ERR1701936	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F1_T2.a	
ERR1701937	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F1_T2.g	
ERR1701938	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F1_T3.a	
ERR1701939	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F1_T3.g	
ERR1701940	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F4_SS1.g	
ERR1701941	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F4_SS2.g	
ERR1701942	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F4_T1.g	
ERR1701943	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F4_T2.g	
ERR1701944	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F4_T3.g	
ERR1701945	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F4_T3.g	
ERR1701946	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F5_G1.a	
ERR1701947	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F5_G2.a	
ERR1701948	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F5_G3.a	
ERR1701949	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F5_SS1.a	
ERR1701950	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F5_SS2.a	
ERR1701951	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F5_SS2.a	
ERR1701952	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F5_T1.a	
ERR1701953	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F5_T2.a	
ERR1701954	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F5_T3.a	
ERR1701955	ERP018583		by4741-112-138					SACCHAROMYCES_CEREVISIAE	Illumina HiSeq 2500 (IlluminaHiSeq2500)	True				SRA				138_F6_G1.a	
